strawberry_query (7669600),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.8858954890728644,0.22820902185427133,0.10210034118655026,0.007716832494529594,0
airplane_2,0.8231469418836882,0.35370611623262377,0.18029867471987984,0.020570573770412954,0
airplane_3,0.8935213744455864,0.21295725110882746,0.07854319524472624,0.0072447015723671425,0
airplane_4,0.8683316082546778,0.2633367834906448,0.11563513602687228,0.010026853658792119,0
airplane_5,0.9392122183612506,0.1215755632774986,0.03561748033358722,0.004204201141209813,0
ball_1,0.7592194068607353,0.48156118627852945,0.25441627862144744,0.04453554955872938,0
ball_2,0.6963353286866202,0.6073293426267596,0.262143573669814,0.06274074117192334,0
ball_3,0.8163603851791943,0.3672792296416115,0.18550134098142912,0.02289858733134104,0
ball_4,0.7883193658603252,0.42336126827934945,0.22096194226269522,0.030952548283444403,15710700
ball_5,0.86482811181053,0.2703437763789402,0.11179679408606696,0.014037080732767934,0
car_1,0.7718789842720762,0.4562420314558475,0.2085852275514888,0.03433928289954972,0
car_2,0.7257758755252528,0.5484482489494946,0.2676265993032504,0.052815204103547064,0
car_3,0.7182047439763737,0.5635905120472526,0.28741205138304,0.061710943942895655,0
car_4,0.7278718289720968,0.5442563420558064,0.28303051665907575,0.059701658765438315,0
car_5,0.7141831656895249,0.5716336686209502,0.29890723932887875,0.06904176931535005,0
cat_1,0.6954082332312685,0.6091835335374631,0.3015562748060816,0.0687137101202549,0
cat_2,0.7108087213951987,0.5783825572096025,0.3051355047181866,0.0696027978695715,15622300
cat_3,0.7346599736267633,0.5306800527464735,0.26785860226127384,0.05061332413558266,0
cat_4,0.7660921672043945,0.4678156655912109,0.24375656148549005,0.040555257381156805,0
cat_5,0.6949238759054257,0.6101522481891486,0.28928492455593363,0.0642379393468052,0
dolphin_1,0.7288147216667697,0.5423705566664605,0.28140536608467637,0.05840347210523722,0
dolphin_2,0.7392618388683887,0.5214763222632226,0.2397301342550362,0.045452608968417074,0
dolphin_3,0.9227183271832718,0.15456334563345633,0.054942015998325176,0.005197414331346083,0
dolphin_4,0.8194856745981254,0.36102865080374946,0.16711509543276462,0.02340404652836564,0
dolphin_5,0.8784266928506195,0.243146614298761,0.10597547331822399,0.009353836189028757,0
face_1,0.7399132097544728,0.5201735804910543,0.2702437291435436,0.05078677064686025,15640300
face_2,0.7389086213544348,0.5221827572911304,0.2676655211316502,0.050791179737394755,0
face_3,0.7737809392907756,0.45243812141844897,0.23100255902180106,0.0370707880219418,0
face_4,0.7535809015121835,0.4928381969756329,0.25373442001994284,0.04375870942117054,0
face_5,0.7264539601439971,0.547092079712006,0.28486428433540967,0.05940167695907473,0
lotus_1,0.7468300058546437,0.5063399882907126,0.2638643435710707,0.04971692637421174,0
lotus_2,0.851034339935236,0.29793132012952783,0.14533870750705352,0.013913712633380567,0
lotus_3,0.7460539289819129,0.5078921420361745,0.26384200823159576,0.039575732915594214,0
lotus_4,0.7484132841328414,0.5031734317343173,0.2609801470645493,0.0458063976856346,15618700
lotus_5,0.7690355281103832,0.46192894377923377,0.19198879823630097,0.029804556073244417,0
pickles_1,0.522547496962948,0.9549050060741042,0.4954316904830703,0.1836490859416598,123931200
pickles_2,0.5079103825338254,0.9841792349323494,0.5106208189840612,0.20288221743599733,156811700
pickles_3,0.5848051818505958,0.8303896362988086,0.42956259622640713,0.14264500328380994,104266800
pickles_4,0.5748960852079458,0.8502078295841087,0.4426319115085005,0.14703329437698817,120002100
pickles_5,0.5632895773893947,0.8734208452212111,0.45394616219807116,0.15248255650276382,72980100
