ball_query (11124200),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.8938013456371304,0.21239730872573917,0.1027878167907173,0.00905793148265456,11159900
airplane_2,0.9367915883128912,0.12641682337421764,0.046713834522900254,0.00407911188728461,10605100
airplane_3,0.8650774619800958,0.26984507603980845,0.13334832467824637,0.014507809308234613,11035100
airplane_4,0.9041551849166064,0.19168963016678758,0.09235977862676245,0.008074529975856101,10150000
airplane_5,0.7967886178861789,0.40642276422764223,0.21290235386577858,0.028962700497546713,11616400
ball_1,0.8937179507033165,0.2125640985933669,0.0788938724164292,0.008085864396522409,12516700
ball_2,0.5245068008775327,0.9509863982449349,0.45061240240966827,0.14844907618913747,9506800
ball_3,0.9124757768125625,0.1750484463748747,0.06128239931524887,0.007619542879773989,13512200
ball_4,0.9427475545231643,0.11450489095367142,0.040482574354439235,0.0025098361137168867,9518800
ball_5,0.7116279747671428,0.5767440504657146,0.29709794670787737,0.05616009394495251,13046800
car_1,0.9080451841501735,0.18390963169965274,0.07213421972309605,0.012170605561426117,8520600
car_2,0.8811573721973622,0.23768525560527543,0.08789002342424196,0.011250643512016194,9012900
car_3,0.8614178413720323,0.27716431725593543,0.11173181027548089,0.01633367879397341,9518800
car_4,0.901919147255287,0.19616170548942619,0.09116726871624743,0.009842140034913138,9569100
car_5,0.8643612963323252,0.2712774073353496,0.11252275047300164,0.015502713569884734,12610900
cat_1,0.8357224899300665,0.32855502013986704,0.12326598535077832,0.0199323157414904,12523000
cat_2,0.8674511466461758,0.2650977067076483,0.11831662531478641,0.015345579860937798,12514000
cat_3,0.8667750677506775,0.266449864498645,0.09897546695775858,0.013846071999164431,9582000
cat_4,0.931503852211297,0.13699229557740603,0.05290150420515614,0.0033741963364017865,8546800
cat_5,0.8112529616724737,0.3774940766550523,0.13124463662812497,0.026149097203330227,9160000
dolphin_1,0.8828799174663733,0.23424016506725323,0.0944524908436397,0.010644371464693178,8613600
dolphin_2,0.82961331300813,0.34077337398373986,0.1258348152979676,0.027025502491058916,6965500
dolphin_3,0.7549443259891021,0.4901113480217958,0.24049347954791486,0.03983480709435635,8551500
dolphin_4,0.8242159277504104,0.35156814449917895,0.11986293418683083,0.021360345519886192,10255600
dolphin_5,0.8920327695612946,0.21593446087741075,0.10186649443789003,0.009237476702470427,9454400
face_1,0.9058743808165289,0.18825123836694208,0.07999280780039958,0.006784996958491468,11582500
face_2,0.8787230141534224,0.24255397169315512,0.09026352485517657,0.010514573074100192,10547600
face_3,0.8910721411993819,0.21785571760123618,0.06885132872298665,0.008851519218358368,11018700
face_4,0.9062348248274034,0.1875303503451933,0.0706536958046694,0.006224721892809669,11527400
face_5,0.8807242621876769,0.23855147562464632,0.0985758056285651,0.011367578779210567,10502000
lotus_1,0.8923413924095573,0.21531721518088542,0.07820081819980458,0.007877052517457106,10524100
lotus_2,0.909186162269786,0.18162767546042807,0.06676906201001893,0.005633687321810883,9505100
lotus_3,0.5576844024295045,0.8846311951409913,0.45895947854554864,0.12326547142655847,10515600
lotus_4,0.9304104835015339,0.13917903299693213,0.06777546504510153,0.004468710856743127,11037800
lotus_5,0.8604255848680936,0.2791488302638129,0.08137795230902621,0.017602965935988653,12532700
pickles_1,0.33417797041053954,1.331644059178921,0.690397961794752,0.35375231663639595,1162805400
pickles_2,0.3195408559814169,1.360918288037166,0.7055327802933916,0.38282584491141824,1556899800
pickles_3,0.4000127405329345,1.199974518934131,0.6238440589456233,0.28603924612993475,1037542200
pickles_4,0.3865265586555373,1.2269468826889254,0.6372470660653531,0.29491095388750843,1195108500
pickles_5,0.37492005083698615,1.2501598983260278,0.6487664784713001,0.30494833041306385,647267700
