pickles_querry (7669600),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.41311426380214356,1.173771472395713,0.607936706075964,0.2635785653961762,0
airplane_2,0.33719738655542775,1.3256052268891445,0.6881388781092412,0.34785114810765816,0
airplane_3,0.44326123512697013,1.11347752974606,0.577311541516824,0.2331983109500294,0
airplane_4,0.40261521670487427,1.1947695665902516,0.620108075279753,0.27235538230344386,0
airplane_5,0.5229671547619047,0.9540656904761904,0.49420725612295624,0.17867625863324738,0
ball_1,0.2690571018518519,1.4618857962962961,0.7603919922602015,0.4493991910752829,0
ball_2,0.728089,0.543822,0.28414829385620877,0.08316807623752141,0
ball_3,0.3365499988584475,1.326900002283105,0.68875588938257,0.3343938716134323,0
ball_4,0.29713117592592597,1.4057376481481483,0.7294167197929217,0.3999416880616799,15710700
ball_5,0.6046823741830065,0.790635251633987,0.41276278143072814,0.13061219393806378,0
car_1,0.31939814340101524,1.3612037131979697,0.7065510854219659,0.3491469945669905,0
car_2,0.2559802076988156,1.4880395846023688,0.771768133963634,0.4509644275722085,0
car_3,0.2370461975465313,1.5259076049069376,0.7919886063949583,0.4916754864806294,0
car_4,0.2359971281725888,1.5280057436548224,0.7904982265707202,0.5073144729607953,0
car_5,0.2223084648900169,1.5553830702199662,0.8062032805192277,0.5399511665467508,0
cat_1,0.22414142021276598,1.5517171595744679,0.8067464584898684,0.5107727839643635,0
cat_2,0.21893402059569075,1.5621319588086187,0.813151659824527,0.5551108277258581,15622300
cat_3,0.2589109557057057,1.4821780885885887,0.7734548015783269,0.45973870399779854,0
cat_4,0.2742174664048866,1.4515650671902267,0.7520454145126734,0.4465702469321484,0
cat_5,0.24723487962962962,1.5055302407407407,0.7902314300843545,0.47996518176662306,0
dolphin_1,0.23884770810055864,1.5223045837988827,0.788963695114217,0.5031740055884332,0
dolphin_2,0.30614275,1.3877145,0.7319757294489954,0.38289168779750277,0
dolphin_3,0.546853674543947,0.9062926509121061,0.47262940148082677,0.16498039500547354,0
dolphin_4,0.3756190431034483,1.2487619137931034,0.6579115656173721,0.3246764689445895,0
dolphin_5,0.41190339020028616,1.1761932195994278,0.6096319290164377,0.26782791324939714,0
face_1,0.24803850895496485,1.5039229820900704,0.7791935948943435,0.4830092534542532,15640300
face_2,0.25512199343356573,1.4897560131328687,0.7737318622238474,0.46176908811964806,0
face_3,0.29304065193069095,1.4139186961386183,0.734783579473929,0.3979854359335566,0
face_4,0.2662705331820147,1.4674589336359705,0.7609948596042292,0.44058790393295466,0
face_5,0.23605018284493282,1.5278996343101343,0.7922995088550677,0.5076700609314705,0
lotus_1,0.25592722962154296,1.488145540756914,0.7706245460874711,0.47352822173866754,0
lotus_2,0.3733583112244898,1.2532833775510204,0.6500685937759412,0.29523593533991893,0
lotus_3,0.7599715423497267,0.4800569153005464,0.24964664714273152,0.062312734606908365,0
lotus_4,0.25653858333333335,1.4869228333333333,0.7705752846122554,0.47113338423610307,15618700
lotus_5,0.3376837080498867,1.3246325839002266,0.6911857216939536,0.32510066759812134,0
pickles_1,0.9852791820282367,0.02944163594352646,0.015549514881710623,0.00035648188694764436,123931200
pickles_2,0.9935885833333332,0.012822833333333401,0.004737178826697505,0.0002898897205278372,156811700
pickles_3,0.9159351418652137,0.1681297162695724,0.08984959059610577,0.008591075713945061,104266800
pickles_4,0.9332292139925462,0.13354157201490735,0.0724076534358,0.005166870533274779,120002100
pickles_5,0.9443190987408104,0.11136180251837903,0.06043521984628961,0.004133368314300023,72980100
