cat_query (7669600),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.8056027852667047,0.38879442946659043,0.19172015309112586,0.03140151052310188,0
airplane_2,0.8819268324558456,0.23614633508830885,0.11208227604779857,0.012612678263785551,0
airplane_3,0.7671967819722844,0.4656064360554314,0.2240015376335864,0.04241786845702703,0
airplane_4,0.810596904369617,0.37880619126076603,0.17989572121254277,0.028365897964516565,0
airplane_5,0.7108607463212846,0.5782785073574309,0.30333159394855025,0.06693412726332999,0
ball_1,0.8627049491969846,0.2745901016060308,0.08228048983538025,0.011248963047014532,0
ball_2,0.46116905932481156,1.0776618813503769,0.537072532295992,0.22147500611128476,0
ball_3,0.833294944841799,0.333410110316402,0.12509335074789282,0.01890657156316832,0
ball_4,0.8996811537200917,0.20063769255981645,0.0773060588517649,0.007375270524920395,15710700
ball_5,0.6277268205217191,0.744546358956562,0.3887726465437413,0.10988229028874731,0
car_1,0.8104012997319677,0.37919740053606454,0.12770928086612002,0.02458713939541525,0
car_2,0.8929402692301933,0.21411946153961336,0.0707497427250819,0.0094388035416569,0
car_3,0.9077157360406092,0.1845685279187817,0.0659966307426102,0.008049552525603333,0
car_4,0.9114682628812721,0.17706347423745564,0.05792623187484492,0.00666233511039355,0
car_5,0.9214861566566341,0.15702768668673164,0.04499565319547188,0.004357190224463232,0
cat_1,0.9090355865185463,0.1819288269629072,0.05983034558704848,0.007584624974415188,0
cat_2,0.9598867166907815,0.08022656661843713,0.030817804585858158,0.0013803108785694603,15622300
cat_3,0.9283231018629249,0.14335379627415024,0.04369340279183389,0.004247644027880127,0
cat_4,0.9029483853032478,0.19410322939350416,0.0685826038012262,0.007017505897862325,0
cat_5,0.8870720419534578,0.2258559160930842,0.06709343386341067,0.01085097382897705,0
dolphin_1,0.9405296550814917,0.11894068983701653,0.03773739223843772,0.002879909727100691,0
dolphin_2,0.8055077433628319,0.38898451327433625,0.12202882111080905,0.024481646210926536,0
dolphin_3,0.6885934633616578,0.6228130732766844,0.32560680292406674,0.07616872263827096,0
dolphin_4,0.7941002949852507,0.4117994100294985,0.16785364457918522,0.03222503224417131,0
dolphin_5,0.815706508665983,0.368586982668034,0.1892201424274686,0.030180751881204483,0
face_1,0.9422877765066903,0.11542444698661952,0.03535038644724946,0.0020766255970764763,15640300
face_2,0.9186362824273987,0.16272743514520244,0.04784402460229041,0.004045105814106249,0
face_3,0.8766375421386411,0.2467249157227178,0.08332635309227138,0.010446758611902227,0
face_4,0.9173156724783735,0.165368655043253,0.051950662333102304,0.004084854097215504,0
face_5,0.9447731963218688,0.11045360735626221,0.04019598475281134,0.0031696043985299507,0
lotus_1,0.8771190632608108,0.24576187347837847,0.07342688256332365,0.009537987262563014,0
lotus_2,0.8222617542592258,0.35547649148154836,0.1529522419177042,0.022943516513699212,0
lotus_3,0.4733757676870255,1.0532484646259492,0.5463485388826979,0.18932815157106783,0
lotus_4,0.9258806073640541,0.14823878527189177,0.048377769386458117,0.003742533708233417,15618700
lotus_5,0.8235429333975479,0.35291413320490433,0.12456384861257601,0.024189964111706326,0
pickles_1,0.2498693356680606,1.5002613286638788,0.7801248086338777,0.49295291179378564,123931200
pickles_2,0.23523222123893806,1.5295355575221241,0.7953449899902473,0.5318603751660819,156811700
pickles_3,0.3157041057904556,1.368591788419089,0.7141951581275715,0.4069930470167528,104266800
pickles_4,0.3022179239130584,1.395564152173883,0.7275030600305368,0.4192810591865563,120002100
pickles_5,0.29061141609450725,1.4187771678109855,0.7387589221789903,0.4303582272033408,72980100
