dolphin_cropped_query (3986800),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.8996393679422989,0.20072126411540225,0.06624845900859869,0.008773292286440887,4582600
airplane_cropped_2,0.8960676162208073,0.20786476755838537,0.06472691495817391,0.0072864894603131706,6001800
airplane_cropped_3,0.8804037923945036,0.2391924152109926,0.07692014189748424,0.01071223044435165,4587600
airplane_cropped_4,0.9012993360902468,0.19740132781950653,0.06648502021868434,0.00797184830946131,3994400
airplane_cropped_5,0.8919066274623629,0.2161867450752741,0.0745964001217219,0.011243958333106764,4523900
ball_cropped_1,0.7139275557551266,0.5721448884897471,0.18787522597495493,0.05576142247640585,3030700
ball_cropped_2,0.6003342162462372,0.7993315675075257,0.32841124181443226,0.10918443602931104,6547900
ball_cropped_3,0.8304935767410413,0.3390128465179175,0.13718995978809573,0.0214293244367723,9554900
ball_cropped_4,0.8254078619200474,0.34918427615990516,0.12952316206050765,0.028227500260821742,4007100
ball_cropped_5,0.6924017572778982,0.6151964854442036,0.2929579039717117,0.07633486420652792,7620500
car_cropped_1,0.8678680149358056,0.2642639701283891,0.08411168779149719,0.013633208201088917,1994600
car_cropped_2,0.8982101623600907,0.20357967527981877,0.06363839293189891,0.008602337914261212,1970500
car_cropped_3,0.9020945616057673,0.19581087678846545,0.0646083606065045,0.008478013431712764,1998900
car_cropped_4,0.8787461026105496,0.24250779477890078,0.0707342018039444,0.010593261331526034,2628600
car_cropped_5,0.8780398393393349,0.24392032132132993,0.07434872478457677,0.01138592437636621,1919100
cat_cropped_1,0.9085003901432204,0.18299921971355934,0.059965735475795985,0.0058484544486030006,6622700
cat_cropped_2,0.916234836138741,0.1675303277225183,0.05645786733342398,0.006581115110660016,9550600
cat_cropped_3,0.9175446894875628,0.16491062102487464,0.05790828554266168,0.005701422290817933,6586900
cat_cropped_4,0.8709215897943987,0.2581568204112026,0.0909176337983149,0.015195869609696183,6485900
cat_cropped_5,0.8937776041107088,0.21244479177858255,0.07868640835960229,0.010200720024592992,8675300
dolphin_cropped_1,0.9382468581194974,0.12350628376100542,0.04192605110542316,0.003611834296042443,3920200
dolphin_cropped_2,0.8248837032088543,0.35023259358229153,0.12442605740705118,0.021257229091396955,4035600
dolphin_cropped_3,0.8066588205949949,0.3866823588100101,0.19325616162285653,0.031934723657086966,4560000
dolphin_cropped_4,0.8270282161645144,0.34594356767097084,0.1235961357502256,0.025180367814790626,3040400
dolphin_cropped_5,0.8618726447742628,0.27625471045147426,0.13618688531174117,0.017535241686479422,7510900
face_cropped_1,0.9347931611669058,0.1304136776661884,0.04664290940265806,0.004649803068893386,9182500
face_cropped_2,0.9395515290248739,0.12089694195025229,0.04048755065347154,0.003512892228672086,7000700
face_cropped_3,0.9334173739779976,0.13316525204400464,0.04057289740032365,0.0034990521230953047,7585100
face_cropped_4,0.9248735070374319,0.15025298592513628,0.05161256861564483,0.005347792206942077,8585300
face_cropped_5,0.9306007697528259,0.13879846049434844,0.04331926655071072,0.003427532729621368,7545300
lotus_cropped_1,0.847831969611599,0.3043360607768019,0.11101236196766734,0.02066664111316815,4625200
lotus_cropped_2,0.9152213416872048,0.16955731662559037,0.06516788654893314,0.008053579377724246,4589500
lotus_cropped_3,0.7610074895534812,0.47798502089303785,0.248855215316117,0.0471983866517889,5958900
lotus_cropped_4,0.9004244874728766,0.19915102505424664,0.06855055613534647,0.009683554435560024,2581200
lotus_cropped_5,0.8795266147848644,0.24094677043027113,0.09832644021040099,0.01245650926672537,11628500
pickles_cropped_1,0.5187475044427137,0.9625049911145724,0.48176902973163016,0.16249788737857335,491670900
pickles_cropped_2,0.600401664578293,0.799196670843414,0.40960823552546827,0.1144406933425854,260111400
pickles_cropped_3,0.5841512564401732,0.8316974871196536,0.4164121832432558,0.12176189745650726,505067800
pickles_cropped_4,0.616264219609401,0.7674715607811979,0.38766142316438224,0.10698386574388843,414653600
pickles_cropped_5,0.5668107358866035,0.8663785282267931,0.4296322907794518,0.1321958635704186,418657500
