face_cropped_query (0),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.9227678090328099,0.15446438193438042,0.04833042453540522,0.004460880981113649,133700
airplane_cropped_2,0.9266775401905184,0.14664491961896314,0.04659271992304938,0.003682715125816986,2144600
airplane_cropped_3,0.8957071255879548,0.2085857488240902,0.06855179559601694,0.008221425531419007,1004800
airplane_cropped_4,0.919180534475506,0.16163893104898805,0.05455093845521233,0.0051977460295082375,0
airplane_cropped_5,0.9182582687738087,0.1634834624523825,0.05194689974086778,0.0056078437443483065,1011100
ball_cropped_1,0.7305480230531844,0.538903953893631,0.17919413691636832,0.04851867504109694,982700
ball_cropped_2,0.5890708879672388,0.8218582240655223,0.3323582568515889,0.11154221244450944,1679800
ball_cropped_3,0.8298713912467973,0.3402572175064055,0.1400472872888875,0.022123963863716033,471200
ball_cropped_4,0.8512686043573044,0.2974627912853914,0.10751182164921959,0.017075370877078628,0
ball_cropped_5,0.7164792713553955,0.567041457289209,0.29451772688233907,0.07371185686295005,0
car_cropped_1,0.8782267529954411,0.24354649400911788,0.08073012148587289,0.012822552829452476,0
car_cropped_2,0.9020521264295808,0.19589574714083843,0.05715817466839018,0.007704584291275225,0
car_cropped_3,0.9046746386675499,0.19065072266490002,0.05850990361847605,0.007409905539582337,0
car_cropped_4,0.9206771524525974,0.15864569509480514,0.050774170900249764,0.006028777149289307,0
car_cropped_5,0.9028310641697345,0.19433787166053107,0.060793441770472086,0.008751537878051158,0
cat_cropped_1,0.9259707197724827,0.14805856045503438,0.05044777994445307,0.003778812357869385,6767200
cat_cropped_2,0.9494612800367125,0.10107743992657503,0.03143991352208948,0.0016687626507498488,0
cat_cropped_3,0.9114510731090326,0.1770978537819347,0.05828758863191619,0.005979884357551922,0
cat_cropped_4,0.8996025109215475,0.2007949781569049,0.06823151698167003,0.007304039385677289,0
cat_cropped_5,0.8769720332558248,0.24605593348835017,0.08322105974812428,0.012525769787302484,6820900
dolphin_cropped_1,0.9476991286674638,0.10460174266507247,0.029565319086847244,0.00190535191243827,1137000
dolphin_cropped_2,0.8083814051617784,0.38323718967644327,0.13025671458583313,0.025393849783555224,992600
dolphin_cropped_3,0.8020737127706405,0.3958525744587191,0.1986976930364675,0.034538400412411525,0
dolphin_cropped_4,0.8575313485530511,0.28493730289389746,0.10538798214480173,0.01664524486560009,999100
dolphin_cropped_5,0.860460961836734,0.27907807632653203,0.14059250355819572,0.018726437798292635,1998100
face_cropped_1,0.9781713846727891,0.043657230654421786,0.016946623543291323,0.0004476301451774878,1693900
face_cropped_2,0.9720058911587718,0.05598821768245655,0.018163204427333764,0.0005527808529238207,2096100
face_cropped_3,0.9538958321867295,0.09220833562654097,0.02918276305503307,0.0013947533011068006,1998900
face_cropped_4,0.9590835783182667,0.08183284336346647,0.03244656980912859,0.0014213968372078572,1820700
face_cropped_5,0.9529914996999748,0.0940170006000502,0.031548785383030506,0.0017226802910432866,1706300
lotus_cropped_1,0.8789313272154048,0.24213734556919053,0.09178668280220639,0.011891259170778136,0
lotus_cropped_2,0.932159291914008,0.13568141617198393,0.04919785376079831,0.003482777460794666,0
lotus_cropped_3,0.7534865987075531,0.49302680258489406,0.25573364235033796,0.051654951929706636,0
lotus_cropped_4,0.923126351173176,0.153747297653648,0.04757542835675862,0.0037542116478168457,0
lotus_cropped_5,0.858931535481978,0.2821369290360439,0.10975936331915205,0.017295894963434796,6651100
pickles_cropped_1,0.5070252239968066,0.9859495520063867,0.4883946587391586,0.17216827065431894,62352400
pickles_cropped_2,0.588679384132386,0.8226412317352281,0.4159860895716423,0.12194162501131882,42183000
pickles_cropped_3,0.5724289759942661,0.8551420480114678,0.4233894499743517,0.13108024963955012,76079200
pickles_cropped_4,0.604541939163494,0.7909161216730121,0.39466957998225694,0.11547448240604659,61999800
pickles_cropped_5,0.5550884554406964,0.8898230891186071,0.4363779258537955,0.14131439503642168,62964500
