strawberry_cropped_query (8026000),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.7047238963175013,0.5905522073649975,0.1891558289150901,0.06783700238408617,975200
airplane_cropped_2,0.6478459611348812,0.7043080777302377,0.21824456771446274,0.10040556524015679,2025200
airplane_cropped_3,0.6727042592080691,0.6545914815838617,0.18373657221225903,0.08303560009766767,738700
airplane_cropped_4,0.6626999818383148,0.6746000363233702,0.20180761237295133,0.08913783876613508,1028600
airplane_cropped_5,0.6510629090710308,0.6978741818579384,0.1955172547277314,0.09068495466474048,998900
ball_cropped_1,0.6569906447888245,0.686018710422351,0.19588555470237162,0.09113427808123434,999900
ball_cropped_2,0.7142499774904145,0.5715000450191708,0.11824117089857344,0.07165687470334621,1999500
ball_cropped_3,0.8119778035136533,0.37604439297269354,0.1190943383366565,0.026364262538240292,1666300
ball_cropped_4,0.787076050827145,0.4258478983457098,0.16387053689921566,0.03624192809009734,0
ball_cropped_5,0.812178608471393,0.37564278305721416,0.06859183966946875,0.030406411364575114,0
car_cropped_1,0.710877988051901,0.5782440238961979,0.1787244775562242,0.06835817891218109,0
car_cropped_2,0.6126406792167662,0.7747186415664676,0.1968996638024154,0.11690298899106648,0
car_cropped_3,0.6301203923018016,0.7397592153963968,0.2012974887516289,0.10371323789124641,0
car_cropped_4,0.6409501702554896,0.7180996594890207,0.19506333327497585,0.09641010024289688,0
car_cropped_5,0.6114453427653115,0.777109314469377,0.19712802403424284,0.11436682436833183,0
cat_cropped_1,0.7108667033998842,0.5782665932002317,0.2128736999019377,0.06620094357954354,8144000
cat_cropped_2,0.7396084762278763,0.5207830475442473,0.20667010486675896,0.05273135678038324,1998400
cat_cropped_3,0.6921720875185049,0.6156558249629902,0.21516321814689204,0.07068499362445316,1999900
cat_cropped_4,0.7515316645751429,0.4969366708497143,0.16866133052344143,0.04339628440357853,1884200
cat_cropped_5,0.6572481572481571,0.6855036855036855,0.22212836401557692,0.08385419735641109,2041400
dolphin_cropped_1,0.6203258286472827,0.7593483427054346,0.20926750611475436,0.1112161656543007,998800
dolphin_cropped_2,0.6799105325665223,0.6401789348669554,0.16114923816819304,0.07971817052942988,0
dolphin_cropped_3,0.8082109724295388,0.38357805514092236,0.06885455147907066,0.032150537890041214,1000600
dolphin_cropped_4,0.720172756807028,0.5596544863859442,0.1931019550696911,0.058879550249623984,1000000
dolphin_cropped_5,0.8073727640354935,0.38525447192901285,0.08596896877940428,0.028973356882838638,1711500
face_cropped_1,0.7693837222845376,0.461232555430925,0.19628768944235242,0.041950728174813615,0
face_cropped_2,0.765321420145553,0.469357159708894,0.19802752449971522,0.0433192818209075,0
face_cropped_3,0.7700766522401903,0.4598466955196194,0.1951723192084252,0.04200697605950206,0
face_cropped_4,0.785340927486815,0.4293181450263698,0.1838591242848835,0.03647350855124325,8231600
face_cropped_5,0.7374086292559134,0.5251827414881731,0.20900791112360306,0.05242911137519087,1999600
lotus_cropped_1,0.7905591817068668,0.41888163658626665,0.15888913772937757,0.033848707453581844,1000400
lotus_cropped_2,0.7732924649743187,0.4534150700513627,0.18591111690310164,0.039223505597171276,999500
lotus_cropped_3,0.8569487450259334,0.28610250994813313,0.05684136457511781,0.019463457535507513,1917100
lotus_cropped_4,0.7953132060309348,0.40937358793813056,0.18462815802330443,0.03529147332572661,0
lotus_cropped_5,0.7368722180678702,0.5262555638642595,0.15730047331640723,0.04579944544088724,3020800
pickles_cropped_1,0.6633317020158589,0.6733365959682822,0.25966978516684047,0.07951856332783715,76302900
pickles_cropped_2,0.7324311366374802,0.5351377267250398,0.19030833776653233,0.050190574067608136,45891200
pickles_cropped_3,0.7074185636066792,0.5851628727866416,0.20115346672414555,0.06030317868128882,82914400
pickles_cropped_4,0.7246098237720913,0.5507803524558176,0.17458109109319944,0.05385344660336254,76445700
pickles_cropped_5,0.7003363518106425,0.599327296378715,0.21065203303247054,0.06462583467420019,73456100
