pickles_querry (6960400),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.4090867074176884,1.1818265851646235,0.593946139793123,0.3061948374262664,6648300
airplane_2,0.3365060578250864,1.3269878843498273,0.6631004262495036,0.38906643259961426,2147500
airplane_3,0.43989100987662144,1.1202179802467571,0.5637563460789732,0.2664208211215176,1983800
airplane_4,0.3997389351017958,1.2005221297964086,0.6048289788928923,0.3120589296511133,1007800
airplane_5,0.5217575857628766,0.9564848284742468,0.47699636001919765,0.2074155036482867,1731700
ball_1,0.24357864814814817,1.5128427037037036,0.7490502199205,0.5281514694110824,3108500
ball_2,0.6968876759259259,0.6062246481481481,0.2782678617202837,0.10503240742371571,1007000
ball_3,0.3149841655251142,1.3700316689497716,0.6904198476071528,0.39990157499621454,2622200
ball_4,0.28241894444444454,1.435162111111111,0.7247085167876209,0.4735798730713041,0
ball_5,0.568489089869281,0.8630218202614378,0.4271301862884905,0.16836271679918252,0
car_1,0.30856755499153976,1.3828648900169203,0.6984110911689175,0.39952021205525057,6991500
car_2,0.24915935575296114,1.5016812884940776,0.7546663183085436,0.5071740482078188,1234500
car_3,0.22790715736040612,1.5441856852791878,0.7715596942795073,0.5505493877652163,2016600
car_4,0.2313081725888325,1.537383654822335,0.7636782569308662,0.5634668014739056,1986100
car_5,0.22411680456852792,1.551766390862944,0.7704110607360304,0.5797523053256841,1720300
cat_1,0.22676482269503545,1.5464703546099292,0.7820939091346266,0.5344243683228773,2005500
cat_2,0.2152682281368822,1.5694635437262359,0.7851277007064615,0.6141378643691868,2104000
cat_3,0.2442728663663664,1.511454267267267,0.7634915525067654,0.5352618656759436,3979100
cat_4,0.26758616710296684,1.4648276657940662,0.7337007560023368,0.5132892537371051,0
cat_5,0.2301808240740741,1.539638351851852,0.7793619214855926,0.5482251212717436,0
dolphin_1,0.22690888454376162,1.5461822309124766,0.7581656879946704,0.5628625186379327,6291100
dolphin_2,0.2835493333333334,1.4329013333333334,0.7267214869546348,0.4556760764131596,0
dolphin_3,0.5131617599502487,0.9736764800995024,0.4867493429955751,0.22056643781102325,0
dolphin_4,0.3342718103448276,1.3314563793103449,0.6408003799177546,0.39327061383250855,0
dolphin_5,0.40319726537911305,1.193605469241774,0.5973612850841963,0.31609524568276787,7790800
face_1,0.23988257587356437,1.5202348482528711,0.760719603941416,0.5550177797291949,3015700
face_2,0.2491105404275114,1.5017789191449769,0.7583511723596268,0.5253471483686186,2617500
face_3,0.275120306697362,1.4497593866052758,0.7264660284478549,0.4587085639979887,290600
face_4,0.2547918802112285,1.4904162395775429,0.7520501168576907,0.5196714655221316,0
face_5,0.22820566391941394,1.5435886721611722,0.7709809433512124,0.573876239718645,7766700
lotus_1,0.23769969032023291,1.5246006193595343,0.7543577990899901,0.551855192138457,1998100
lotus_2,0.35299286734693885,1.2940142653061224,0.6529552709360978,0.3547109048282005,2000100
lotus_3,0.7368051844262296,0.5263896311475409,0.245416316363544,0.08035728888037011,1980900
lotus_4,0.24055467695883126,1.5188906460823373,0.7556781303132944,0.5578527389713146,2106100
lotus_5,0.2995963424036281,1.4008073151927438,0.7076175476758131,0.40267943116810306,3014500
pickles_1,0.9845479440437648,0.030904111912470285,0.015230249951431518,0.00044516314334626134,119646700
pickles_2,0.9923359999999999,0.015328000000000062,0.004669194114679273,0.00041535680593493345,166826400
pickles_3,0.9136874900344797,0.17262501993104057,0.08794608526630938,0.008909471516483953,111228300
pickles_4,0.9326973667523649,0.13460526649527021,0.07131447020248485,0.00540423314166954,136972700
pickles_5,0.9420280349575433,0.1159439300849134,0.059575987381158046,0.004754905290315734,77415500
