ball_query (6960400),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.7979056409776947,0.4041887180446109,0.11366114010633896,0.02873235054249296,6648300
airplane_2,0.8114000332794715,0.37719993344105723,0.07269817022921723,0.031081682119333164,2147500
airplane_3,0.7371494527215521,0.5257010945568957,0.14911887718377234,0.04608412357297654,1983800
airplane_4,0.7771428095974099,0.4457143808051803,0.11164450913463488,0.03547927453322979,1007800
airplane_5,0.6941450378060632,0.6117099243878736,0.22767885523431197,0.060819673533862376,1731700
ball_1,0.8199748612724223,0.3600502774551555,0.07428204568709934,0.023777917122519695,3108500
ball_2,0.4919677377726158,1.0160645244547681,0.43159411998097036,0.17257550970310556,1007000
ball_3,0.8632064897459151,0.27358702050816985,0.05832800814967949,0.02084161876701896,2622200
ball_4,0.8844308684991612,0.2311382630016776,0.04376259111522135,0.011338704980234255,0
ball_5,0.6748592835508187,0.6502814328983626,0.2746499053564983,0.0689069029122563,0
car_1,0.7956707169682284,0.4086585660635431,0.08584247792484459,0.04453475768457549,6991500
car_2,0.7933654645465963,0.41326907090680776,0.0910887233586752,0.036639927392280926,1234500
car_3,0.7870402141294799,0.42591957174104006,0.10292718836913117,0.037767246394218114,2016600
car_4,0.8161739684111853,0.36765206317762955,0.0789669054973453,0.02571148612723072,1986100
car_5,0.7680506081347978,0.46389878373040433,0.09631131638323559,0.04026453734930365,1720300
cat_1,0.721457434452764,0.557085131094472,0.12064951304186489,0.05406704828968454,2005500
cat_2,0.8186212865930942,0.36275742681381185,0.09602348024978746,0.025357649813324726,2104000
cat_3,0.7945940191062143,0.41081196178757157,0.0871033766337396,0.02992849044110892,3979100
cat_4,0.8927074934174922,0.21458501316501571,0.04191841651675582,0.009803762300950631,0
cat_5,0.7093900116144018,0.5812199767711963,0.1165872755618046,0.06015592379837865,0
dolphin_1,0.7221383476404597,0.5557233047190807,0.10340263675014873,0.060478478136866534,6291100
dolphin_2,0.76396762485482,0.47206475029036,0.09579341866429002,0.05216192438797461,0
dolphin_3,0.7237412819757196,0.552517436048561,0.2154387467982076,0.050379693619348465,0
dolphin_4,0.8101895350234292,0.3796209299531419,0.07773745470133774,0.025384374644399087,0
dolphin_5,0.833471260586303,0.333057478827394,0.10633877053387089,0.02295832619295736,7790800
face_1,0.8725426198417725,0.25491476031645516,0.0690045854478252,0.013255072860182175,3015700
face_2,0.8254032707449759,0.3491934585100481,0.07816188594187229,0.022645357916332185,2617500
face_3,0.821392006135653,0.3572159877286939,0.07135098530616582,0.028797726677592016,290600
face_4,0.8691144282204356,0.2617711435591287,0.06485065387063643,0.01298844202498898,0
face_5,0.8330664998957682,0.3338670002084636,0.08285680023266391,0.02221991797400593,7766700
lotus_1,0.8462318620067049,0.30753627598659017,0.06751161783169496,0.016437719006304894,1998100
lotus_2,0.866403268624523,0.267193462750954,0.05935049627062508,0.013658759954273566,2000100
lotus_3,0.5452224824355972,0.9095550351288056,0.45484803411176333,0.14310653962187644,1980900
lotus_4,0.896468666564867,0.20706266687026575,0.06057229235943983,0.00876718842545705,2106100
lotus_5,0.7851603893589957,0.42967922128200875,0.07443379515491254,0.040368703124696086,3014500
pickles_1,0.30644210678790096,1.387115786424198,0.6840556192311359,0.4390142498127163,119646700
pickles_2,0.2931075087108014,1.4137849825783975,0.6986053332205157,0.4727332461300717,166826400
pickles_3,0.334453479529734,1.331093040940532,0.6195689376067921,0.3672233221566992,111228300
pickles_4,0.3310351133097115,1.3379297733805773,0.6319535484758825,0.3768866381869209,136972700
pickles_5,0.3294519527305669,1.3410960945388664,0.6429500025107984,0.3830109424354112,77415500
