cat_cropped_query (8026000),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.8443756087888268,0.3112487824223465,0.05067674360770986,0.019789823314205226,975200
airplane_cropped_2,0.8093075622102761,0.3813848755794478,0.07096204903376678,0.028614094965266217,2025200
airplane_cropped_3,0.7950109983909897,0.4099780032180204,0.07567809347257824,0.033237931344970356,738700
airplane_cropped_4,0.8092507194297627,0.38149856114047465,0.06865066727622957,0.028761475528778353,1028600
airplane_cropped_5,0.7916732551495562,0.41665348970088745,0.06957302232468077,0.03234263617243837,998900
ball_cropped_1,0.7018044453357075,0.596391109328585,0.11152989871297618,0.07212778344927638,999900
ball_cropped_2,0.5705678035977728,0.8588643928044546,0.280912030969441,0.12722627056655433,1999500
ball_cropped_3,0.7643707904538884,0.4712584190922231,0.11305559986808181,0.04277467110798178,1666300
ball_cropped_4,0.7691956290505615,0.4616087418988769,0.08510700125626662,0.03811674089995888,0
ball_cropped_5,0.6721451908518608,0.6557096182962785,0.25238588139314305,0.09324341758528319,0
car_cropped_1,0.8059495685665651,0.38810086286686973,0.07153373454974471,0.03388400059442526,0
car_cropped_2,0.7430193575258546,0.5139612849482906,0.08681046099517704,0.0539866485876393,0
car_cropped_3,0.7775111150067895,0.44497776998642097,0.07723692968170452,0.042905727088043785,0
car_cropped_4,0.8046168727318495,0.3907662545363011,0.06503036778191426,0.034786304071463756,0
car_cropped_5,0.7606415001619447,0.4787169996761107,0.07862425523331956,0.047369010561690815,0
cat_cropped_1,0.9346508688165508,0.13069826236689874,0.024781742798187244,0.005201769896863979,8144000
cat_cropped_2,0.9447573294348863,0.11048534113022737,0.017303355129627752,0.0030587882760474694,1998400
cat_cropped_3,0.9030363802353458,0.1939272395293084,0.034458649469024064,0.008593628302448302,1999900
cat_cropped_4,0.8576267741551512,0.28474645168969764,0.056199355744220844,0.01442614069020171,1884200
cat_cropped_5,0.8373759100693321,0.32524817986133553,0.057335150062495045,0.02150303629109452,2041400
dolphin_cropped_1,0.784474803050265,0.43105039389947,0.07241942014860457,0.039283175968728816,998800
dolphin_cropped_2,0.7576899802997652,0.48462003940046994,0.09997304933701211,0.0454657787090583,0
dolphin_cropped_3,0.753535627179234,0.4929287456415321,0.1661910356465645,0.045619770233759536,1000600
dolphin_cropped_4,0.8417571535804761,0.31648569283904776,0.05278192713932289,0.022616149129152385,1000000
dolphin_cropped_5,0.8168026927807375,0.3663946144385251,0.13256457517872242,0.027409049346747736,1711500
face_cropped_1,0.9143598784558425,0.1712802430883152,0.025191108798403507,0.006113941904914466,0
face_cropped_2,0.9104035032545196,0.1791929934909607,0.026648372613070133,0.0072046122039979114,0
face_cropped_3,0.8921042180631048,0.21579156387379023,0.0357347605835481,0.010763359181443376,0
face_cropped_4,0.9011570469635001,0.19768590607300002,0.03286964226504828,0.008720836278922025,8231600
face_cropped_5,0.8987905475535903,0.20241890489281944,0.03175555676053245,0.008835501777589082,1999600
lotus_cropped_1,0.7891860698402884,0.42162786031942334,0.07686144512177123,0.0288003820155954,1000400
lotus_cropped_2,0.878823325640002,0.24235334871999617,0.035972164087661226,0.012477633153593026,999500
lotus_cropped_3,0.7344485796296967,0.5311028407406069,0.23896316298291018,0.05937385456351785,1917100
lotus_cropped_4,0.8486805597829523,0.3026388804340955,0.04789976026430746,0.019928152123847548,0
lotus_cropped_5,0.7939324922178298,0.4121350155643405,0.07909511042346631,0.03323154289946494,3020800
pickles_cropped_1,0.4803310084586695,1.039337983082661,0.4560390917323529,0.19835120911090165,76302900
pickles_cropped_2,0.5529137733026545,0.8941724533946912,0.38607565496723095,0.14364035584401125,45891200
pickles_cropped_3,0.5308832272334886,0.9382335455330227,0.3954241627074638,0.15553766149039322,82914400
pickles_cropped_4,0.5556206603540137,0.8887586792919724,0.36743520935290486,0.14021660883006803,76445700
pickles_cropped_5,0.515225385027908,0.9695492299441837,0.4057021458666532,0.16984252284450488,73456100
