car_query (6960400),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.8128784610549247,0.37424307789015043,0.16504693423376895,0.027288336239010426,6648300
airplane_2,0.8362681106509418,0.32746377869811655,0.1039060958142441,0.01858712686996506,2147500
airplane_3,0.7889037821516348,0.4221924356967303,0.1939826063284088,0.03564802094775919,1983800
airplane_4,0.8117979367938432,0.3764041264123138,0.15486072982326085,0.026712513178039878,1007800
airplane_5,0.7127736257664777,0.5744527484670445,0.2805218744831657,0.06292631116213204,1731700
ball_1,0.8270489941718369,0.3459020116563264,0.05729747080216648,0.026665153761379082,3108500
ball_2,0.46753434856175974,1.0649313028764804,0.48812802032627145,0.21573907425463718,1007000
ball_3,0.7666069234870084,0.46678615302598336,0.10225822517077741,0.04074117789056053,2622200
ball_4,0.8286950930626059,0.3426098138747885,0.0652266978998798,0.024660981028356135,0
ball_5,0.5976728708403836,0.804654258319233,0.3353928178071567,0.1153301549999461,0
car_1,0.8879357021996616,0.2241285956006768,0.06517162041294423,0.009167663043006383,6991500
car_2,0.960372250423012,0.07925549915397631,0.01109479994117492,0.002105674078215301,1234500
car_3,0.9046700507614214,0.1906598984771574,0.039361917426829436,0.007445121277604493,2016600
car_4,0.8904399323181049,0.21912013536379019,0.04004940675971968,0.009706415851677586,1986100
car_5,0.8669881556683587,0.2660236886632825,0.05062115985611164,0.012725039988752651,1720300
cat_1,0.8289193217410087,0.3421613565179826,0.06807324339692343,0.02508011173745699,2005500
cat_2,0.797706278589489,0.4045874428210226,0.07674347456717412,0.03430959958658049,2104000
cat_3,0.8328314354964101,0.33433712900717977,0.060556533628982896,0.02458489213037149,3979100
cat_4,0.8341567668606762,0.3316864662786474,0.0709551502358135,0.027199491774909275,0
cat_5,0.7826942658394436,0.434611468321113,0.08033535574459114,0.04038082881224339,0
dolphin_1,0.8487805915548876,0.3024388168902249,0.049733882168020285,0.020739658521099352,6291100
dolphin_2,0.784557212351946,0.4308855752961083,0.08057955108803086,0.0342940163608219,0
dolphin_3,0.6623132223821669,0.6753735552356659,0.2744427281281216,0.08130703555030606,0
dolphin_4,0.6996343864869597,0.6007312270260807,0.1469114732018488,0.07172110918966934,0
dolphin_5,0.8104678184208041,0.37906436315839154,0.1637730473856236,0.03061427066179965,7790800
face_1,0.818853120796492,0.36229375840701616,0.06915934199529537,0.02862014583951388,3015700
face_2,0.8382257967443298,0.32354840651134054,0.06305313890505136,0.023039377803365062,2617500
face_3,0.7559791530188469,0.4880416939623062,0.09413916615335008,0.04760219103988469,290600
face_4,0.844642326516549,0.3107153469669024,0.056639347753227064,0.0209505619394552,0
face_5,0.7923935962514642,0.41521280749707146,0.0778617552877272,0.03497454118384713,7766700
lotus_1,0.7790561478952852,0.44188770420942963,0.08302552123699923,0.04413689638154675,1998100
lotus_2,0.7763880831520427,0.4472238336959149,0.11842579537145469,0.03515130611954121,2000100
lotus_3,0.48687872735846444,1.0262425452830712,0.5134130857399639,0.1875374588392498,1980900
lotus_4,0.7894410176552671,0.4211179646894655,0.07976301297225276,0.04170232495969661,2106100
lotus_5,0.7796350587612372,0.4407298824775257,0.08462505606129597,0.03883934075077646,3014500
pickles_1,0.25866892890327375,1.4826621421934525,0.7409433631835214,0.4915042547799567,119646700
pickles_2,0.24129098984771574,1.5174180203045684,0.7557094128207846,0.5336158108517612,166826400
pickles_3,0.3319046383559023,1.3361907232881953,0.6742434035118252,0.3953491949540054,111228300
pickles_4,0.3100061311358025,1.3799877377283951,0.6876026907257308,0.4150713730209711,136972700
pickles_5,0.30351834736727035,1.3929633052654595,0.6988825973470694,0.42523116331580463,77415500
