ball_cropped_query (8026000),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.8293549153522031,0.34129016929559397,0.06735454660502896,0.024520238844139983,975200
airplane_cropped_2,0.7624384812880769,0.47512303742384615,0.10712785718041913,0.048290645660282294,2025200
airplane_cropped_3,0.8068443329592009,0.3863113340815981,0.07212641389819137,0.030901705057217666,738700
airplane_cropped_4,0.7946024923455313,0.4107950153089372,0.0871642952133064,0.03403353896418809,1028600
airplane_cropped_5,0.7792921091486448,0.44141578170271034,0.08195980049733174,0.036813106422091325,998900
ball_cropped_1,0.7463361736388834,0.5073276527222333,0.1030769401865276,0.05261770758580589,999900
ball_cropped_2,0.6343114166065994,0.7313771667868012,0.21261627913775147,0.08272644428818779,1999500
ball_cropped_3,0.8513896169342076,0.29722076613158505,0.06109581172142282,0.022215945224381663,1666300
ball_cropped_4,0.8393371941473842,0.32132561170523144,0.06247419355157136,0.020927027787073553,0
ball_cropped_5,0.7633821305539755,0.47323573889204895,0.17772271050086222,0.04020769030797684,0
car_cropped_1,0.8237589680828735,0.3524820638342529,0.06174275007119853,0.027784404875491366,0
car_cropped_2,0.7265391304886655,0.5469217390226688,0.09073497475509729,0.05920883514194686,0
car_cropped_3,0.751637190711193,0.496725618577614,0.08720277012358636,0.04689360210698017,0
car_cropped_4,0.7738167262346969,0.45236654753060634,0.0784150487742673,0.0442420580918745,0
car_cropped_5,0.7329408942242941,0.5341182115514117,0.08766988527746195,0.058235498993013425,0
cat_cropped_1,0.7968422472514319,0.40631550549713646,0.09365797833682138,0.03114716220832463,8144000
cat_cropped_2,0.8327148604419232,0.33457027911615345,0.08469003825756875,0.022179253545875785,1998400
cat_cropped_3,0.7784019869362002,0.4431960261275998,0.09847053509941602,0.03468486953384025,1999900
cat_cropped_4,0.8727569559653516,0.2544860880692965,0.047771388290651924,0.013427095333102091,1884200
cat_cropped_5,0.726490283310188,0.5470194333796241,0.1140343374918917,0.05434089824317816,2041400
dolphin_cropped_1,0.7434988446422888,0.5130023107154222,0.09752223486565446,0.05211775250859533,998800
dolphin_cropped_2,0.7859280569394149,0.42814388612117005,0.07974742400710695,0.04426797477096951,0
dolphin_cropped_3,0.8174369537972582,0.3651260924054833,0.09649942318768194,0.02247971917797865,1000600
dolphin_cropped_4,0.81611867518543,0.36776264962914007,0.07875458569894232,0.02645169118273899,1000000
dolphin_cropped_5,0.8764385393464227,0.2471229213071544,0.06233464477045776,0.013205989588821968,1711500
face_cropped_1,0.8622437178921464,0.2755125642157074,0.07463072558170841,0.016232522230516945,0
face_cropped_2,0.8456605966679582,0.30867880666408365,0.07753816911456317,0.018839864108597976,0
face_cropped_3,0.8344854664345557,0.3310290671308887,0.0784361900443463,0.021115510788566914,0
face_cropped_4,0.8748027691777007,0.2503944616445984,0.06202707014843824,0.012375850372215667,8231600
face_cropped_5,0.8175704566397657,0.36485908672046885,0.09099183451634053,0.02666948951614938,1999600
lotus_cropped_1,0.8649322276114404,0.2701355447771191,0.052530979104111995,0.0156895664170119,1000400
lotus_cropped_2,0.8771266344086608,0.2457467311826783,0.061721540822491594,0.011640896398066147,999500
lotus_cropped_3,0.7672908698324673,0.4654182603350655,0.16974756548637102,0.036907505618299606,1917100
lotus_cropped_4,0.8299988290718778,0.34000234185624434,0.06985101730038583,0.021327225171405687,0
lotus_cropped_5,0.8122803033564366,0.3754393932871267,0.062383394053976846,0.0281671667044222,3020800
pickles_cropped_1,0.5683128839160225,0.8633742321679548,0.38262361968098285,0.127065857326115,76302900
pickles_cropped_2,0.6392494471016623,0.7215011057966756,0.3131916857595187,0.08897604054722169,45891200
pickles_cropped_3,0.6179760262512077,0.7640479474975844,0.32236014951439523,0.09707156582587503,82914400
pickles_cropped_4,0.6371243802912319,0.7257512394175362,0.29464223140877804,0.08781013302219504,76445700
pickles_cropped_5,0.6047206491502611,0.7905587016994776,0.3323628246273824,0.10506131740787059,73456100
