lotus_query (6960400),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.7444528922293188,0.5110942155413627,0.23550459875129215,0.04180860187944517,6648300
airplane_2,0.681925048597973,0.6361499028040543,0.3049492920986832,0.06826239728009535,2147500
airplane_3,0.7583442703958098,0.4833114592083807,0.208440599152519,0.03974055201398921,1983800
airplane_4,0.7322421875795027,0.5355156248409947,0.24798721987391423,0.048636288225383316,1007800
airplane_5,0.8240530216929387,0.3518939566141227,0.12266111965540154,0.024095358338968212,1731700
ball_1,0.5869280602636535,0.8261438794726932,0.391480349685969,0.12432410529504373,3108500
ball_2,0.7734443188951666,0.45311136220966725,0.11237963308456524,0.054470893995533946,1007000
ball_3,0.6580410184970205,0.6839179630059593,0.33297245585568047,0.07770434704614264,2622200
ball_4,0.6285398618957941,0.7429202762084117,0.3651929536158806,0.0938217579492172,0
ball_5,0.823686717624903,0.35262656475019394,0.08183349457965887,0.030013620775214574,0
car_1,0.6485259686254266,0.7029480627491469,0.3431145232309616,0.08740412097749987,6991500
car_2,0.5991778370472339,0.8016443259055321,0.39635319427016924,0.11374227208676832,1234500
car_3,0.583136941122487,0.833726117755026,0.41265049219031624,0.12381786963655601,2016600
car_4,0.5804130889902205,0.8391738220195589,0.40466545222791034,0.12735996463491941,1986100
car_5,0.5719184949381972,0.8561630101236055,0.41158746812878266,0.1347982829897667,1720300
cat_1,0.5820427936050006,0.8359144127899988,0.42432016254658583,0.1302005171253454,2005500
cat_2,0.5592121758931067,0.8815756482137871,0.4253863024788122,0.14162668352596613,2104000
cat_3,0.5950634702499109,0.8098730595001782,0.4036876653759327,0.11662934297834719,3979100
cat_4,0.6121599077114207,0.7756801845771586,0.3748812199027058,0.10750594099285893,0
cat_5,0.5763397363465159,0.847320527306968,0.42088892024104096,0.1360908530892839,0
dolphin_1,0.5499135814159012,0.9001728371681975,0.40045628297654534,0.14074867980331862,6291100
dolphin_2,0.6120596751412429,0.7758806497175141,0.3705392658914164,0.10860173369397912,0
dolphin_3,0.8229117688394185,0.3541764623211626,0.12999372072097395,0.027755469838463845,0
dolphin_4,0.6510626826417301,0.6978746347165401,0.2838091009253111,0.07811805932148233,0
dolphin_5,0.751888654494314,0.4962226910113722,0.23782088302375512,0.04064068385466254,7790800
face_1,0.5954088607684136,0.809182278463173,0.40086183285005755,0.11741226645409839,3015700
face_2,0.6059100545955777,0.7881798908088447,0.3986100753806252,0.11072616484146312,2617500
face_3,0.6250038702789269,0.7499922594421461,0.36847591401809965,0.09685447175299358,290600
face_4,0.6107242713832439,0.7785514572335123,0.39195995183858606,0.10645491042963606,0
face_5,0.5863992880942034,0.8272014238115933,0.4112086691545215,0.12580126540287132,7766700
lotus_1,0.6038805911232823,0.7922388177534355,0.3954170122383919,0.12134386706788218,1998100
lotus_2,0.7034692148045659,0.5930615703908683,0.29405738540597715,0.05690311851438057,2000100
lotus_3,0.8723307400203761,0.25533851995924783,0.11751214926887481,0.01173993077022662,1980900
lotus_4,0.5855338420329977,0.8289323159340041,0.39656824144786096,0.12330182131849049,2106100
lotus_5,0.6463097351935124,0.7073805296129752,0.34990419110087434,0.08638405286783407,3014500
pickles_1,0.6385388506019606,0.7229222987960788,0.34679389631873997,0.1283035372709533,119646700
pickles_2,0.6236111709039548,0.7527776581920904,0.36143194067841317,0.14493935342227043,166826400
pickles_3,0.6671871773006094,0.6656256453987812,0.28378643444561874,0.10016286664139239,111228300
pickles_4,0.6636558960192106,0.672688207961579,0.29540700766454464,0.10379479247357343,136972700
pickles_5,0.6612948409126697,0.6774103181746609,0.3061702333400897,0.10578616881518764,77415500
