strawberry_query (6960400),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.7860743458926609,0.42785130821467826,0.103262733159542,0.0389338008702614,6648300
airplane_2,0.7242953296333885,0.5514093407332231,0.1696060323708683,0.057906503790687895,2147500
airplane_3,0.7684246113471402,0.4631507773057195,0.09379764837148237,0.052608935554374174,1983800
airplane_4,0.7580914648183652,0.4838170703632695,0.12002185896848891,0.05056487415044691,1007800
airplane_5,0.78689769740263,0.4262046051947399,0.07407453197156998,0.04753192765860885,1731700
ball_1,0.6905530135301352,0.6188939729397294,0.2489627240879629,0.07434480970269777,3108500
ball_2,0.6520272789394562,0.6959454421210878,0.24715264387459154,0.08662235404788074,1007000
ball_3,0.7856669025594366,0.42866619488112695,0.1869607643868535,0.03245097316544951,2622200
ball_4,0.7505749350826842,0.4988501298346317,0.2197868554046472,0.04567646824262687,0
ball_5,0.8130665894894242,0.3738668210211514,0.09389699022864423,0.02972296536437452,0
car_1,0.6674948957611404,0.6650102084777194,0.21126396563407243,0.08256651674558774,6991500
car_2,0.6356024250597836,0.7287951498804328,0.25892707660529474,0.09462287853255967,1234500
car_3,0.6456554966564894,0.7086890066870212,0.2739000761284512,0.09570941469785212,2016600
car_4,0.6498213672492055,0.700357265501589,0.26227712323183566,0.08850206085869193,1986100
car_5,0.617301278088923,0.765397443822154,0.2719517434430936,0.10664294980329869,1720300
cat_1,0.6479042160634373,0.7041915678731254,0.28465172448719417,0.09684553554186379,2005500
cat_2,0.6893400960625576,0.6213198078748848,0.27840365967465736,0.0758034640127829,2104000
cat_3,0.6900439923318151,0.6199120153363696,0.25940646251040705,0.06951958276218873,3979100
cat_4,0.7174950252120322,0.5650099495759355,0.22879422059407697,0.055953514307997096,0
cat_5,0.6335731037310373,0.7328537925379253,0.27852744635735177,0.09375315567905035,0
dolphin_1,0.5771576408501515,0.8456847182996969,0.26661030046231043,0.13486366254380347,6291100
dolphin_2,0.6518566266912669,0.6962867466174663,0.23495321802236493,0.08894149091615376,0
dolphin_3,0.8354004271385997,0.3291991457228005,0.05091743520382658,0.028145508905904094,0
dolphin_4,0.7820065105823473,0.4359869788353057,0.13932172226127232,0.03449071840145407,0
dolphin_5,0.8002805800590195,0.39943883988196105,0.0997457402284059,0.030686135101667383,7790800
face_1,0.7422514462331519,0.5154971075336963,0.25291940947141645,0.05494578992500059,3015700
face_2,0.7186687485771889,0.5626625028456222,0.25319947699427964,0.0619799347432805,2617500
face_3,0.7483038043379233,0.5033923913241535,0.22230636496249256,0.045961935385173354,290600
face_4,0.7320844138958343,0.5358311722083313,0.2460062254537066,0.05511006338458406,0
face_5,0.72184208984947,0.5563158203010603,0.2634138633679194,0.06266047145503956,7766700
lotus_1,0.730984063552426,0.5380318728951482,0.2482994602801176,0.05801062421742444,1998100
lotus_2,0.8107793006501494,0.37844139869970134,0.1493447336078147,0.024167063915010053,2000100
lotus_3,0.72228222733047,0.5554355453390598,0.2658769698924282,0.05103359069970408,1980900
lotus_4,0.75134174250109,0.49731651499781926,0.24727579427869187,0.04994593245223584,2106100
lotus_5,0.7059668566073416,0.5880662867853168,0.20863707618634308,0.05550376439728572,3014500
pickles_1,0.4835496223034316,1.0329007553931369,0.4954245308496977,0.24159801214752652,119646700
pickles_2,0.471524278597786,1.056951442804428,0.5098631524900282,0.2612171761540517,166826400
pickles_3,0.5034432119956588,0.9931135760086824,0.43244710678553283,0.2027839224019192,111228300
pickles_4,0.5069347746880543,0.9861304506238916,0.4440600621886095,0.20429127217976292,136972700
pickles_5,0.5035300247531127,0.9929399504937747,0.4548632622187114,0.20615636972292206,77415500
