index,SI,BR
0,95.63335534619293,99.97106481481481
1,95.34492930100669,99.97569444444444
2,95.58756550152297,99.96913580246914
3,95.07941044556458,99.96257716049382
4,95.41452041858693,99.92592592592592
5,95.14707421132852,99.87345679012346
6,95.27103169370834,99.72260802469137
7,95.28522158914879,99.66358024691358
8,95.1037796650939,99.52546296296296
9,94.94806087524792,99.35146604938272
10,95.07211557435188,99.33603395061729
11,94.67624910662465,99.33989197530865
12,94.95283476923892,99.22916666666667
13,94.71514278592679,99.19020061728395
14,95.75936703430503,99.11496913580247
15,94.91591768096131,99.0300925925926
16,95.0465867189528,99.05748456790123
17,94.84552562783976,99.02893518518519
18,95.15561825782551,98.97993827160494
19,95.07483675580514,98.97916666666666
20,95.01947336055832,99.13387345679013
21,94.68598314498198,99.17592592592592
22,95.07732827263156,99.03433641975309
23,94.7240194290288,98.89737654320989
24,95.11631571611933,98.98688271604938
25,94.69811275455555,98.97878086419753
26,94.97898515017546,98.90586419753087
27,94.96144895603678,98.90856481481481
28,94.73894390844715,98.90817901234567
29,95.06007711511864,98.91628086419753
30,94.85674907667575,99.02083333333334
31,95.16278310439561,99.05362654320987
32,94.7998438084087,99.0324074074074
33,94.98027905477473,99.09529320987654
34,95.03459486442932,99.07600308641975
35,95.09366924434408,99.13503086419753
36,96.36923473304262,99.19328703703704
37,95.056613919013,99.2349537037037
38,95.72550402943347,99.1087962962963
39,95.32223830325512,99.03317901234568
40,95.13788911297281,99.0806327160494
41,94.75203410497338,99.0300925925926
42,94.7398964889735,99.01234567901234
43,94.95182447599461,99.03703703703704
44,94.93400681909438,99.00925925925927
45,94.86695032727145,98.96412037037037
46,94.98165742013155,98.78858024691358
47,94.94701038259234,98.59375
48,95.38390065626963,98.58989197530865
49,94.64134410349699,98.64351851851852
50,94.35022681786803,98.60369008714596
51,94.06074521312561,98.65534222948439
52,93.98242248048373,98.63035584604212
53,95.15850612259146,98.51373002904865
54,94.28574858124963,98.33939270152506
55,94.31392647680138,98.37322984749454
56,94.27281465345783,98.27682461873638
57,93.83656248381025,98.32244008714596
58,94.07053490970281,98.3261165577342
59,93.99464916070878,98.31540486564995
60,93.86083833316347,98.28056917211329
61,94.04176636657427,98.30103939724037
62,93.63989061090807,98.31588144517066
63,94.06666674590542,98.40323166303558
64,93.65160105283817,98.42361111111111
65,94.94537499047888,98.44616920842411
66,94.08239631800998,98.526279956427
67,93.98245840664612,98.54852033405955
68,94.36838245889587,98.54547930283223
69,94.24946120407847,98.49042302106028
70,93.85877658260738,98.451366194626
71,94.27745379754347,98.53374636891795
72,93.62568898746824,98.47594408133624
73,93.81853253685559,98.5183369644154
74,93.92531984392124,98.49357752360204
75,94.36564973778533,98.57200889615105
76,94.00889798115621,98.52446441539578
77,95.02519913514998,98.55024509803921
78,94.12337903859161,98.61946259985476
79,94.49681845249343,98.69147149600582
80,94.55092321445056,98.67585784313727
81,94.26198267419316,98.63305646332607
82,94.23981459470576,98.70801561365286
83,94.1259184219827,98.67837690631809
84,94.2514357622676,98.55989015976762
85,95.2389668675189,98.6118146332607
86,94.42654483299133,98.5930464778504
87,94.43116835560133,98.63523511256355
88,94.73249110450116,98.72106481481482
89,94.52936103509283,98.7276688453159
90,93.9590806637652,98.74403140885984
91,94.53355779723977,98.70803830791576
92,94.65368202299791,98.7044299201162
93,94.85245944020846,98.83163126361656
94,94.72477700713942,98.86440177923022
95,95.71704215201339,98.91203703703704
96,95.64905569875978,98.97984749455337
97,95.4450348457416,99.0404184822077
98,95.57753525543205,99.04976851851852
99,95.1499570731685,98.95254629629629
100,95.33680502254644,98.95717592592592
101,95.4850382218916,99.02777777777779
102,95.84681432937329,98.95100308641975
103,95.32557803091015,98.88503086419753
104,95.42588142928038,98.94598765432099
105,95.37731685273505,98.82523148148148
106,95.55956090411847,98.69984567901234
107,95.84290914683304,98.58294753086419
108,95.44845246097147,98.63117283950618
109,94.51960965264699,98.6628086419753
110,94.36930359998892,98.67168209876543
111,94.73439942568581,98.68055555555556
112,94.2250813167271,98.61304012345678
113,94.56928839786927,98.64660493827161
114,93.99889820788908,98.57716049382717
115,94.47916343109762,98.49189814814815
116,94.08738814167951,98.47453703703704
117,94.26498531669851,98.51234567901234
118,94.73461356171894,98.52121913580247
119,94.71900790724,98.50617283950618
120,94.51232110382844,98.37191358024691
121,94.45437419077865,98.39004629629629
122,94.60571809619964,98.43364197530863
123,95.11663403177883,98.41358024691358
124,94.48468611028366,98.40933641975309
125,93.88694709106538,98.56172839506173
126,94.84882482176573,98.6766975308642
127,95.79058886917174,98.82523148148148
128,94.89676487136035,98.96489197530865
129,93.85557119761103,99.06635802469135
130,95.05914856774432,98.99228395061729
131,95.57750881464648,98.99768518518518
132,95.34230617293824,98.9567901234568
133,94.5334369217327,98.91126543209876
134,95.83636565071603,98.72993827160494
135,96.01919478294894,98.6238425925926
136,95.00787611700936,98.52507716049382
137,95.3419160475815,98.53395061728395
138,95.09805074843248,98.52623456790124
139,95.01581580166369,98.50848765432099
140,95.2607504117863,98.51581790123457
141,95.1105681626705,98.55362654320987
142,95.0416060100608,98.62229938271605
143,94.54078494958196,98.65856481481482
144,94.87553066475844,98.76311728395062
145,94.49780613910936,98.81481481481481
146,94.70154667015677,98.83834876543209
147,94.98941043955735,98.98533950617285
148,95.74442445182265,99.10918209876543
149,95.073922368348,99.11188271604938
150,95.24177560623488,99.16435185185185
151,95.56556431667742,99.21489197530863
152,94.6341473954935,99.21026234567901
153,94.75908488502202,99.29166666666667
154,95.48116885979292,99.33680555555556
155,95.22662250155639,99.40239197530865
156,95.67666665382451,99.42476851851852
157,96.17650589358813,99.44020061728395
158,96.18469747550486,99.44791666666667
159,95.67905481850282,99.36381172839506
160,95.59228825176672,99.30362654320987
161,95.70647386968983,99.18402777777777
162,95.29246284944321,98.9417438271605
163,94.55868889321425,98.82407407407408
164,94.45896003443866,98.5270061728395
165,95.07580295106133,98.27777777777777
166,94.70255853366244,98.10262345679013
167,93.59053452000555,97.87268518518518
168,94.63098108777844,97.8942901234568
169,94.65949185959481,97.83333333333333
170,94.71843763735427,97.90239197530865
171,94.49207925483032,97.8815586419753
172,94.44975475579054,97.8395061728395
173,94.35746854117005,97.74498456790124
174,94.8692783132266,97.77854938271605
175,95.08145700179294,97.77391975308643
176,94.64141646496753,97.88425925925925
177,94.99359610971891,97.91435185185186
178,94.27277573511141,97.93016975308642
179,94.521457520468,97.92206790123457
180,93.60122794010192,97.87847222222223
181,94.17864823686635,97.87577160493828
182,93.81165840633342,97.91435185185186
183,94.49615325273083,97.89313271604938
184,93.86978029130164,98.17361111111111
185,94.13531441338253,98.00887345679013
186,94.6886615579364,98.0582561728395
187,94.69564744139696,98.15625
188,94.34594117100488,98.02237654320987
189,94.53860160515464,97.9170524691358
190,94.79733036186985,97.84104938271605
191,93.45811053561135,97.70640432098764
192,94.48817898890931,97.77276234567901
193,94.70227850225734,97.75694444444444
194,93.60687188231054,97.79706790123457
195,93.87612150573851,97.75192901234568
196,93.57583616560912,97.57368827160494
197,93.4236921874409,97.56057098765432
198,93.69115842849716,97.54706790123457
199,92.52026504693197,97.51273148148148
200,93.27192034938605,97.61149691358024
201,94.08653091060543,97.74537037037037
202,94.41866283127844,97.9386574074074
203,94.65376650616085,98.1195987654321
204,94.63460655831803,98.55748456790123
205,94.69578577399534,98.7542438271605
206,94.91711628441341,99.10570987654322
207,94.4153942768626,99.34529320987654
208,95.28088631696934,99.50848765432099
209,94.66442598154019,99.49189814814815
210,94.93762237844942,99.4440586419753
211,95.08662869742479,99.34452160493828
212,94.83001450059018,99.31828703703704
213,94.9115684410651,99.28125
214,94.81668433113471,99.37037037037038
215,95.0001351399817,99.32600308641976
216,95.77230583117003,99.3371913580247
217,94.84515904346821,99.37268518518519
218,94.88894853859593,99.3792438271605
219,94.77668957019597,99.39390432098766
220,94.93387857288049,99.39313271604938
221,94.93213580058033,99.37114197530865
222,95.42992934814104,99.42052469135803
223,96.16194909386856,99.45987654320987
224,95.22151663092708,99.5258487654321
225,96.30282435736147,99.5054012345679
226,95.1798578616177,99.47067901234567
227,95.54889911524168,99.34876543209876
228,95.54050869136664,99.3329475308642
229,95.34571076090046,99.3125
230,95.3418826091138,99.30748456790124
231,95.53602679235476,99.30439814814814
232,95.60292512450035,99.2758487654321
233,95.1928965393724,99.29745370370371
234,96.10142810200779,99.32368827160494
235,95.14698329083596,99.31751543209877
236,95.13653867955944,99.37577160493827
237,95.26131766947866,99.44097222222223
238,96.09798255127046,99.44097222222223
239,95.32301948876083,99.45100308641976
240,95.95630674716782,99.44753086419753
241,95.39462847803674,99.44328703703704
242,94.57505713181583,99.38850308641976
243,95.71410574395304,99.33989197530865
244,94.98815658975373,99.34953703703704
245,95.97946841397291,99.29205246913581
246,95.19965566581972,99.31828703703704
247,95.2206719486533,99.30401234567901
248,95.24960166405657,99.2878086419753
249,95.9148905398826,99.2866512345679
250,95.87918587234768,99.30015432098766
251,94.79655763564207,99.26851851851852
252,94.97710942397052,99.34297839506173
253,95.02344446659488,99.38850308641976
254,95.93962715656849,99.40046296296296
255,94.99616011929967,99.46682098765433
256,95.20506536070926,99.44367283950616
257,94.79411837517321,99.40393518518519
258,94.74585752910544,99.22608024691358
259,94.52152251992348,99.13850308641975
260,94.7135318193428,99.05246913580247
261,94.83896349358405,99.01581790123457
262,94.75501202432265,98.9440586419753
263,94.36309021354879,98.94521604938271
264,94.66323701676883,98.93171296296296
265,94.79712264580945,98.9320987654321
266,94.90141578076515,98.92631172839506
267,94.50860270268076,98.88387345679013
268,94.89544981129954,98.88194444444444
269,94.44959949058178,98.91666666666666
270,93.78346846637149,98.96527777777779
271,95.03252589759234,98.95601851851852
272,93.99750686271527,98.98996913580247
273,93.80637740901088,98.91512345679013
274,94.50671608328864,98.8684413580247
