strawberry_cropped_query (2995100),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.7886681553099697,0.4226636893800604,0.21951166821302098,0.035370281203612956,0
airplane_cropped_2,0.7785694793058047,0.44286104138839055,0.23016830356237072,0.04001015146752577,0
airplane_cropped_3,0.7618655799762927,0.4762688400474147,0.23599402886493928,0.046026458171808546,0
airplane_cropped_4,0.7673739266092959,0.4652521467814081,0.23253705927590948,0.04257457616720843,0
airplane_cropped_5,0.7596312019241196,0.4807375961517607,0.23914652504270506,0.04553576145039746,0
ball_cropped_1,0.6420543349537661,0.7158913300924679,0.34032648969228474,0.10654435729208925,6780000
ball_cropped_2,0.7571822984052341,0.48563540318953197,0.2043515464243269,0.0643730570827545,1082200
ball_cropped_3,0.804932949689983,0.3901341006200341,0.17822187309005946,0.027890874962231544,2003600
ball_cropped_4,0.8123342747284971,0.3753314505430059,0.19730903714530687,0.0266691947829822,1007300
ball_cropped_5,0.8137002453214294,0.37259950935714115,0.1288504608836247,0.02832903393705914,995800
car_cropped_1,0.7494502412980675,0.5010995174038653,0.24701495318053474,0.04943879762472772,0
car_cropped_2,0.7587434272216881,0.48251314555662383,0.2383466367783055,0.04543407702274519,1009200
car_cropped_3,0.7403264993220017,0.5193470013559968,0.2517431244654164,0.052249948588065774,801000
car_cropped_4,0.7511436868007187,0.49771262639856273,0.24933510692276906,0.05042363031324184,0
car_cropped_5,0.7342294781112797,0.5315410437774405,0.2521303225657269,0.054713342829238225,1103600
cat_cropped_1,0.794413584168733,0.41117283166253416,0.2173716458890162,0.035411680745831925,1010200
cat_cropped_2,0.8049383015714299,0.39012339685714026,0.20244395325893053,0.02827769736877023,1997400
cat_cropped_3,0.8065069644038076,0.38698607119238476,0.2022184583864126,0.028807869232213686,1003500
cat_cropped_4,0.8193579334883683,0.3612841330232634,0.18794777779330615,0.02326187428987718,1515200
cat_cropped_5,0.7363752092012962,0.5272495815974076,0.249972646790198,0.05341334836897708,0
dolphin_cropped_1,0.7775790645177673,0.4448418709644653,0.2289490181200579,0.04015825273953513,0
dolphin_cropped_2,0.789404668717683,0.42119066256463406,0.19660260575474392,0.03321028585119135,0
dolphin_cropped_3,0.8314558549576175,0.3370882900847648,0.1256357600075567,0.016555328837785464,0
dolphin_cropped_4,0.7992007927481073,0.40159841450378525,0.20431229378122653,0.033573621015356304,0
dolphin_cropped_5,0.8408450270987248,0.3183099458025504,0.13620453751391384,0.016436667686060977,0
face_cropped_1,0.7855783711082625,0.4288432577834751,0.22590215958702237,0.03880994734867722,8320100
face_cropped_2,0.7664289105910992,0.4671421788178016,0.23410242099571726,0.04349690071485435,1010300
face_cropped_3,0.7652687117460557,0.46946257650788853,0.23348319470972345,0.044053251277053736,1002000
face_cropped_4,0.7865822395170333,0.4268355209659335,0.2163814646857662,0.03512030781585016,2000100
face_cropped_5,0.7618576755578793,0.4762846488842414,0.2404737348303107,0.04673798022088378,1687300
lotus_cropped_1,0.7980744726703466,0.4038510546593067,0.2110141965339615,0.03144536871504702,643700
lotus_cropped_2,0.7853084927414529,0.42938301451709415,0.2225155503547574,0.0374466834314973,0
lotus_cropped_3,0.8597208841125334,0.28055823177493316,0.08451087746496867,0.014245759526476384,0
lotus_cropped_4,0.7837235213355911,0.4325529573288177,0.22361117826952484,0.03784665231792917,0
lotus_cropped_5,0.7640473477429999,0.47190530451400015,0.21104456169599314,0.037859250997827526,0
pickles_cropped_1,0.7929316945050682,0.4141366109898637,0.19078961485262558,0.03180629641692216,68939000
pickles_cropped_2,0.8417986824100289,0.31640263517994227,0.13700984437413408,0.02010385216275335,42044100
pickles_cropped_3,0.8261902443798289,0.3476195112403422,0.14308335544520268,0.023550401940658067,83926700
pickles_cropped_4,0.8503677060658369,0.29926458786832644,0.11991911908806444,0.016254756789262734,68733000
pickles_cropped_5,0.818182569952203,0.3636348600955941,0.14615732522503763,0.025819084782360478,72122200
