lotus_cropped_query (2995100),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.6912564174821708,0.6174871650356584,0.2672379215950019,0.06624770937316199,0
airplane_cropped_2,0.6994716707672313,0.6010566584655376,0.2721344672154351,0.06583846886135368,0
airplane_cropped_3,0.6436035398139276,0.7127929203721448,0.2815673958696639,0.07876169080464951,0
airplane_cropped_4,0.668908582085536,0.6621828358289279,0.2768385319778815,0.07238542502345559,0
airplane_cropped_5,0.6573040366272094,0.6853919267455814,0.28386400066872525,0.0764262924938585,0
ball_cropped_1,0.5742675891660463,0.8514648216679076,0.3680746924566353,0.13165712306089516,6780000
ball_cropped_2,0.7524718182172346,0.49505636356553073,0.20224266483519218,0.06191492696918048,1082200
ball_cropped_3,0.7490557237684432,0.5018885524631136,0.21052593071722203,0.039577354002069395,2003600
ball_cropped_4,0.6976038087854828,0.6047923824290344,0.2518646194163801,0.058177630267499295,1007300
ball_cropped_5,0.7764787856165235,0.4470424287669529,0.14712369386279678,0.03455926680544831,995800
car_cropped_1,0.6862362919368798,0.6275274161262403,0.285471923295523,0.07389128739733716,0
car_cropped_2,0.6983182185799768,0.6033635628400466,0.2762856012406717,0.06832095690141973,1009200
car_cropped_3,0.6844226623496424,0.6311546753007155,0.2885079905989647,0.07537729498815836,801000
car_cropped_4,0.6936359630007307,0.6127280739985388,0.28638078819511253,0.07266551417479694,0
car_cropped_5,0.6807034804349246,0.6385930391301508,0.2883960694777138,0.07772786992009408,1103600
cat_cropped_1,0.7251621251710838,0.5496757496578325,0.25449182950783183,0.05075614039738437,1010200
cat_cropped_2,0.716826812284153,0.566346375431694,0.2501506854482227,0.052987968998840805,1997400
cat_cropped_3,0.7325325738750725,0.5349348522498549,0.24353301398959348,0.04799922094796056,1003500
cat_cropped_4,0.716956227850137,0.5660875442997261,0.24299043009297625,0.05548028901547962,1515200
cat_cropped_5,0.7205324739467103,0.5589350521065795,0.27298196455906965,0.05711431277836629,0
dolphin_cropped_1,0.7127135452333258,0.5745729095333486,0.26784456492563724,0.06116777809446701,0
dolphin_cropped_2,0.7253164473286543,0.5493671053426914,0.23028105672477928,0.048269270563375044,0
dolphin_cropped_3,0.8120578964000773,0.3758842071998454,0.15444106329307852,0.023925720168399743,0
dolphin_cropped_4,0.6949861156855426,0.6100277686289148,0.25553952747707487,0.06217980518847358,0
dolphin_cropped_5,0.7739871535167959,0.45202569296640827,0.17318704887466013,0.030576763931200342,0
face_cropped_1,0.7226690812803285,0.554661837439343,0.2613371910663075,0.05323055757928427,8320100
face_cropped_2,0.7285825878346357,0.5428348243307288,0.2636562924641663,0.05256050742385132,1010300
face_cropped_3,0.7255491671697443,0.5489016656605115,0.2633996911552499,0.053867969895170384,1002000
face_cropped_4,0.7376643444986607,0.5246713110026788,0.2525758048825698,0.04940381877927605,2000100
face_cropped_5,0.7116197718223389,0.5767604563553224,0.27155231457902507,0.05859832752454879,1687300
lotus_cropped_1,0.7380682644203452,0.5238634711593095,0.2522604603178255,0.049731981531550055,643700
lotus_cropped_2,0.7360544281565062,0.5278911436869875,0.2568105094453829,0.04941464297100126,0
lotus_cropped_3,0.8962729579086556,0.20745408418268896,0.08121590463493887,0.007631817077828223,0
lotus_cropped_4,0.7343480278435077,0.5313039443129848,0.2601238905924014,0.05254396514790062,0
lotus_cropped_5,0.758984724060312,0.48203055187937605,0.233427585500781,0.0400605596017152,0
pickles_cropped_1,0.7891267214826008,0.4217465570347985,0.1638459661319928,0.029595866608992914,68939000
pickles_cropped_2,0.8340401036469218,0.33191979270615657,0.11441489817671832,0.020673018079684666,42044100
pickles_cropped_3,0.819806767609956,0.36038646478008807,0.12318476422325916,0.025705056019052007,83926700
pickles_cropped_4,0.8379678874747993,0.3240642250504012,0.10551966037022234,0.0214904577918713,68733000
pickles_cropped_5,0.8117445253328278,0.37651094933434437,0.12514618825780766,0.02692441479054287,72122200
