ball_cropped_query (2995100),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.8832488225067072,0.23350235498658567,0.09414811441929057,0.010743699873078234,0
airplane_cropped_2,0.8263558532943367,0.3472882934113265,0.11817727357343137,0.019465459866689485,0
airplane_cropped_3,0.8628355685858372,0.2743288628283256,0.11001147567815313,0.013717484621258066,0
airplane_cropped_4,0.8563050980724836,0.2873898038550329,0.11217842151150222,0.014877016309513299,0
airplane_cropped_5,0.854365572843149,0.29126885431370214,0.11362655575859817,0.015119028173263256,0
ball_cropped_1,0.7182992005013118,0.5634015989973766,0.2579342553672721,0.06842011785510221,6780000
ball_cropped_2,0.6997301976820088,0.6005396046359824,0.24425389617122237,0.07274247025070045,1082200
ball_cropped_3,0.8596085521900869,0.2807828956198261,0.09643270189706649,0.015542637232727039,2003600
ball_cropped_4,0.9105324677913732,0.17893506441725363,0.06916558202112612,0.005887813592351363,1007300
ball_cropped_5,0.807397711316467,0.3852045773670659,0.13677308612376016,0.02452316090994601,995800
car_cropped_1,0.8380253211199309,0.32394935776013845,0.1261974877373397,0.018861515693352766,0
car_cropped_2,0.8070164710517288,0.38596705789654256,0.1284431121003928,0.02252858443587502,1009200
car_cropped_3,0.8266016095345813,0.34679678093083754,0.1348683457391391,0.022600221435880367,801000
car_cropped_4,0.8283720190832545,0.3432559618334912,0.1313074233588829,0.02149708499875701,0
car_cropped_5,0.7863845257094404,0.4272309485811192,0.1458170123508516,0.02948920447468682,1103600
cat_cropped_1,0.8744900513801184,0.2510198972397631,0.09872715204621786,0.012380126117015028,1010200
cat_cropped_2,0.9015742275810703,0.19685154483785938,0.07575734980808953,0.006959144292946674,1997400
cat_cropped_3,0.8708877917345368,0.25822441653092626,0.08894928818243386,0.011026340607602162,1003500
cat_cropped_4,0.9057435313941893,0.18851293721162157,0.0689722328058917,0.007464671723763248,1515200
cat_cropped_5,0.8013758851064916,0.39724822978701657,0.14705269110289312,0.028656800714018018,0
dolphin_cropped_1,0.8182196908480088,0.3635606183039825,0.11888075767692827,0.020129308139240427,0
dolphin_cropped_2,0.8444549413242498,0.3110901173515005,0.11721890292502742,0.02118222355643942,0
dolphin_cropped_3,0.8713468067688619,0.2573063864622761,0.09433939888889133,0.013800837892669811,0
dolphin_cropped_4,0.8519143025241438,0.2961713949517127,0.11269351707956439,0.020967425567743486,0
dolphin_cropped_5,0.926204466695115,0.14759106660977003,0.06502385091647665,0.006000176022689282,0
face_cropped_1,0.8402278715901099,0.3195442568197798,0.11120941943270804,0.01619339234470219,8320100
face_cropped_2,0.814575171839798,0.37084965632040406,0.12523637142594415,0.02144574180924576,1010300
face_cropped_3,0.8260048737145733,0.34799025257085336,0.12281010066282902,0.020297584565968908,1002000
face_cropped_4,0.8365486223553221,0.32690275528935586,0.10460174336173732,0.015622202813321296,2000100
face_cropped_5,0.8134859980944354,0.37302800381112905,0.13153095501594378,0.022750736163592435,1687300
lotus_cropped_1,0.8832436629924261,0.23351267401514803,0.08800111285938261,0.00973653192724818,643700
lotus_cropped_2,0.8557695490161438,0.28846090196771246,0.10644347406588206,0.015231759235572472,0
lotus_cropped_3,0.8098560131717916,0.38028797365641703,0.13798859790243564,0.023162555831545837,0
lotus_cropped_4,0.8392039798007508,0.3215920403984983,0.11046307471988862,0.01740571163542256,0
lotus_cropped_5,0.8324913085393519,0.3350173829212961,0.11493451209348844,0.019569871440444975,0
pickles_cropped_1,0.6890712913004249,0.6218574173991505,0.32271791493187224,0.07056149169952378,68939000
pickles_cropped_2,0.7484346881455402,0.5031306237089195,0.2652363937223331,0.04910753538380208,42044100
pickles_cropped_3,0.7342842065489135,0.5314315869021731,0.2690648920390799,0.05344327129778512,83926700
pickles_cropped_4,0.7549414798502658,0.49011704029946834,0.24692728347363208,0.044096145145725976,68733000
pickles_cropped_5,0.730123336875912,0.539753326248176,0.27121827511800245,0.056426115411765676,72122200
