face_query (4187000),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.8264533755181906,0.3470932489636188,0.1678450925828275,0.024904176787828816,0
airplane_2,0.8748640045787275,0.25027199084254526,0.1083915526074402,0.012672762983337707,7688300
airplane_3,0.8272728803527678,0.3454542392944643,0.15495261946556624,0.02307717836889383,1020400
airplane_4,0.8500761079576329,0.2998477840847344,0.1428640143162057,0.018090853148821463,1987600
airplane_5,0.7575061492464912,0.4849877015070177,0.23588213384206025,0.0434128069592624,1007600
ball_1,0.9112182723385676,0.17756345532286488,0.06384431686340765,0.007156375456069281,1993800
ball_2,0.462777501246874,1.0744449975062522,0.48536779543475317,0.19908471835944075,1123000
ball_3,0.8908247417378995,0.21835051652420095,0.07419598371080148,0.007551065460315006,2001400
ball_4,0.9253829931719231,0.14923401365615385,0.04692413943342939,0.003536930866368584,1983900
ball_5,0.6984432034694679,0.6031135930610643,0.27156990120470287,0.06492760835287019,1565200
car_1,0.9049143098458475,0.19017138030830502,0.06486573209227817,0.006917574646208324,0
car_2,0.9374534090980042,0.12509318180399154,0.04169135941581754,0.0032326779007430272,0
car_3,0.909073606696249,0.18185278660750218,0.059552050936846776,0.006353425460267206,0
car_4,0.9288017722750898,0.1423964554498205,0.041542949926410694,0.004008861730625799,6940400
car_5,0.9317703581874635,0.13645928362507306,0.040076758235648824,0.003222157181406762,1137400
cat_1,0.9200768168002211,0.1598463663995579,0.04860337507786015,0.004927406738358334,1998800
cat_2,0.9304262107111713,0.1391475785776573,0.04673073361049517,0.003424016808508282,1988600
cat_3,0.9354786420100074,0.12904271597998535,0.05509113969370496,0.003975438590339345,1915400
cat_4,0.8897644091964141,0.220471181607172,0.07200407805584116,0.00813324147231915,1584600
cat_5,0.9207445099386058,0.15851098012278825,0.062068404444005174,0.006417232757603733,1999600
dolphin_1,0.9152543219765796,0.16949135604684062,0.04788493202864442,0.005316477106815988,1008400
dolphin_2,0.851780247120653,0.29643950575869393,0.102306039001727,0.017418875346514685,998700
dolphin_3,0.7168575454702018,0.5662849090595965,0.29166818454624305,0.06195512332277966,1217900
dolphin_4,0.7398923167747128,0.5202153664505744,0.2172231050055226,0.04841505049607954,0
dolphin_5,0.823647749871401,0.35270450025719813,0.17578244857301137,0.024856759404808998,0
face_1,0.9691037658491453,0.06179246830170926,0.02254777333694813,0.0008216858874694878,6969600
face_2,0.9305678365349088,0.13886432693018208,0.05135587280344109,0.00443249979040348,2136500
face_3,0.9187116975700218,0.16257660485995618,0.0504212643294361,0.004574486987047964,2003400
face_4,0.9433870445127212,0.11322591097455771,0.03810453587709653,0.0022588160223211305,2845900
face_5,0.9334818031496998,0.13303639370060036,0.04699291941502917,0.004000010729533314,2287700
lotus_1,0.904156288503281,0.19168742299343822,0.057851950017757475,0.006522544685679145,1001500
lotus_2,0.895245643040846,0.209508713918308,0.08999233042015607,0.008739904539914635,1988500
lotus_3,0.5258829606765304,0.9482340786469394,0.4918845112248214,0.15103476621014994,1597600
lotus_4,0.9165983417013246,0.16680331659735081,0.05870974884003261,0.00473533888512721,0
lotus_5,0.9064932630773431,0.18701347384531358,0.057314904113004946,0.005838832374705978,0
pickles_1,0.3686117010107011,1.2627765979785979,0.6578990979268015,0.34462030181906994,125090100
pickles_2,0.3632081232448363,1.2735837535103274,0.6640191475343433,0.3691004468718148,160927200
pickles_3,0.3946633451367637,1.2106733097264728,0.6167585354626145,0.2939786367807029,109849300
pickles_4,0.4018872120341971,1.1962255759316058,0.6223641218832081,0.2942535570175735,153048100
pickles_5,0.4030983141303778,1.1938033717392444,0.6109926073255588,0.29781524935015224,69724000
