pickles_cropped_querry (2995100),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.6982987118759767,0.6034025762480468,0.3115208503883871,0.0717436088814975,0
airplane_cropped_2,0.6863703329175144,0.6272593341649713,0.3215061820779176,0.0789596696209099,0
airplane_cropped_3,0.6741006944353483,0.6517986111293035,0.3206661919408782,0.07810453440315797,0
airplane_cropped_4,0.6764755740415267,0.6470488519169466,0.3203549907944322,0.07815896230593901,0
airplane_cropped_5,0.6716856386202783,0.6566287227594435,0.32783562137864625,0.08189364614782207,0
ball_cropped_1,0.576766853865081,0.8464662922698383,0.40720003514530717,0.14168356956425046,6780000
ball_cropped_2,0.7603645533680062,0.4792708932639876,0.21723018769309713,0.06205623507213587,1082200
ball_cropped_3,0.7385183534929007,0.5229632930141983,0.25604831872447803,0.0465634744418361,2003600
ball_cropped_4,0.7085294660237506,0.5829410679524991,0.29733501069987267,0.06718755605789897,1007300
ball_cropped_5,0.7987180117970765,0.40256397640584696,0.17573669637848055,0.03277007485086885,995800
car_cropped_1,0.6780770405029528,0.6438459189940945,0.33106644641353733,0.08230230343709528,0
car_cropped_2,0.6794691696874802,0.6410616606250397,0.3253136265551364,0.08098474744997312,1009200
car_cropped_3,0.6722813216145617,0.655437356770877,0.3357405508935151,0.08644940801044919,801000
car_cropped_4,0.6604826595888608,0.6790346808222786,0.3369766323810671,0.08876959410548589,0
car_cropped_5,0.64467120366768,0.7106575926646399,0.3373736121999666,0.09205636343982143,1103600
cat_cropped_1,0.6851279757153665,0.6297440485692669,0.3091686543437741,0.07210487878704713,1010200
cat_cropped_2,0.6972137087457984,0.6055725825084034,0.3000574915969724,0.06732424386478804,1997400
cat_cropped_3,0.7055291752783919,0.5889416494432163,0.2960887527848809,0.06541881854862958,1003500
cat_cropped_4,0.7152620031859319,0.5694759936281361,0.2881364918940809,0.0627573948380487,1515200
cat_cropped_5,0.6671707116851111,0.6656585766297779,0.3307105218282024,0.08458697439692914,0
dolphin_cropped_1,0.6815759998048312,0.6368480003903376,0.319315292934026,0.07681236629061455,0
dolphin_cropped_2,0.7354835861227116,0.5290328277545768,0.2764900448736321,0.05735906246893802,0
dolphin_cropped_3,0.8154928231595828,0.36901435368083435,0.1940384027253858,0.02470288739717785,0
dolphin_cropped_4,0.6701143422921915,0.6597713154156172,0.3035383433715407,0.07779639952081735,0
dolphin_cropped_5,0.7841128485521793,0.4317743028956412,0.21294421853251555,0.02990171669311089,0
face_cropped_1,0.6785523230395485,0.642895353920903,0.31563356731272557,0.07433558163642498,8320100
face_cropped_2,0.6718782860508781,0.6562434278982436,0.32081329608229936,0.0775471251940342,1010300
face_cropped_3,0.6722793196987038,0.6554413606025923,0.31897423787859175,0.07668363829192074,1002000
face_cropped_4,0.6879570210335314,0.6240859579329376,0.3066611499432135,0.0689539856452109,2000100
face_cropped_5,0.6678558833183081,0.6642882333633837,0.32633296577755777,0.08143788071937602,1687300
lotus_cropped_1,0.704088127049627,0.5918237459007463,0.30517238051142376,0.06744091010141379,643700
lotus_cropped_2,0.6910086045311314,0.6179827909377373,0.3125284614330274,0.07139915295521398,0
lotus_cropped_3,0.8539903427584526,0.29201931448309476,0.1293386255107974,0.01388903245825416,0
lotus_cropped_4,0.6832638013515383,0.6334723972969234,0.31605580955598317,0.07500901213385469,0
lotus_cropped_5,0.714430540808189,0.5711389183836219,0.2874489629103601,0.05738699571148492,0
pickles_cropped_1,0.9126963024918848,0.17460739501623043,0.08838469987858537,0.004971996897900313,68939000
pickles_cropped_2,0.9594512330763693,0.08109753384726152,0.032419245163380135,0.0011173974041882287,42044100
pickles_cropped_3,0.9530210041746345,0.09395799165073088,0.03607430977944372,0.0017753667806555246,83926700
pickles_cropped_4,0.9629491987433325,0.07410160251333497,0.021934712287239436,0.0014773983019118605,68733000
pickles_cropped_5,0.9493749005935175,0.10125019881296518,0.037441526629164446,0.0020687704221274586,72122200
