ball_query (4187000),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.8850352314269647,0.2299295371460704,0.09014483972742082,0.00966451576200535,0
airplane_2,0.9148290116798914,0.17034197664021683,0.06887654020602232,0.007475458328568872,7688300
airplane_3,0.885800533211315,0.22839893357736976,0.09325238284311982,0.010860616231901987,1020400
airplane_4,0.9108442568998429,0.17831148620031428,0.08483591416140905,0.0086752683769464,1987600
airplane_5,0.8439658441773923,0.3120683116452156,0.15183034650648525,0.01919329238799216,1007600
ball_1,0.8447015614918054,0.31059687701638916,0.1322858763642734,0.019547815083318248,1993800
ball_2,0.5424572460962704,0.915085507807459,0.3987733769306256,0.13674219947983915,1123000
ball_3,0.8595567832879895,0.28088643342402114,0.10224957626856214,0.01534964621139859,2001400
ball_4,0.8695779068266873,0.2608441863466254,0.09726620742502362,0.011210592435768753,1983900
ball_5,0.7605182300562501,0.47896353988749973,0.19437785139897465,0.038365970626536634,1565200
car_1,0.8409291521486643,0.31814169570267137,0.12361853084949288,0.019034731153510814,0
car_2,0.8355653619625392,0.3288692760749218,0.13141822716312268,0.019625886711420445,0
car_3,0.7989498104553199,0.40210037908936014,0.15265729456863042,0.02922337226570098,0
car_4,0.8582120306337218,0.2835759387325563,0.1158810097545439,0.014447206949303758,6940400
car_5,0.81652758862614,0.36694482274771983,0.14151039520320832,0.023188593846912454,1137400
cat_1,0.8059276447475721,0.38814471050485577,0.13678177603450195,0.024452250346187636,1998800
cat_2,0.8894413163577589,0.22111736728448217,0.08875398411914273,0.008272942792775802,1988600
cat_3,0.8777228447960155,0.24455431040796893,0.08380925802305461,0.009538348763506732,1915400
cat_4,0.9015801667365964,0.19683966652680734,0.0713097352871584,0.006974621924157401,1584600
cat_5,0.792587740353594,0.41482451929281194,0.16474448421210822,0.034259409741914645,1999600
dolphin_1,0.8193768451650998,0.3612463096698006,0.11754654160301162,0.01918408965824682,1008400
dolphin_2,0.8445113966318234,0.31097720673635304,0.11633332662551688,0.021710007350777747,998700
dolphin_3,0.7713075158470135,0.4573849683059731,0.20726635827093295,0.034028552210746923,1217900
dolphin_4,0.8387902499098883,0.3224195001802235,0.11998294846748388,0.02063760144973872,0
dolphin_5,0.8985304043107873,0.20293919137842514,0.0995748741490239,0.009484377933888462,0
face_1,0.848992651752106,0.30201469649578805,0.1099365246061543,0.013887954519537034,6969600
face_2,0.7915957566321068,0.41680848673578647,0.15083702881805547,0.028830033926671883,2136500
face_3,0.8166078568413755,0.3667842863172488,0.1291876149297767,0.02215227290771204,2003400
face_4,0.842085395228605,0.3158292095427902,0.10357377441675136,0.01411716353117887,2845900
face_5,0.8159019029750737,0.3681961940498526,0.1354453174241783,0.022455276241811067,2287700
lotus_1,0.8561166816284507,0.28776663674309855,0.09964230558952775,0.013899011614535921,1001500
lotus_2,0.9000568276090923,0.19988634478181516,0.07569609941079132,0.008680153761102169,1988500
lotus_3,0.625115049218408,0.7497699015631843,0.3992463358156503,0.0956437003522192,1597600
lotus_4,0.9016705766943838,0.19665884661123217,0.07625568638907639,0.006355966021250873,0
lotus_5,0.8257930977268957,0.34841380454620874,0.13066741389779696,0.023227626929253144,0
pickles_1,0.4670234279622533,1.0659531440754932,0.562447080614721,0.24592428323859192,125090100
pickles_2,0.4628732836817654,1.074253432636469,0.5682335024573557,0.26396358112148566,160927200
pickles_3,0.494256712588015,1.01148657482397,0.5213341967592522,0.20351989506367574,109849300
pickles_4,0.4922770985883076,1.0154458028233848,0.5272800116333297,0.204951049406415,153048100
pickles_5,0.5014294547582339,0.997141090483532,0.5163226864377256,0.20969244965991277,69724000
