pickles_querry (8859600),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.1402209694922803,0.236074326470815,0.06383929512566838,2.5087786071203926,0
airplane_2,0.14385152968148693,0.25776370540851556,0.06423967242254913,2.4316796539985894,0
airplane_3,0.17389608467053602,0.23081989468458192,0.05684779946621462,2.378955366094178,7933100
airplane_4,0.17029566948255662,0.23965567946618638,0.05728643640109422,2.3869751561389787,1995500
airplane_5,0.18342154089967083,0.20063017152575316,0.049414997511160866,2.4923856940989637,2006800
ball_1,0.13794566097682534,0.3075054444444444,0.08077634339215561,2.260481156394198,2136300
ball_2,0.18253648606326342,0.19937983333333337,0.06373575232344422,2.4799577594696403,0
ball_3,0.1460529598051157,0.21507000228310502,0.06033953235709873,2.529768839764013,0
ball_4,0.12163543904588772,0.25271751851851854,0.07375579177618338,2.5138307486927127,8665100
ball_5,0.18825786143823603,0.17931636928104577,0.04345913562067055,2.508140682055315,3009300
car_1,0.1512051565018458,0.2762254720812183,0.06238932651481215,2.288893988665426,1923800
car_2,0.1432341757717195,0.2768377098138748,0.0639222972788537,2.3410586244554628,2111700
car_3,0.16001486222949168,0.2320979771573604,0.06138158605094098,2.441553699858237,2996000
car_4,0.13622335952295644,0.28971897461928936,0.0753442469885751,2.3632326499194223,1712800
car_5,0.12587373793423837,0.2944852639593909,0.07228378135776345,2.383422869584627,2432700
cat_1,0.1825949863669245,0.21102586170212764,0.05179262714943674,2.4137058351899934,1267200
cat_2,0.11469427675509833,0.26568225792141953,0.07507223345773838,2.508809721237327,5349500
cat_3,0.12656417437622652,0.24921467867867866,0.06645034161956047,2.4987856932773305,1989200
cat_4,0.12162555927426459,0.27413261867364747,0.08457605787476764,2.4877803148114945,2774700
cat_5,0.1395816633266533,0.23571764814814813,0.05033946527616573,2.438642010222424,2376800
dolphin_1,0.10884868602843817,0.3022688938547486,0.08093096208749674,2.4534020876225044,2009100
dolphin_2,0.11933198789101916,0.3007025,0.07097850464039174,2.3568011623638343,1993800
dolphin_3,0.15521231862537124,0.1839780762852405,0.04065672436129925,2.6538514684320904,460100
dolphin_4,0.09470244231851437,0.2561658103448276,0.08650841903273779,2.680165535958269,0
dolphin_5,0.15088470644221044,0.2171327889842632,0.05222540119323213,2.525089392657199,6992000
face_1,0.133230196838601,0.22528386315143054,0.06713961444839013,2.5803463209979878,3285900
face_2,0.14943551345854333,0.2060125503888759,0.0581096050843418,2.57855584180285,2001700
face_3,0.16213953134324932,0.1801676551892878,0.0514013072872197,2.6638096285861743,3439100
face_4,0.1360819183712746,0.21271136572787352,0.06952716815974748,2.636766189616065,3004800
face_5,0.13727745609065156,0.20554612148962148,0.06704540959976862,2.6553984009617793,3167900
lotus_1,0.11595354620723244,0.23285694687045122,0.0822022874381881,2.6612183361348274,3110100
lotus_2,0.16872345774213449,0.1953300850340136,0.058714139257022464,2.5503827324259443,3240700
lotus_3,0.31623560861286065,0.08348541530054646,0.025645901457662164,2.9256128081936827,0
lotus_4,0.11255538427605137,0.25915856507304114,0.07786475449872281,2.5681501461797644,0
lotus_5,0.16977019523202197,0.20186236394557827,0.0483195700815777,2.470377589231025,7853000
pickles_1,0.8817308156253638,0.006962688555188899,0.0019292518208297122,2.9568221448308933,144511600
pickles_2,0.8992118889959942,0.008000583333333332,0.0036995687276807445,2.9921391338996957,190572100
pickles_3,0.5492733842660995,0.04040400415406715,0.018745859779187905,2.72873728471123,130257500
pickles_4,0.6600438426971937,0.02534592070397161,0.007976627280464284,2.8174453472260934,187563600
pickles_5,0.602225044671937,0.032804750311420286,0.01221193479842945,2.780061587970852,85347500
