cat_cropped_query (6409900),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.6759755305875786,0.1408488834210302,0.029120926110779304,1.2408337774977716,0
airplane_cropped_2,0.6428928630111829,0.16541243618691748,0.038563000389648,1.278214857388077,5587500
airplane_cropped_3,0.5757616177875406,0.2027631884163054,0.04738374605644275,1.2036239035317098,1102400
airplane_cropped_4,0.5799608455473378,0.19883074980167392,0.04619671752649779,1.1938524018658687,1016800
airplane_cropped_5,0.600947007267507,0.18257226857676118,0.0373666759557313,1.1875649897773097,1976100
ball_cropped_1,0.3891502145517766,0.3760967468763175,0.10263557633053971,1.1653191879987772,1002900
ball_cropped_2,0.39788713710627627,0.33581329906873714,0.09554260475202202,1.397453286338577,1491800
ball_cropped_3,0.8322106638808433,0.0963178098381261,0.018592604987601968,1.3943780499946186,2175700
ball_cropped_4,0.7489314934239765,0.11413514242693647,0.02665110144969896,1.3091298491328176,2001600
ball_cropped_5,0.6735970235521487,0.17299672307455538,0.03777256862399687,1.4300540292720525,2925900
car_cropped_1,0.5941496018937936,0.1935536126055521,0.04473856040978041,1.2447100934689952,441000
car_cropped_2,0.5808188305177011,0.2046724499765069,0.03991857548728489,1.2754653174671664,0
car_cropped_3,0.5111562514975967,0.25414672409446315,0.05929524030182636,1.2783219477441465,0
car_cropped_4,0.6453823459316151,0.16399237934968597,0.03470116093607141,1.2694422027434906,0
car_cropped_5,0.6152871026362038,0.18189766696034887,0.04522865450990284,1.2640817862189786,0
cat_cropped_1,0.8071399973140372,0.08443138623927805,0.0152384172876955,1.3086298670409833,0
cat_cropped_2,0.8681339973966983,0.05529997605953446,0.007825636672195383,1.3140597572433967,6782200
cat_cropped_3,0.8227700285308378,0.08200372485666761,0.01632907464026576,1.3253563508197181,2090600
cat_cropped_4,0.8016467135749807,0.08225605415218216,0.01686196067787731,1.2908511789447243,2000900
cat_cropped_5,0.7538009590645834,0.1298673449997115,0.03345352339375303,1.3820872710109555,2598100
dolphin_cropped_1,0.6866853152761695,0.141233856167862,0.028219993282881266,1.2793515149163528,1031000
dolphin_cropped_2,0.6447144373101997,0.16263651546944574,0.04015630090476342,1.2557461831089098,999800
dolphin_cropped_3,0.7502144440138522,0.13736679226800536,0.03521687885834936,1.415382155140426,1000000
dolphin_cropped_4,0.6611500940392856,0.1521997043435266,0.035515203382747024,1.2575878362434134,999900
dolphin_cropped_5,0.8077363928526713,0.09948368956607724,0.02233981666155205,1.3617316613436155,1997100
face_cropped_1,0.9175952101139323,0.060510217726410694,0.011859356286280445,1.3958191186605031,750800
face_cropped_2,0.9360059609568637,0.06664395332806003,0.016044893777814286,1.432713637086024,0
face_cropped_3,0.9357360590428199,0.07534529782687499,0.019447981520519544,1.453628174978657,0
face_cropped_4,0.9391577486178511,0.06400232566250269,0.009644026369669873,1.4293097585384908,7396300
face_cropped_5,0.9326628481474419,0.06904553942597974,0.016979164291043215,1.4339283478809646,0
lotus_cropped_1,0.8650421441467728,0.07401602471659409,0.01337907287762711,1.3710320519215629,0
lotus_cropped_2,0.911747790855499,0.06101053746354105,0.007969611905349956,1.3928686488725295,0
lotus_cropped_3,0.9084380114828751,0.12122493282149732,0.03431789049870699,1.5862014706574952,6655100
lotus_cropped_4,0.914742173888012,0.07541170531178155,0.009677265997514952,1.4430602026185197,1136300
lotus_cropped_5,0.839979597507298,0.10371937706250253,0.026971074953957078,1.4242561380958387,2994100
pickles_cropped_1,0.8653454291625237,0.16758432766258013,0.05084991348796795,1.7639431054516788,93645300
pickles_cropped_2,0.8568391911387164,0.14650032726805226,0.04487802054657849,1.6509293226856354,56156700
pickles_cropped_3,0.7826541451172077,0.16666411996018055,0.05076156360167716,1.6563929804674071,102842400
pickles_cropped_4,0.8220712474097108,0.15219025910707837,0.04450257612510261,1.6236555756442141,90296400
pickles_cropped_5,0.7820784586629572,0.16929903825713116,0.05138554597906232,1.6737926285469256,98234900
