pickles_cropped_querry (6409900),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.4669909855784472,0.1964914751991476,0.05577383968723627,1.4552227346360165,0
airplane_cropped_2,0.469962017305381,0.1940830667527465,0.05251048105715206,1.4798587502156837,5587500
airplane_cropped_3,0.4154511048583043,0.24039864337386463,0.058259721613545194,1.3920128558384663,1102400
airplane_cropped_4,0.40681318639542097,0.24793693550185503,0.055943922550987436,1.393962999280235,1016800
airplane_cropped_5,0.41483889740125673,0.24114417482644002,0.05639706309229744,1.3864124632917785,1976100
ball_cropped_1,0.30566657940307107,0.37269475007361735,0.10098535912308618,1.3393067432400465,1002900
ball_cropped_2,0.3676273357459972,0.2686141685601695,0.08467066081295865,1.5734979527562263,1491800
ball_cropped_3,0.5671418376485017,0.1400605498396308,0.03562737910141803,1.6383170464460743,2175700
ball_cropped_4,0.4742407679349896,0.18901966444117949,0.0673115881271661,1.5667584836051003,2001600
ball_cropped_5,0.570415662508025,0.1373287345149235,0.03332232338888336,1.6325711235239595,2925900
car_cropped_1,0.45427482984153184,0.20717683249335073,0.047367404529167954,1.4171288525357706,441000
car_cropped_2,0.4528748321212326,0.20741738987778532,0.048193743104952676,1.4399594584362647,0
car_cropped_3,0.42307221792755034,0.23171108720274308,0.05765630515187424,1.4233737743897377,0
car_cropped_4,0.46028382517203875,0.2005888219222527,0.04808280931402181,1.4761522332470214,0
car_cropped_5,0.4347228606877579,0.21933539727661733,0.05083718614988485,1.4836617674406192,0
cat_cropped_1,0.49712108327822047,0.17532992431344474,0.04305043970472138,1.56861591331122,0
cat_cropped_2,0.5040155759407762,0.17139938543541577,0.04881247907159511,1.5973717657662296,6782200
cat_cropped_3,0.5030018865636849,0.17198092628444828,0.036948567391230626,1.5933233061578882,2090600
cat_cropped_4,0.5002304330162204,0.1735224786049326,0.05762639619297447,1.5469637829604372,2000900
cat_cropped_5,0.5105636226628659,0.1681371037823121,0.029854394312614406,1.646609783108648,2598100
dolphin_cropped_1,0.47146598015951263,0.19220520662322396,0.04738543951325489,1.4980620476247386,1031000
dolphin_cropped_2,0.44123486328112604,0.21423899480446656,0.045789053742627074,1.4948434672680182,999800
dolphin_cropped_3,0.6212546429596317,0.11298861263331554,0.020688407932358946,1.6192707649768485,1000000
dolphin_cropped_4,0.39687138411067563,0.24428916693401775,0.07106965579446366,1.535819775381611,999900
dolphin_cropped_5,0.5934783238248174,0.12412235149925352,0.02706438353315863,1.5797780227757676,1997100
face_cropped_1,0.5957657286419519,0.1273235731306161,0.036084521686227514,1.649186143551583,750800
face_cropped_2,0.6165558817022176,0.12128525488837467,0.03264985548229353,1.6928992296491145,0
face_cropped_3,0.6313488388660475,0.11722435118308028,0.029754531548129584,1.7183339409545952,0
face_cropped_4,0.6036127389349187,0.12681221588500977,0.040439186284358504,1.696675665679519,7396300
face_cropped_5,0.6153771210109382,0.12205476208018351,0.032231615894327055,1.6978944176266848,0
lotus_cropped_1,0.5523581298909771,0.146616513233804,0.05435549150260415,1.6286011427916167,0
lotus_cropped_2,0.5773142152942015,0.1358141005831099,0.0453514965132848,1.6561387086300583,0
lotus_cropped_3,0.7740692100816008,0.07881823871220174,0.0182269052985168,1.8071794574519164,6655100
lotus_cropped_4,0.5753198931980451,0.13967188409025483,0.04384198698767437,1.7210280655043668,1136300
lotus_cropped_5,0.6046499593694133,0.1247654333858513,0.026014516425015066,1.6670995074634825,2994100
pickles_cropped_1,0.9054443146852273,0.06825439643664881,0.014989864154104625,1.927591374460613,93645300
pickles_cropped_2,0.9439756314334857,0.02925325657919804,0.0056599444940158014,1.790712600179446,56156700
pickles_cropped_3,0.9158630334326344,0.03256270567650745,0.007912295890485121,1.7716317940872952,102842400
pickles_cropped_4,0.9127634723763516,0.0322044804748856,0.0058448834856962865,1.767635096987373,90296400
pickles_cropped_5,0.8832499735911152,0.04694252981472907,0.009057653957472918,1.7924970866589298,98234900
