car_query (8859600),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.9239622695539991,0.10341820185816,0.01971936360536813,1.2602963225668984,0
airplane_2,0.8859395975246483,0.09761981603609182,0.021252088677015578,1.203906830180489,0
airplane_3,0.8752582196780856,0.11463416580176858,0.023557709868713205,1.2284973891961133,7933100
airplane_4,0.8980874626752843,0.09367283445226789,0.018224592136995267,1.2041843932804073,1995500
airplane_5,0.9551375389260625,0.105924583031182,0.019437076944047848,1.2983210329713528,2006800
ball_1,0.7364557152030857,0.15492821959014852,0.03342443250679664,1.1230326130843389,2136300
ball_2,0.5974585904127209,0.2775194585448393,0.06654579647335467,1.4958179287938702,0
ball_3,0.8509466603189129,0.15916481236817095,0.02886779330693772,1.3463247054609402,0
ball_4,0.834489188205946,0.14371039669110736,0.03180537442927862,1.2634133263168383,8665100
ball_5,0.813121083351246,0.19293692976344512,0.036892308582564044,1.4294457974509698,3009300
car_1,0.8703790360318204,0.08255499153976312,0.02141223614752396,1.1394679718521983,1923800
car_2,0.9305717619603264,0.048900169204737734,0.00755453203923969,1.1419610083469005,2111700
car_3,0.9523779567186714,0.08027072758037226,0.01572985341311757,1.2344129952177958,2996000
car_4,0.8643087475047345,0.08275803722504231,0.020117119804366455,1.1312962380644844,1712800
car_5,0.8562432251071079,0.09006768189509307,0.02029176838497764,1.1396432952505169,2432700
cat_1,0.8865250190168198,0.12656449580588255,0.02365495502356622,1.2842355455949235,1267200
cat_2,0.8089591939002011,0.15003995290575362,0.03266934875444639,1.24639250304635,5349500
cat_3,0.837026379715924,0.14311451044953583,0.030109749754570456,1.2718421341538215,1989200
cat_4,0.8019112356178209,0.14414976834011037,0.03815683609908113,1.2110433481631984,2774700
cat_5,0.812616385780989,0.16184779093814627,0.03146481712816035,1.3075160660884322,2376800
dolphin_1,0.8061706204430219,0.125539422813336,0.026295980899817946,1.1553191891850447,2009100
dolphin_2,0.6970814743862273,0.19341582064297802,0.036580792113598354,1.196395478317578,1993800
dolphin_3,0.8350087976413277,0.19267309813032973,0.037214808728963274,1.4537558746082517,460100
dolphin_4,0.6594419957208437,0.24220476690588716,0.05072383908001847,1.3973928153609907,0
dolphin_5,0.9543388771009556,0.10508333151783185,0.02204166338437246,1.2964767826473813,6992000
face_1,0.8658014308959929,0.14800984028816094,0.029557672254246957,1.3191478081649242,3285900
face_2,0.9452555172540773,0.12446171659929162,0.024940193783782524,1.3409583248086496,2001700
face_3,0.9353217511630058,0.15488369404224542,0.030701012547868452,1.4314428659929443,3439100
face_4,0.8669435014718189,0.15875816827484843,0.033404450044965034,1.3631258262008827,3004800
face_5,0.8680694841891833,0.16497809015575512,0.0333179128409759,1.3893369292127467,3167900
lotus_1,0.7966100542596516,0.18178352137964665,0.04127452062001534,1.3461633112570501,3110100
lotus_2,0.9178164446963553,0.1393269795227736,0.027532295199532816,1.3604441768132607,3240700
lotus_3,0.9815996353683751,0.2337881750852958,0.048099443287576774,1.7996768503439624,0
lotus_4,0.7723389316365421,0.1760443842228379,0.038819127954700015,1.2856336299611137,0
lotus_5,0.8826297135338723,0.14674367208812458,0.028270078704008553,1.3448335666498743,7853000
pickles_1,0.8981623974166704,0.2795573966948871,0.06332498749128453,2.291903159235573,144511600
pickles_2,0.8352031521128898,0.2890208092216582,0.06459850109768164,2.403920801368515,190572100
pickles_3,0.7443606136886092,0.27996030873229677,0.06350078018167404,1.995449863049069,130257500
pickles_4,0.8446777258975612,0.2722308770132922,0.06112265327216085,2.0640405070712986,187563600
pickles_5,0.7923880762158003,0.27670424093334783,0.06286305665524534,2.083844390696156,85347500
