airplane_cropped_query (6409900),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.8747622461708003,0.1390193048035783,0.02899993914192817,1.0160441636422026,0
airplane_cropped_2,0.9020212175376815,0.12489556342032765,0.025222761337174403,1.023523159079402,5587500
airplane_cropped_3,0.8721483355267049,0.10447588687879131,0.019625407105693507,0.9415811581345676,1102400
airplane_cropped_4,0.8843378758981015,0.09188465209092486,0.01576051293687365,0.9347213890253974,1016800
airplane_cropped_5,0.8688019275809923,0.10598149287117106,0.01998722697054354,0.9410523526723088,1976100
ball_cropped_1,0.593438913557338,0.30253079911301395,0.07911351759712537,0.8953690742619861,1002900
ball_cropped_2,0.6303408911488382,0.30473357734903517,0.07570131171327987,1.1223226575141734,1491800
ball_cropped_3,0.8656590022767133,0.21524400585973696,0.04588447167797605,1.2345042060649247,2175700
ball_cropped_4,0.7207536814377101,0.26660140073166216,0.060368604395547996,1.1737030182996564,2001600
ball_cropped_5,0.7908148666336884,0.2481819924132999,0.0486284085895073,1.2322270397159991,2925900
car_cropped_1,0.9146154533818658,0.09431639163994593,0.01491775942860476,0.9843411763376617,441000
car_cropped_2,0.8667061823050086,0.13554746127203793,0.025461964104173406,1.0057658823597948,0
car_cropped_3,0.8799534123643832,0.11151149988971105,0.0196231071161887,0.9739126845288765,0
car_cropped_4,0.8871591406445345,0.13572609760418786,0.028807756291449254,1.0327853783596663,0
car_cropped_5,0.8186528498415093,0.17526496513120135,0.03715954514936768,1.0350703746390255,0
cat_cropped_1,0.8518317117325785,0.19417592567224065,0.040951679772493345,1.1392691963571535,0
cat_cropped_2,0.8011717473036668,0.22866549961930338,0.04994796157069408,1.1788829990808238,6782200
cat_cropped_3,0.8640339500585561,0.1945848486493671,0.04225998211268763,1.160550969801602,2090600
cat_cropped_4,0.8166900110553105,0.2089286103153561,0.0487301527515643,1.1232229819416935,2000900
cat_cropped_5,0.8275745920621252,0.22696000569643746,0.04656545386958741,1.216495318373491,2598100
dolphin_cropped_1,0.905318134483174,0.13480350362506524,0.02525736784157661,1.04791723613576,1031000
dolphin_cropped_2,0.7903023087974543,0.19776919137409152,0.036844879682227834,1.0525063663006256,999800
dolphin_cropped_3,0.8877058832718286,0.20423554500309699,0.04235455661751398,1.2066340148717283,1000000
dolphin_cropped_4,0.6704518510163521,0.28149396590147424,0.0601627573415382,1.1134930203482303,999900
dolphin_cropped_5,0.9301530852457781,0.17027492111455267,0.03857565867673904,1.1616160879592625,1997100
face_cropped_1,0.8841761911070124,0.21234483769431772,0.04608666979588731,1.2391991907218607,750800
face_cropped_2,0.9134801994857584,0.2124307046400938,0.04790529349640548,1.2790396085331999,0
face_cropped_3,0.9141682109294985,0.22027691430304414,0.04937705811386024,1.3074296483906747,0
face_cropped_4,0.8837339093232771,0.2247266377454466,0.05046316791473371,1.2915607623962317,7396300
face_cropped_5,0.8977058342082157,0.22034567349959017,0.0486202855468118,1.2905101176595835,0
lotus_cropped_1,0.8152660434993341,0.2353907655821448,0.05185148441863463,1.2222804982880657,0
lotus_cropped_2,0.8467307642991614,0.22850174233514667,0.0498419886274437,1.249174474367342,0
lotus_cropped_3,0.9656763109911102,0.23708223850384452,0.04972371651418217,1.3897864542510474,6655100
lotus_cropped_4,0.8456333442717721,0.24226196781229753,0.05194923053522802,1.3146175860675215,1136300
lotus_cropped_5,0.9002729427208093,0.21121367470213048,0.045097970036580476,1.2504361548746956,2994100
pickles_cropped_1,0.9399107581656361,0.28386381411260964,0.06159143939994395,1.5449920097663745,93645300
pickles_cropped_2,0.9629058520941409,0.2476659050170565,0.05298355092573643,1.4170647231671425,56156700
pickles_cropped_3,0.958343751263117,0.2427193583019815,0.05220982702447086,1.3963210772403079,102842400
pickles_cropped_4,0.9740394276840003,0.23577482712980685,0.04939977878413968,1.3793653086272033,90296400
pickles_cropped_5,0.9537955400930767,0.24818722717703845,0.053746491590527856,1.4170495953838005,98234900
