cat_query (8859600),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.8192959372963657,0.10393887875580776,0.02197828201787198,1.3642281295816139,0
airplane_2,0.7225424236034573,0.13946083722856434,0.03019031094449601,1.3190465569494885,0
airplane_3,0.6858042905297549,0.16630162195147943,0.043105626712631795,1.363996595715417,7933100
airplane_4,0.6929008115021168,0.1583530360488689,0.04065990912053467,1.3352597868948128,1995500
airplane_5,0.7766226616134755,0.13746764192402622,0.03506953669571102,1.4228383876253388,2006800
ball_1,0.645710989431839,0.16582530317928548,0.03863366846143077,1.227829988743236,2136300
ball_2,0.4410943186007002,0.2976433300557194,0.08212167486481364,1.6332540079967577,0
ball_3,0.8651594752783677,0.09866236311472097,0.021286688356517574,1.4104198677530713,0
ball_4,0.8974410724183668,0.056008456243854476,0.008183915885155333,1.3251286571478942,8665100
ball_5,0.7368442934656074,0.17092955058129447,0.046004563541557617,1.5270550788899486,3009300
car_1,0.6242554624725479,0.18890548492879927,0.04999470250613865,1.2896912365875746,1923800
car_2,0.698010844392542,0.14344047137744637,0.03091574020926542,1.2685015968808664,2111700
car_3,0.8051338122575502,0.10563638950032193,0.024235998090199492,1.3409491495185983,2996000
car_4,0.7249856297173368,0.12102937873410899,0.024497803729583,1.2406119794348396,1712800
car_5,0.7037867226031667,0.13617604779659492,0.03029567610506134,1.2507871545085258,2432700
cat_1,0.755259333744681,0.1396435699491621,0.037499161847903174,1.3956678671833287,1267200
cat_2,0.8791327082265268,0.05677249122334758,0.007857964406929702,1.3013570490355513,5349500
cat_3,0.8618431988408991,0.07598075952058252,0.01509322761526772,1.3301934068889865,1989200
cat_4,0.8301888851303428,0.07349789185933372,0.012979882068278922,1.2768926035788635,2774700
cat_5,0.7460024980428621,0.14247702392658146,0.03871020302522459,1.3833191441689012,2376800
dolphin_1,0.7003275217621882,0.14017394242019743,0.02663335378234997,1.2677784528697924,2009100
dolphin_2,0.7023180973897823,0.13611393805309735,0.033871409154182144,1.2557568523624254,1993800
dolphin_3,0.8175324114574924,0.14566202908760034,0.0428902989594665,1.5280841278551462,460100
dolphin_4,0.7766888611112495,0.12849252364967959,0.022413441255939984,1.39536857298498,0
dolphin_5,0.8572526522088623,0.09793972425842229,0.027479752492659923,1.3951298452614096,6992000
face_1,0.9280852810698834,0.06426686759458872,0.012261833134661249,1.3844271137461142,3285900
face_2,0.9278967176226212,0.07838394980266111,0.021066783900861145,1.422964881129907,2001700
face_3,0.943765374394825,0.0977685977905829,0.028054225826573777,1.4946994242613074,3439100
face_4,0.9531323083301462,0.06619246844772825,0.010506027144805712,1.4156762059424561,3004800
face_5,0.9455930206322545,0.07772218440360033,0.014107081440181019,1.4404022625849262,3167900
lotus_1,0.866804353986611,0.09437473432005254,0.015727059539203465,1.4035142769347728,3110100
lotus_2,0.9113426924273774,0.0883402564565649,0.01941368490556414,1.4330489947299356,3240700
lotus_3,0.994709968617579,0.17750048358237827,0.05565815622223002,1.8864958333969377,0
lotus_4,0.874955431230497,0.06659574093008497,0.009893824584196046,1.3249290644251888,0
lotus_5,0.8307362592235346,0.11689011297734433,0.0331966243179544,1.4229095804725935,7853000
pickles_1,0.6883238848068566,0.24893745233549563,0.07628619179639931,2.4705875608606758,144511600
pickles_2,0.606337886919782,0.25880240486725664,0.07775489635826224,2.5945776683173705,190572100
pickles_3,0.5770408711908748,0.2560136284271878,0.07944482721474261,2.191865916756137,130257500
pickles_4,0.6606775421547182,0.24582236631547344,0.07558184223040214,2.2437365657080313,187563600
pickles_5,0.6182791402182357,0.25079962964668007,0.07737431631079927,2.256260483781963,85347500
