ball_query (22748800),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.8826353129729707,0.06009341493236486,0.027193387095530597,2.076077276933552,2518500
airplane_2,0.8205536484342347,0.06611744512562667,0.028241302773233674,2.031627612443464,0
airplane_3,0.8381084605940883,0.07208299196060791,0.03280278698880165,2.103878166706382,5204700
airplane_4,0.8251395391950411,0.06917363159923677,0.030496283338686037,2.0644617963365883,1387400
airplane_5,0.8774776688260352,0.07139846879518358,0.031670974253585005,2.147786561709615,2010100
ball_1,0.8487068270804788,0.035989263130726534,0.014213019715989312,1.8913964946443225,3005600
ball_2,0.8800511550017331,0.10568315911730543,0.04769458294277047,2.4813631244841017,2013800
ball_3,0.956900510985484,0.0517027429080553,0.027536494279177013,2.1029818516223617,3004200
ball_4,0.924049112038168,0.032083830171635054,0.01070181615202952,1.9677047686563236,2450900
ball_5,0.9946568014173943,0.06344934071189451,0.02747772828885084,2.2083188795014754,2635000
car_1,0.7270529379798463,0.0902726731400744,0.04040107868946766,2.071828430609001,1303100
car_2,0.7726965456786914,0.0757324442715058,0.03191273275060981,2.0217655259642373,2911400
car_3,0.8473609917500463,0.06043680763131053,0.029123333262271216,2.0305734079597686,2122800
car_4,0.7780081612899042,0.056191773230277624,0.020748394882186584,1.892861999767811,1999300
car_5,0.7496162158536198,0.07087791907650765,0.027576695452865143,1.9405438351907238,3085700
cat_1,0.8700477111515217,0.0738864753997084,0.03410003844873608,2.152820842386921,2111400
cat_2,0.8745106468147672,0.04211435107289693,0.014038683650720947,1.9564228678651465,3010400
cat_3,0.8908217488655006,0.06184192903705098,0.03134697938270959,2.093741962308976,1471600
cat_4,0.8472531348620546,0.034079026579345834,0.012718602452594263,1.8759585274567192,0
cat_5,0.8565949623810548,0.08124088269454123,0.04057835598890603,2.199819202765437,0
dolphin_1,0.6975110739336515,0.08312317105613193,0.031108613284044583,1.9296399611246793,8476500
dolphin_2,0.9374858268433379,0.07048185249709639,0.03832768051152566,2.212531106634908,1018800
dolphin_3,0.9764379900415628,0.07429675085663437,0.03523132553067288,2.2611012485828663,2024400
dolphin_4,0.9726405277860534,0.037620449357202934,0.011431349395872491,2.048527018323403,3205500
dolphin_5,0.8974040623109578,0.057236868996525636,0.028724072411667228,2.0763554288561394,0
face_1,0.9381009458594405,0.026017115251358552,0.009449726002220046,1.9540264517891295,0
face_2,0.9281007272909597,0.047690488702175265,0.023428001861757856,2.050236194654974,6622600
face_3,0.9918619227865891,0.04596348771823117,0.026295871217954254,2.10507899113851,0
face_4,0.965005715511337,0.032263693620816145,0.016601699454776398,2.010447583573482,6814800
face_5,0.9686878888074189,0.02615503737454957,0.010427558626931229,1.987258760563896,0
lotus_1,0.8720488476586038,0.03260928442097896,0.01441021673838597,1.9022329618006972,6834700
lotus_2,0.9698236789421508,0.04618010618881699,0.021517507016206437,2.0832434810246596,3098000
lotus_3,0.9981553597048576,0.10812032329925172,0.0491804421267746,2.5962433000605603,994200
lotus_4,0.9215298372436771,0.018615572552993603,0.004657631307877962,1.9024326125640372,2980200
lotus_5,0.9057016671308639,0.07955201592832255,0.041485250720258646,2.2438665810329645,0
pickles_1,1.0,0.14259345457270525,0.06297758365471079,3.8366292714135444,133841600
pickles_2,0.9999305748403221,0.14362365795586526,0.06319880252601716,3.996710844559483,199535100
pickles_3,0.9998266296809986,0.13830524833871247,0.06212104171796252,3.4626641345892426,121519200
pickles_4,0.9999015055579007,0.13943441694041658,0.062274781380987444,3.5171884958846005,136395300
pickles_5,0.9999684969914627,0.14097389458271187,0.06250006453254735,3.6107886134989564,75096200
