cat_query (22748800),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.9527051501955581,0.03468635896218144,0.013975833120628514,2.087941900742827,2518500
airplane_2,0.9128459620225355,0.033314281495361364,0.014610037487313965,2.036827957451771,0
airplane_3,0.90158496210367,0.04852468860902246,0.019656238150372596,2.109067961451454,5204700
airplane_4,0.8913703936222016,0.04382345951475965,0.016986456826607113,2.067395567159591,1387400
airplane_5,0.9347534582632262,0.050441918866155816,0.018772699547884207,2.157746891706507,2010100
ball_1,0.7970483117122243,0.04301665027859717,0.01987035544397445,1.922017931844989,3005600
ball_2,0.9939583598212336,0.08378138315306456,0.0357781138207122,2.4840306483385906,2013800
ball_3,0.9007384456593487,0.05399290823130076,0.019041289825647192,2.144174902566915,3004200
ball_4,0.9235026054240719,0.022780924287118975,0.00670087847984684,1.996082006840267,2450900
ball_5,0.9680552557737967,0.058503267973856216,0.01887904572127567,2.2582762137653467,2635000
car_1,0.7672955599386786,0.07072735576419148,0.027987123364477624,2.0731378628230623,1303100
car_2,0.8405606052471354,0.048489510803647634,0.01963368782592016,2.0293275696957203,2911400
car_3,0.8979208394314131,0.038353248581225755,0.017435474580047197,2.04627268278879,2122800
car_4,0.8257997161117553,0.031091370558375624,0.012756136365437943,1.905148442626953,1999300
car_5,0.8149411432946829,0.04144670050761422,0.017579455354653196,1.948526006456559,3085700
cat_1,0.9870923895832119,0.04123874976463943,0.020908043685071973,2.1563315565569963,2111400
cat_2,0.9374936058110389,0.014986316273539933,0.003332381324610249,1.9775764908171025,3010400
cat_3,0.9753319344342062,0.03392782162693668,0.019035285990190935,2.107692046938663,1471600
cat_4,0.8016357698451443,0.03949118905311278,0.021907614492236997,1.9082664269597105,0
cat_5,0.9586543571140099,0.05290481809242872,0.02813700478618069,2.2029028928035768,0
dolphin_1,0.7650312486670825,0.05175862296270661,0.021474293420461817,1.926226849861298,8476500
dolphin_2,0.9588400983751287,0.05728466076696165,0.027363390438192442,2.2318814393110484,1018800
dolphin_3,0.9737140336915985,0.06526240479020826,0.025644253728717904,2.2996860454186256,2024400
dolphin_4,0.9188077770832648,0.040652782016071615,0.01305448247289265,2.095761374307203,3205500
dolphin_5,0.9523349458000945,0.03534714573284212,0.01663327491001132,2.0918229961724157,0
face_1,0.8868633605088708,0.030741447019260293,0.00900730928222422,1.9922090547917781,0
face_2,0.923245252935461,0.03936809272816804,0.013496759984098617,2.081093361002454,6622600
face_3,0.9360327944966683,0.04800585364432565,0.01784832645903906,2.147226011473333,0
face_4,0.9283614744015471,0.031871724321881,0.00948967719127557,2.048457618895158,6814800
face_5,0.91317051419125,0.03104471241639383,0.009464596536716585,2.028677477258094,0
lotus_1,0.7401715720299792,0.06378463500405768,0.027236629562226923,1.9567221874354292,6834700
lotus_2,0.9182336154424288,0.04782418277045332,0.014349335886298165,2.1293938014845186,3098000
lotus_3,0.9986354493622344,0.0986313409739349,0.038694892149690685,2.6250290218158474,994200
lotus_4,0.8007697813072262,0.046008120908695604,0.017666147329124027,1.950269837158597,2980200
lotus_5,0.8948014263234638,0.071918909156583,0.03128433701382843,2.2755565338070207,0
pickles_1,0.9998779594825483,0.13314328824064622,0.05258833979554204,3.8291958283439342,133841600
pickles_2,0.9999768582801073,0.13417202802359882,0.05282551284990458,3.9864616869805607,199535100
pickles_3,0.9995087840961627,0.1288596233784537,0.05161010344334515,3.4572302996286832,121519200
pickles_4,0.999845223019558,0.1299839973670425,0.05186632171494102,3.523885738348105,136395300
pickles_5,0.999810981948776,0.1315245671288508,0.05214092420631337,3.624962260810521,75096200
