airplane_cropped_query (7973400),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.7969127344080975,0.05917322888089079,0.025207081608536692,1.8187893755463318,0
airplane_cropped_2,0.8833954418914284,0.040824703065026974,0.014624716821393598,1.8574106163408777,0
airplane_cropped_3,0.8786962272311228,0.028572603064635063,0.011089828322475839,1.7974068845921232,0
airplane_cropped_4,0.8737483809420395,0.037642516663094185,0.01557423066927057,1.829099720035262,0
airplane_cropped_5,0.8100707860088859,0.04843312498293219,0.023375223874194506,1.784938252887304,7559100
ball_cropped_1,0.730600122113999,0.08248586319376827,0.03559837521122116,1.846381327942087,0
ball_cropped_2,0.9605423475092111,0.06926319493443708,0.026712797247176283,2.0956989302904447,0
ball_cropped_3,0.886845072909861,0.07610790760625036,0.03227494294381605,2.0841854648221307,0
ball_cropped_4,0.5281948878218597,0.14961635784257654,0.07089353897078475,1.8532667887374696,0
ball_cropped_5,0.8220038342359748,0.08325931989861524,0.03469277835114754,2.0530165757971317,7751000
car_cropped_1,0.8312735289826205,0.05122705578747737,0.019468066566904824,1.8385483355663734,1002500
car_cropped_2,0.8762706777468479,0.04104462627520472,0.013336403824353494,1.849212251391758,0
car_cropped_3,0.8453735914100194,0.04422109929167085,0.016210249661153642,1.8220109506756257,999000
car_cropped_4,0.7915873945214347,0.05488795880710112,0.020368094391693837,1.7869512921355806,999900
car_cropped_5,0.8267300972286179,0.05097410151236724,0.01616152797864356,1.8332131455780956,0
cat_cropped_1,0.903219746730555,0.05078206780488391,0.02156684707058366,1.9363283033554077,1998600
cat_cropped_2,0.7788214123195872,0.07816834996956351,0.03155351206739512,1.9201616399070462,865500
cat_cropped_3,0.9402329947173717,0.055575253566080965,0.02476104657926796,2.0016997977306126,0
cat_cropped_4,0.679598035094049,0.09760161394806607,0.04715836571955491,1.8419992020007367,0
cat_cropped_5,0.9742959019389354,0.06376679374012657,0.029527438180915074,2.0789942330705027,6899100
dolphin_cropped_1,0.903432742175475,0.03098118195230406,0.011028756263698834,1.8400234964339872,0
dolphin_cropped_2,0.9731253649437177,0.0680598546490058,0.0312000152071062,2.1075733884989947,0
dolphin_cropped_3,0.9564668517957583,0.06491409381522754,0.029284552351878032,2.0843134897325757,0
dolphin_cropped_4,0.7217737597659563,0.09372294522528776,0.038277871438075844,1.9251022562285758,0
dolphin_cropped_5,0.9277971229869597,0.048853044779361844,0.02280644637145958,1.9568846743970492,6960500
face_cropped_1,0.7879482438502804,0.0780635883322616,0.030939510097891344,1.9337970106584346,3034400
face_cropped_2,0.838803517373824,0.07121989180446286,0.029490296205765834,1.974306338237112,2000000
face_cropped_3,0.8479657101851157,0.07130539364109445,0.029762782208709978,1.9926103370641675,1652900
face_cropped_4,0.7823596662973105,0.08227318221177427,0.03453052676486793,1.9644677787347073,3008200
face_cropped_5,0.8982010578772611,0.062366815600711015,0.02860370674444517,2.0032348613368143,1450700
lotus_cropped_1,0.591871093991469,0.12762502911102147,0.06042507005031368,1.8718908445625846,2724800
lotus_cropped_2,0.7146490127721098,0.09510219802957659,0.04048128217465471,1.9246739779881783,1038000
lotus_cropped_3,0.9721829870021627,0.08550446879481838,0.03389710553331665,2.220435228511071,999100
lotus_cropped_4,0.6576356228663904,0.11199304848819351,0.04409948062184426,1.94111405281231,999100
lotus_cropped_5,0.9183752054152409,0.08039904047054122,0.0336870741229271,2.1327247414966055,2997900
pickles_cropped_1,0.9770531451097868,0.10718201143599229,0.04020216960909121,2.3894815815285386,81425100
pickles_cropped_2,0.9721919556477859,0.09649022302690743,0.036283897075011076,2.288287281683783,44785600
pickles_cropped_3,0.9765989647707918,0.09699313444549958,0.03659296489821327,2.291918801535728,96688800
pickles_cropped_4,0.9724862501803333,0.09228707066307514,0.03375519728040694,2.25114887737552,78468700
pickles_cropped_5,0.9655377275978577,0.10221264002606256,0.03843564941055103,2.336067903583634,77497000
