dolphin_cropped_query (7973400),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.7137878666459982,0.05376812519495781,0.03190932442141159,1.9352833813564219,0
airplane_cropped_2,0.7525783182868993,0.04789243708575407,0.02170261840724837,1.9783288303797761,0
airplane_cropped_3,0.7140110201672513,0.052188318123326784,0.02382159660053921,1.9188335925073008,0
airplane_cropped_4,0.742905239306556,0.04688757138436437,0.023073358817738095,1.9495697864711743,0
airplane_cropped_5,0.656694560190747,0.07011729902836035,0.03519241604066444,1.912346861595609,7559100
ball_cropped_1,0.6515647526591197,0.07545813172925206,0.04063649111833207,1.965641306386941,0
ball_cropped_2,0.9382848268884129,0.039874433012677145,0.011754833552235996,2.2128437249142223,0
ball_cropped_3,0.8286525807891179,0.05501584055732377,0.020438604913440298,2.1865111553846592,0
ball_cropped_4,0.47713508854818687,0.13571974214468893,0.0759663180114058,1.9616120164860114,0
ball_cropped_5,0.7304636387165206,0.07144504818014388,0.031088203809939638,2.1669597863539267,7751000
car_cropped_1,0.7075992422767212,0.058259109225303626,0.024251732281645844,1.9543651935402477,1002500
car_cropped_2,0.715986583940635,0.05817325575216536,0.024726175935798154,1.9789957094447512,0
car_cropped_3,0.7027614101038413,0.05847666793097951,0.028261082248927892,1.946582039744924,999000
car_cropped_4,0.6563273962296406,0.07012575843799844,0.03262060880028249,1.91181320926561,999900
car_cropped_5,0.6727524533905578,0.06883807707397256,0.027696374694123248,1.9590002227512069,0
cat_cropped_1,0.8315816619984455,0.036491043486286255,0.01467940132230612,2.0438232530532887,1998600
cat_cropped_2,0.7129556658950754,0.0638397810366405,0.030210636661708593,2.026684265809455,865500
cat_cropped_3,0.9116472966783823,0.028592010100494815,0.010994814375245038,2.1088376482041435,0
cat_cropped_4,0.6141762745435537,0.08674968285410553,0.051917100144148305,1.957921973573546,0
cat_cropped_5,0.9626798091777057,0.032335177681693805,0.013013660805489937,2.185179366827774,6899100
dolphin_cropped_1,0.7355134958639774,0.05113216745387407,0.021305699641061257,1.9652057875079862,0
dolphin_cropped_2,0.9318824122074728,0.04232406695056433,0.016115903716384695,2.2212392935219984,0
dolphin_cropped_3,0.9068064505199265,0.041521608079055056,0.017666203917595977,2.19135952942309,0
dolphin_cropped_4,0.6568303677142181,0.07950613741431534,0.03978432751599181,2.0363109578062932,0
dolphin_cropped_5,0.8672851429293981,0.030857514342325476,0.013570559782300819,2.067297647615327,6960500
face_cropped_1,0.7229719631755142,0.06288672684520964,0.029690286036298277,2.043759050548167,3034400
face_cropped_2,0.768382296367035,0.05599621109672212,0.02562662546650889,2.0817477724273696,2000000
face_cropped_3,0.7795672735780667,0.05505605580725366,0.022996090349128775,2.0960261735731636,1652900
face_cropped_4,0.7137055195379897,0.06751663503701907,0.03262811672208411,2.073021188244556,3008200
face_cropped_5,0.8244950807333201,0.04674774641338365,0.02117817094372462,2.108552457181216,1450700
lotus_cropped_1,0.5335121584031439,0.11477376197855946,0.06528026947183707,1.9856649038488603,2724800
lotus_cropped_2,0.6533731346143448,0.07999896605941331,0.04187406182906293,2.033166667655542,1038000
lotus_cropped_3,0.9760042174182323,0.0510932778554149,0.01886963394461646,2.330500706531719,999100
lotus_cropped_4,0.5977136998590287,0.09666990763247446,0.04552348189427519,2.04579836296703,999100
lotus_cropped_5,0.9129441169667384,0.04763687810674898,0.01843401540783337,2.2361135033514374,2997900
pickles_cropped_1,0.9965531341333845,0.0711947486832005,0.024033180323122436,2.4995890714808158,81425100
pickles_cropped_2,0.986316925171718,0.06076881061218564,0.020057243027916467,2.3979046658476437,44785600
pickles_cropped_3,0.9923023484960095,0.0610936782826905,0.020246803930422393,2.40122185257651,96688800
pickles_cropped_4,0.9859595332713095,0.05653543382476679,0.017824332494889853,2.364478834644302,78468700
pickles_cropped_5,0.9788148323606679,0.0667437915615757,0.02232589070200275,2.446454171169738,77497000
