lotus_cropped_query (7973400),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.49825038225595014,0.0861084918522371,0.0369304881420482,2.1262961726546523,0
airplane_cropped_2,0.5310587450011207,0.07580709436541536,0.029824632320690776,2.1802091408530826,0
airplane_cropped_3,0.48333329286408744,0.09132177339598171,0.035054067223402166,2.1283349399020177,0
airplane_cropped_4,0.5138519350196402,0.08095336426294823,0.030851280015858584,2.1515812948254838,0
airplane_cropped_5,0.46292711277129567,0.09892277875841185,0.04303304756248172,2.1106551681633987,7559100
ball_cropped_1,0.5029402157673885,0.0845146741423593,0.04256416336467221,2.138025118644882,0
ball_cropped_2,0.7956818170072393,0.026864211960198767,0.010953790916256007,2.4113795347415516,0
ball_cropped_3,0.7572544948042872,0.02931715074036806,0.011083235242015243,2.3503463889805105,0
ball_cropped_4,0.41901310396492003,0.11708527557562182,0.07424954062477583,2.090731360461963,0
ball_cropped_5,0.6550769453897514,0.04825930073410477,0.025555576001178165,2.312922147841808,7751000
car_cropped_1,0.5137881215136624,0.08095812575970751,0.02967088705187343,2.1439373822159227,1002500
car_cropped_2,0.5081828496844478,0.08291057269220764,0.0343958007894598,2.1882831443637305,0
car_cropped_3,0.49138779655720205,0.08841299429012292,0.03745268469832748,2.1528523811490925,999000
car_cropped_4,0.46121731291697315,0.0995721950782102,0.041257122721273014,2.113901780667497,999900
car_cropped_5,0.48354481392692955,0.09103231883874408,0.03811851068836187,2.1722186138374533,0
cat_cropped_1,0.6241923518276238,0.05168396167724275,0.016544499984258183,2.2378161389225926,1998600
cat_cropped_2,0.5761638506318013,0.06299104882656853,0.02839542847172294,2.1986558455632452,865500
cat_cropped_3,0.7069381656136664,0.036138181235790365,0.010085881391269636,2.3067960684582505,0
cat_cropped_4,0.48695451791007016,0.09008741905913141,0.051460368045208836,2.1174961083533512,0
cat_cropped_5,0.7597335292531547,0.03247824993041411,0.010319099925716155,2.390951747842434,6899100
dolphin_cropped_1,0.5091603525254141,0.08256743633719382,0.032070890095283175,2.175389859820166,0
dolphin_cropped_2,0.7778977284334041,0.031150692160057617,0.009612123795561917,2.415835921861738,0
dolphin_cropped_3,0.7911638202928182,0.02447057541485676,0.00826288438182344,2.3681121763290958,0
dolphin_cropped_4,0.5584128384118735,0.06789375608399388,0.03753540182066941,2.1944487562468176,0
dolphin_cropped_5,0.6519320989141388,0.04582073633868225,0.013378460106200682,2.257014756990069,6960500
face_cropped_1,0.5957102289990192,0.058073830409356715,0.02743203045442322,2.208937638927145,3034400
face_cropped_2,0.6458990536277602,0.047017212992904074,0.02206239358198208,2.2485373813356384,2000000
face_cropped_3,0.664077104235809,0.04340133659646754,0.01809278229976223,2.2638736329389584,1652900
face_cropped_4,0.6071024826036826,0.05579712102425536,0.028662647405285253,2.228246333704528,3008200
face_cropped_5,0.6879340105648406,0.03914473564387206,0.016133740586658073,2.281202357175297,1450700
lotus_cropped_1,0.46134205085654884,0.09938980791451102,0.06372070251170803,2.1231503171553463,2724800
lotus_cropped_2,0.5548297983994716,0.06877781306639157,0.039416142094652204,2.1845253767232786,1038000
lotus_cropped_3,0.9622373459343645,0.011988409538089726,0.0026514343803505803,2.5042082768900324,999100
lotus_cropped_4,0.5344775917915587,0.07487768160144836,0.042766033407334404,2.1890849703100583,999100
lotus_cropped_5,0.8193229862990098,0.024291062924881517,0.009163671391602603,2.4186553860723277,2997900
pickles_cropped_1,0.9866104736566138,0.03101366614371415,0.012787281884991852,2.6823900277683466,81425100
pickles_cropped_2,0.9543797428944888,0.023810938815167448,0.009155441789975726,2.586491790189118,44785600
pickles_cropped_3,0.95449447328654,0.024845615429435006,0.010370702036971376,2.5941817826732696,96688800
pickles_cropped_4,0.9286340241789169,0.023530129393198013,0.008396805218355287,2.5562836930776425,78468700
pickles_cropped_5,0.9678700967507093,0.026822083507089624,0.010537694772255933,2.6263968710860786,77497000
