car_cropped_query (7973400),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.7450017212643059,0.06874930079312738,0.02659249126601648,1.8607407302904408,0
airplane_cropped_2,0.8320770481359381,0.04869958175087737,0.015794201123164202,1.8934925725307132,0
airplane_cropped_3,0.8091044243999906,0.04467796496815575,0.013939232261808824,1.832005548118018,0
airplane_cropped_4,0.8205292896784399,0.046993525647306356,0.015823021196962394,1.866101197319399,0
airplane_cropped_5,0.7839209785983005,0.049734950268577854,0.022271200525830516,1.8157017198307481,7559100
ball_cropped_1,0.6862734433140364,0.08934438812391816,0.03639189679115298,1.8873828206313832,0
ball_cropped_2,0.9135272751391499,0.07042982472043434,0.0307084469674939,2.1466148197370076,0
ball_cropped_3,0.8092059065516979,0.08490858551710478,0.033042336012054446,2.128274530117571,0
ball_cropped_4,0.4996161475442174,0.15259990312251287,0.06931867416718576,1.8839311927675644,0
ball_cropped_5,0.7944560145435123,0.08171815614028217,0.03339816018063675,2.0834187300414753,7751000
car_cropped_1,0.7931894552892661,0.05564336067741324,0.017142430505193627,1.8692811374436844,1002500
car_cropped_2,0.9073984430380556,0.02299493650747267,0.006990729437257728,1.8722993364847755,0
car_cropped_3,0.8555483293838568,0.03263380655892211,0.011146720133125562,1.8457971283194246,999000
car_cropped_4,0.801640015148521,0.04308468010837868,0.015024089501070995,1.8146279642438496,999900
car_cropped_5,0.8597200696155367,0.03174577760699634,0.007438815137184238,1.8524192868883353,0
cat_cropped_1,0.8435290943500585,0.058881763890747306,0.0239728285637813,1.981626450486159,1998600
cat_cropped_2,0.7236699108859049,0.08631674479825276,0.031946308718286034,1.9629810027255996,865500
cat_cropped_3,0.8538161218256937,0.06803462136976311,0.027884925078099632,2.051047842981761,0
cat_cropped_4,0.6416624750517828,0.10275178261845488,0.045795274314846174,1.8766681116415493,0
cat_cropped_5,0.8738259225536894,0.07612229913181656,0.0328440743607426,2.131093185649545,6899100
dolphin_cropped_1,0.8507039179308086,0.03976505654422724,0.014577299888746235,1.8721618964912479,0
dolphin_cropped_2,0.8959585743192039,0.07499608654305895,0.0323034041713459,2.1465021081630424,0
dolphin_cropped_3,0.8795771055808216,0.07287491799728239,0.028814714253275194,2.1214758529910647,0
dolphin_cropped_4,0.6852246114541195,0.09658747552672338,0.03665072984666098,1.9574528839273921,0
dolphin_cropped_5,0.8522385569034974,0.060433107209950876,0.023813230587038225,1.9961192933882481,6960500
face_cropped_1,0.7465904864787909,0.08176097705599877,0.030131002940944455,1.9706682151985215,3034400
face_cropped_2,0.7914960070729719,0.07554285555434073,0.028872343661480223,2.0125552693132853,2000000
face_cropped_3,0.8058953490470456,0.07394400326843333,0.030041075198934224,2.0314800944545603,1652900
face_cropped_4,0.7426144207997107,0.08514127814773745,0.03329636930364959,1.999576900995458,3008200
face_cropped_5,0.8382794714590285,0.06899183225286883,0.028920391132837776,2.044197160099133,1450700
lotus_cropped_1,0.5609356064299831,0.13057304078121124,0.05852367658324464,1.8990454047583325,2724800
lotus_cropped_2,0.6785521860216976,0.09795972048323662,0.03889017998263804,1.9578548327011371,1038000
lotus_cropped_3,0.9337810879825273,0.08345408016050779,0.034435719440962555,2.257309695061074,999100
lotus_cropped_4,0.627128699974579,0.113243051507318,0.042748350749472724,1.9734073933982974,999100
lotus_cropped_5,0.8430049445541316,0.08669031199166205,0.03503450588943801,2.1780517674575326,2997900
pickles_cropped_1,0.9404640521721425,0.10312124175867615,0.041098052382114836,2.4265345383930197,81425100
pickles_cropped_2,0.9335366542445954,0.09358069053518463,0.03761290049393396,2.330151115879258,44785600
pickles_cropped_3,0.93866544252407,0.09389793458821555,0.03819641641400863,2.33640510788552,96688800
pickles_cropped_4,0.9373279064994393,0.08921247802178314,0.03522997146956072,2.2930129629253124,78468700
pickles_cropped_5,0.9315621217687784,0.09831596962250531,0.039345407269389614,2.374646655495425,77497000
