airplane_query (22748800),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.8732671624914206,0.023287944198828493,0.011019174867838962,2.2059775010859815,2518500
airplane_2,0.8098019907275054,0.029899123994452634,0.01081738292297153,2.1564117210447877,0
airplane_3,0.9155067948524288,0.015943286262834443,0.005860461648605342,2.2166835869168615,5204700
airplane_4,0.863912559026803,0.02092736194149882,0.008718286345547636,2.178667352032392,1387400
airplane_5,0.9090170388975912,0.026124296090950558,0.00884943451835354,2.273456356743156,2010100
ball_1,0.6074865970016092,0.07399801647431803,0.042663239858742645,2.0738239148732203,3005600
ball_2,0.9891760881659963,0.05481668652098363,0.01932825955319439,2.588884739201448,2013800
ball_3,0.7770963573251146,0.0503545921174815,0.018378827161478654,2.282969647242526,3004200
ball_4,0.653446883165363,0.06662063768889397,0.030434754159039512,2.1528777299311863,2450900
ball_5,0.8458372013760059,0.049714637125685385,0.01910076552450351,2.400699381126294,2635000
car_1,0.830146550240146,0.025475081594591022,0.008341155107556193,2.157665706746513,1303100
car_2,0.7965052761681496,0.030551895669220765,0.009276745187677696,2.1351393930306264,2911400
car_3,0.8129601786148503,0.030093058977552902,0.010218830345469738,2.1614066964696543,2122800
car_4,0.6567695912094267,0.0569520246009379,0.02499994399534121,2.0294482321407092,1999300
car_5,0.6976178535506875,0.0478431381085961,0.019365010021652068,2.0609368498361684,3085700
cat_1,0.9108819503906788,0.02685505307743264,0.010095446523559926,2.2815481420710104,2111400
cat_2,0.6539512892741572,0.0650776202634409,0.026347280604657377,2.129602757892734,3010400
cat_3,0.8404016660138078,0.033918414082664876,0.011739007975671633,2.238479467328769,1471600
cat_4,0.5761331752188701,0.08347905063117766,0.04563685583911112,2.0692140443183327,0
cat_5,0.9235518031030024,0.029912674042942507,0.012173230242328229,2.3199402006797203,0
dolphin_1,0.6463363717771217,0.06079288815970527,0.025379712495447772,2.0335881195936922,8476500
dolphin_2,0.937576427047377,0.03152724647625583,0.014424595502931067,2.3509862547838587,1018800
dolphin_3,0.939373922581721,0.041031360053664256,0.017951406166155315,2.4418687125535015,2024400
dolphin_4,0.6169650199233421,0.0811616599282484,0.03391066044322762,2.2798147824975366,3205500
dolphin_5,0.8408857023622348,0.03109604705287018,0.011316245435339552,2.217113564484057,0
face_1,0.6678312124721041,0.06185248188539265,0.029291549353757166,2.139669263163745,0
face_2,0.7955843044750182,0.039561921207148965,0.015926063651955348,2.2094971665082492,6622600
face_3,0.8089223982683426,0.04468692722865783,0.018064812784520858,2.2876602565243442,0
face_4,0.7311323492201997,0.051144034835163034,0.022636674488251806,2.192251396356761,6814800
face_5,0.6823442407684778,0.06118318882706909,0.028550768344946582,2.1786294332308804,0
lotus_1,0.5238375130732966,0.10094196398306908,0.05071300277338447,2.131676117536566,6834700
lotus_2,0.7459879500308852,0.05538130159002447,0.02176815657528202,2.2756942924172954,3098000
lotus_3,0.9946408719026846,0.06945748775424787,0.02466736296177365,2.755074391857725,994200
lotus_4,0.5594800263215167,0.09013811238734343,0.04094509323653758,2.1203797802223963,2980200
lotus_5,0.8744821987658077,0.04582079496749954,0.01773128171551406,2.389029239932086,0
pickles_1,0.9996582865511351,0.103657906084904,0.03680698332298036,3.8959535233690614,133841600
pickles_2,0.9998611496806442,0.10468544472081655,0.03708270702237675,4.044230579035395,199535100
pickles_3,0.9989453305594083,0.09938226101089713,0.035586800977826655,3.532514409126574,121519200
pickles_4,0.9995778809624316,0.10050074660233237,0.03602011429769579,3.610248241344524,136395300
pickles_5,0.999590460889015,0.10203990729583604,0.03638802856018119,3.714958428343119,75096200
