car_cropped_query (14635800),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.7660164745561134,0.047404193052344,0.012969678459712586,2.395653387973467,999200
airplane_cropped_2,0.8303766015145266,0.04073271037917817,0.010177783678472946,2.4357782420207186,2568300
airplane_cropped_3,0.738556251284896,0.04592577897998969,0.008406286237348775,2.3363520250925984,0
airplane_cropped_4,0.8112843440712294,0.040340726454516224,0.010354764860241889,2.4032299545030993,0
airplane_cropped_5,0.6924720617029492,0.05455444238992444,0.013537474866977912,2.3168243376926947,6157400
ball_cropped_1,0.766408784079951,0.058605011378932564,0.017651020098726492,2.5453046985023455,1076600
ball_cropped_2,0.7589649226165269,0.0771283079556162,0.03229991428993722,2.8968036556939465,3004400
ball_cropped_3,0.7754708775295968,0.05823750310831746,0.01772392870233383,2.5799627275170613,4004900
ball_cropped_4,0.6436624466961617,0.07116355779251457,0.020442938984602445,2.468097082484487,988400
ball_cropped_5,0.7668831685641582,0.06533597169089281,0.02135980954681753,2.66038021456408,3000200
car_cropped_1,0.6994202072087634,0.05835074701094469,0.012671876910822721,2.395452269855318,1529400
car_cropped_2,0.8214773552107802,0.037476784885174474,0.007081021632057089,2.401329625808553,0
car_cropped_3,0.8328394204206693,0.03643642221436255,0.006649064592005048,2.4101493314550066,0
car_cropped_4,0.84655769668735,0.027635314589248103,0.0038618270389683684,2.3490170520917104,0
car_cropped_5,0.7346557086427771,0.042709259213569786,0.010804221024672277,2.277208842198082,0
cat_cropped_1,0.7400406483227544,0.05279738664624216,0.015003833351727329,2.428979925063782,0
cat_cropped_2,0.6709012021122813,0.06340601033487034,0.018156204275403712,2.3949122952848083,9336100
cat_cropped_3,0.7101006967765751,0.05886912766960714,0.017665761821463045,2.4354764399486193,1999100
cat_cropped_4,0.6671536199764722,0.06406500714915456,0.02117481776090357,2.3752392493022856,2682600
cat_cropped_5,0.7307713854174994,0.056142212550748874,0.016917209683788348,2.461258795440606,3273000
dolphin_cropped_1,0.7981267005369482,0.045579468747260446,0.012630983461000486,2.434402549495952,1004200
dolphin_cropped_2,0.7557305419579082,0.05136556204892914,0.01657447741262973,2.448669848398326,995400
dolphin_cropped_3,0.842175628542963,0.05827667149307014,0.02184896749525236,2.646339444408431,1662900
dolphin_cropped_4,0.6408263124369022,0.0706327303897217,0.02013024274713159,2.4277168370333007,0
dolphin_cropped_5,0.7824751521029475,0.051745031921007364,0.014948379532811293,2.4836589268384888,0
face_cropped_1,0.8170657375229707,0.053171846234768116,0.0164673780016908,2.5690313781549268,6892900
face_cropped_2,0.8237717083286911,0.05300310229232249,0.01761566612687213,2.576212286126344,3005900
face_cropped_3,0.7860607099347322,0.0589925749002185,0.01981580769000598,2.5940790589756166,1742400
face_cropped_4,0.7904658422027849,0.055734078512783225,0.017210392619190218,2.5653761179033374,2434200
face_cropped_5,0.7783969859388666,0.05558198727216264,0.017483221371309348,2.539914772795841,0
lotus_cropped_1,0.712189774018424,0.05983467717495107,0.017790334596446977,2.4653284607352335,6969800
lotus_cropped_2,0.7916138553370983,0.04919922581417335,0.015507878343846749,2.494197273199868,0
lotus_cropped_3,0.8812956805540657,0.06146014504288132,0.023144355023744578,2.763326974615692,0
lotus_cropped_4,0.7581373355722439,0.054928863003494116,0.0160182434544556,2.513026739840978,0
lotus_cropped_5,0.8056361914352614,0.05488540175136125,0.018621645789601977,2.563884370400575,7191300
pickles_cropped_1,0.8599278648423533,0.06915511490868101,0.029349160360020644,2.8173175284596357,130084500
pickles_cropped_2,0.8453104586795573,0.06032543755605809,0.022863774040426915,2.6750465222369733,71554300
pickles_cropped_3,0.8656467851559224,0.06127433578781048,0.023479639879495473,2.7081297125200523,129560600
pickles_cropped_4,0.868204382015105,0.05948927928464184,0.02238219046082941,2.682402535478911,98820600
pickles_cropped_5,0.8880230895155365,0.06257072444732584,0.024204793569430696,2.749312496556178,112405400
