dolphin_cropped_query (14635800),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.811061982487406,0.029298721337614905,0.008218367363451873,2.397355380104385,999200
airplane_cropped_2,0.832085613564836,0.0312024220977338,0.006296599965158055,2.454910852281082,2568300
airplane_cropped_3,0.7395387346107826,0.036479216277911716,0.006545913097997479,2.337147577653635,0
airplane_cropped_4,0.8299838134127948,0.02754135370073424,0.0050863560971691245,2.413454609587959,0
airplane_cropped_5,0.7266231399311704,0.03729282658856159,0.007557698245184534,2.312770625465171,6157400
ball_cropped_1,0.84876922923641,0.036629323217535065,0.010930148559840784,2.532319954076621,1076600
ball_cropped_2,0.909775434779617,0.05467109137766209,0.027259092921911227,2.8359075887141425,3004400
ball_cropped_3,0.8674644723371845,0.03511619767989431,0.008601185802615046,2.5414823295968554,4004900
ball_cropped_4,0.699899529921943,0.050709313026241765,0.014087306987025783,2.4261535777241616,988400
ball_cropped_5,0.8512926447672836,0.04519513721420068,0.01514873857546671,2.6338940444821812,3000200
car_cropped_1,0.75171740273023,0.03824299654195637,0.006748462442746729,2.398540934967995,1529400
car_cropped_2,0.7839784387380687,0.03552798429053809,0.007052376037992625,2.436609032939336,0
car_cropped_3,0.7235902627872393,0.048026747462753996,0.014624433555346802,2.4876757049269895,0
car_cropped_4,0.7585836400865192,0.036742864471037084,0.011782453839558437,2.3922568167442226,0
car_cropped_5,0.6533945898764678,0.053272921715949585,0.019850349522537673,2.318671556586498,0
cat_cropped_1,0.8151566721338982,0.028848414676097223,0.00506516952131509,2.3977733126271956,0
cat_cropped_2,0.7413246234282662,0.039163627384929824,0.010914255554952769,2.3586846695331305,9336100
cat_cropped_3,0.7781475120740717,0.03637157151017309,0.009479702414643625,2.407093048675473,1999100
cat_cropped_4,0.7172000028331531,0.04412608994980649,0.01753361467014607,2.3639099296832584,2682600
cat_cropped_5,0.8317612101173267,0.027789978579074705,0.00613753110784006,2.4192915079062236,3273000
dolphin_cropped_1,0.8091726172613151,0.034344176767795546,0.009900569634387641,2.4556352326193482,1004200
dolphin_cropped_2,0.7991104243616345,0.033916449431940235,0.007458927715432808,2.43101672013667,995400
dolphin_cropped_3,0.8858462022083382,0.04374622790614105,0.0172481635091699,2.655016965854719,1662900
dolphin_cropped_4,0.6909698318253346,0.051004622987406344,0.01596232787155782,2.4084281483148553,0
dolphin_cropped_5,0.876097719811999,0.026576495770812232,0.006375253522767661,2.4620308712121286,0
face_cropped_1,0.9238620367613222,0.028224583532600038,0.007069366383968558,2.5365110725029663,6892900
face_cropped_2,0.9267236345915711,0.02888208844635263,0.009162698990931509,2.546083839768184,3005900
face_cropped_3,0.8932292205092158,0.03446109398032736,0.012171991494448656,2.557457467567737,1742400
face_cropped_4,0.8880039197687991,0.03169520608378784,0.00781579782351973,2.531093185114879,2434200
face_cropped_5,0.8812643889092793,0.030000169484156545,0.008141061539240142,2.5022180675379797,0
lotus_cropped_1,0.7724214889207713,0.03925126791496209,0.010363323807586623,2.4379929594774907,6969800
lotus_cropped_2,0.8642612505170942,0.027356293623185955,0.005208100575593026,2.466774221286768,0
lotus_cropped_3,0.9527628299205627,0.04503998814833825,0.016704570847185393,2.7467821621031985,0
lotus_cropped_4,0.8114444696797637,0.03642766520032725,0.006851297347799252,2.4907636129283395,0
lotus_cropped_5,0.9121405011227072,0.02999188441082272,0.010504495603363959,2.534616274226482,7191300
pickles_cropped_1,0.9208683960796293,0.05473342809775798,0.025540272816976232,2.8217165737470826,130084500
pickles_cropped_2,0.9301589872457658,0.041388882312878995,0.017248359664489593,2.6615019856427278,71554300
pickles_cropped_3,0.9519619058818166,0.042943404581615274,0.01848212280686311,2.7013989601075457,129560600
pickles_cropped_4,0.9499799550899265,0.041300761078430566,0.01719434082565714,2.6768525968339683,98820600
pickles_cropped_5,0.9612571434104996,0.04631011375937931,0.019668458552462905,2.752418473759571,112405400
