airplane_query (20719500),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.8745861844971473,0.016955297897059626,0.004441052107216298,2.738427200273354,2082300
airplane_2,0.8201334822708187,0.01883339505398468,0.005248701233208696,2.675273881472208,3715100
airplane_3,0.878870162352652,0.015196323822931384,0.0027632267784368798,2.7239438737838864,296900
airplane_4,0.8849453624578365,0.01568337787054235,0.0035226727608855027,2.739970399217509,0
airplane_5,0.8636585997952659,0.01916399248118985,0.0048322511428395935,2.746885791042212,6750100
ball_1,0.7186524793860934,0.028951557372622647,0.00982159354329707,2.61399491083132,3129700
ball_2,0.8797051479922796,0.046351823579304494,0.02347204972985433,3.2699312719290807,2000500
ball_3,0.7966639770986765,0.02627279041687277,0.006552452770156934,2.744237257675383,1979300
ball_4,0.6375964473082312,0.04166660122683795,0.01703869534697091,2.599746639314904,0
ball_5,0.8477507482083074,0.031221964910274375,0.010119297241787834,2.9010346262494755,6949100
car_1,0.7716522105455786,0.02073204305831722,0.003759726278565705,2.6159291016997614,0
car_2,0.7256506829467497,0.0266861370394381,0.006222835819761754,2.5933861182443305,0
car_3,0.7723156373925653,0.021651870141205187,0.0068168654749006284,2.6217812957872537,7926100
car_4,0.6211815966133911,0.04122817619526333,0.015623616522508658,2.5047654505753,0
car_5,0.6372782259740974,0.03901805232706221,0.013707663477050411,2.5243651540038132,5747100
cat_1,0.825166278512541,0.023166050152106033,0.0054225338366768044,2.750539523279521,3123500
cat_2,0.566279371732454,0.05265631483415879,0.018739989071481146,2.5233389491447284,3808700
cat_3,0.6077174778225445,0.04632658346656117,0.01797955026008922,2.584758539522623,329900
cat_4,0.5727607042559869,0.05140377663287183,0.02374643630124356,2.5242238494713116,0
cat_5,0.6181701743167828,0.04492994189832683,0.010990674149373223,2.6137305498241306,7822600
dolphin_1,0.6306001623519495,0.04211769010856775,0.02174744766473072,2.5733818705024545,3003200
dolphin_2,0.5955469480688984,0.04838219937387426,0.01952276800502031,2.5846024332994157,2005300
dolphin_3,0.9090407788770474,0.029854115931478492,0.01214677368650506,2.9527571423738683,1887600
dolphin_4,0.6190835927032379,0.04747368837452789,0.016380134910635464,2.7059743061052055,3004300
dolphin_5,0.831796676156342,0.018070744465921877,0.002766765239806539,2.691118349281237,2631300
face_1,0.7380514702833887,0.029146116710470425,0.008390915325211105,2.6637488461785988,0
face_2,0.8527275009745634,0.017829743782740094,0.002921478600844209,2.7243396574340473,8152300
face_3,0.8145175395196144,0.025202144906488113,0.006763751061347689,2.7665029102449252,2998000
face_4,0.7554433459015101,0.028181836149729224,0.007803680305701625,2.6881769637363564,4047200
face_5,0.7219817303948508,0.031095197985154237,0.008943602088088608,2.6615396147950974,2998700
lotus_1,0.6388958950038495,0.04301198804005077,0.017858615846965728,2.6427896488334164,2835200
lotus_2,0.7187060298433583,0.029974144817031367,0.008160788574780194,2.6286103718555887,3574800
lotus_3,0.9806278198432796,0.04134442446253908,0.018924623922226772,3.219069051391243,0
lotus_4,0.5948097934499639,0.04833501286616691,0.015595646670180258,2.583738913950927,5377000
lotus_5,0.7805564529791424,0.02491172235826887,0.005313136745874456,2.6970569598639558,4001100
pickles_1,0.8222882794318688,0.05836630686313464,0.029462427121698026,3.69982244300522,176482200
pickles_2,0.7667909404555114,0.0607398644108986,0.030399763490873043,3.837489994015913,224672700
pickles_3,0.8886486482687312,0.05304546045618955,0.026851349743719964,3.4664899027895837,157391400
pickles_4,0.8840089585119594,0.05201777493672531,0.026453174826674777,3.4303200156078497,178563800
pickles_5,0.9033910589447515,0.05500438152478709,0.027902409577258005,3.5674612498674083,105215300
