strawberry_cropped_query (14635800),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.6822965643642188,0.04365798454806684,0.011819856006371263,2.4914092763756686,999200
airplane_cropped_2,0.7273788127869439,0.038911242277301174,0.010665262105212195,2.54598633756115,2568300
airplane_cropped_3,0.6434192807280965,0.047179210301128725,0.011923703450780991,2.4297190130638855,0
airplane_cropped_4,0.6892822391543619,0.04341255721577671,0.009868592474846748,2.5161456637685244,0
airplane_cropped_5,0.6054009414913625,0.05479372721058857,0.010938840081201131,2.41481309547052,6157400
ball_cropped_1,0.7527756635093592,0.04046361815804559,0.010793772223711499,2.6267303359092296,1076600
ball_cropped_2,0.8176740432463276,0.051724824161326496,0.025779197491898904,2.9284949785908454,3004400
ball_cropped_3,0.8478781639290975,0.027047337927927045,0.006008563957922334,2.5999771183037397,4004900
ball_cropped_4,0.7097652849934937,0.0377116308324362,0.01367029404052999,2.458876198583961,988400
ball_cropped_5,0.7910593593644581,0.0419572547486516,0.013819061319768613,2.706001610038088,3000200
car_cropped_1,0.613787171901679,0.05591925700621352,0.010353527937166216,2.5289119398066258,1529400
car_cropped_2,0.6444695662369904,0.051568366785758095,0.012860936027374668,2.568437882646757,0
car_cropped_3,0.6042208650109454,0.05974208841525184,0.0204210222574246,2.6415212332329205,0
car_cropped_4,0.6128721840343241,0.05607857454469064,0.017995696487739375,2.531866336816637,0
car_cropped_5,0.5352176676125359,0.07102290866284619,0.025940854901806622,2.4692092853956815,0
cat_cropped_1,0.7552903951523853,0.029555978487328594,0.0053858900234117725,2.4677528648463882,0
cat_cropped_2,0.7158636586320701,0.033565592540152026,0.010976596971673094,2.4105907059330542,9336100
cat_cropped_3,0.741928012946761,0.032408851043992236,0.00901141926544064,2.470913039103709,1999100
cat_cropped_4,0.675947097432186,0.04193030823465606,0.018693455492614704,2.4139159229097933,2682600
cat_cropped_5,0.7443598420755781,0.0333164191859844,0.00553176117433614,2.509417086504157,3273000
dolphin_cropped_1,0.6978623785650072,0.04357965819120488,0.013302039656626524,2.542869022424735,1004200
dolphin_cropped_2,0.7077607460147175,0.040208327192063714,0.0073471070416285976,2.5143520876234122,995400
dolphin_cropped_3,0.7515148874824747,0.049039839433493965,0.01684850761687541,2.771762132218094,1662900
dolphin_cropped_4,0.6674461887278552,0.04485761394968556,0.01660537882426848,2.450701333015866,0
dolphin_cropped_5,0.7717098311279611,0.033326280966686175,0.006840793456201283,2.553662526337861,0
face_cropped_1,0.8712863284643434,0.024937269285095376,0.005116612763840933,2.6053272524557682,6892900
face_cropped_2,0.8377400290406255,0.03072986718565615,0.007651267905447222,2.626173633912733,3005900
face_cropped_3,0.8185082772490785,0.03410594893850215,0.010568344323383667,2.63736705097224,1742400
face_cropped_4,0.8772175887796505,0.02230584201163039,0.004785597590524002,2.585217921145553,2434200
face_cropped_5,0.8215017417345972,0.028475632284856785,0.005915462639172042,2.5761965812150684,0
lotus_cropped_1,0.7362417240643233,0.03504668436641163,0.010466463538415141,2.4964158401136753,6969800
lotus_cropped_2,0.7952188672467697,0.02832095376354684,0.004724978782840107,2.535672925305081,0
lotus_cropped_3,0.8995821088368117,0.03936687168589519,0.0148977731398483,2.8279199364014644,0
lotus_cropped_4,0.7889678960478019,0.02931150281241865,0.006019578853908868,2.542598333638936,0
lotus_cropped_5,0.8165131952352657,0.03303306270697576,0.009074509835686102,2.620493720171612,7191300
pickles_cropped_1,0.7968055040334805,0.0542863001886472,0.024587087713543464,2.937477495728693,130084500
pickles_cropped_2,0.8393160525922131,0.04075947871441939,0.016014305710654292,2.750050325756301,71554300
pickles_cropped_3,0.8391227885183763,0.043820581446242034,0.017492751519054585,2.795876358554634,129560600
pickles_cropped_4,0.8583587497914856,0.04031643303244229,0.01617008223916443,2.765609101285844,98820600
pickles_cropped_5,0.8470178371678431,0.04625830085547332,0.01872710889568815,2.845349479129049,112405400
