lotus_query (20719500),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.4586630750886417,0.03837254679019461,0.021730204012562693,3.116623155131454,2082300
airplane_2,0.4183451619879096,0.045094345081365034,0.022908195878380246,3.0492096146196146,3715100
airplane_3,0.4584730252650732,0.038528213854233134,0.016790751649105738,3.1035429716489706,296900
airplane_4,0.4686613742435408,0.03703589194209849,0.01612144304474644,3.120417236362998,0
airplane_5,0.4808984121585448,0.03537904168931495,0.013960260933823194,3.1171209144559944,6750100
ball_1,0.36815629625106494,0.055652228499686124,0.027281334479224373,2.9778022945175757,3129700
ball_2,0.8113025564191404,0.01618631512868801,0.005823029960221024,3.590870461838776,2000500
ball_3,0.45608747363670177,0.0388676959987617,0.020698850323023866,3.0952692788994285,1979300
ball_4,0.351419050141243,0.05992969240426867,0.03377412903020561,2.9423360087228674,0
ball_5,0.5664985065295917,0.026094161958568736,0.009557748761616754,3.258334740712243,6949100
car_1,0.38073922973183616,0.05306891508216467,0.019118334942988143,2.9869951357561093,0
car_2,0.3634309585550865,0.05710791820815051,0.0229733498821366,2.955123583988561,0
car_3,0.3869661363557589,0.05158645214947375,0.024561432398999723,3.0011076274300237,7926100
car_4,0.3088034689174632,0.07309409504144083,0.03361505752655632,2.877033780081704,0
car_5,0.3194895354192372,0.0693010983968568,0.03169430427189863,2.905004927024167,5747100
cat_1,0.47665856486883335,0.03600745281884842,0.01627518757443656,3.08939505087183,3123500
cat_2,0.305219642220566,0.07419750381302227,0.03540210709354996,2.856888814737262,3808700
cat_3,0.3369850783995784,0.06373670280449942,0.034543605471944794,2.9208982943203075,329900
cat_4,0.3033496293339257,0.07426373236312006,0.040974912735446,2.885387866527279,0
cat_5,0.3413148532544444,0.06213584431889516,0.026337972268500022,2.9308198070795446,7822600
dolphin_1,0.31601907743252333,0.06753280939304991,0.039746343080373295,2.971853292149049,3003200
dolphin_2,0.3281473711330721,0.06585557909604521,0.036036562558391834,2.9349787912018246,2005300
dolphin_3,0.6346830689381985,0.020744244877308377,0.006676158338561922,3.3202689283150923,1887600
dolphin_4,0.3413221122689198,0.058520601987142026,0.03232779826058276,3.0563672881596213,3004300
dolphin_5,0.43711282234483134,0.04210120996096117,0.017615018670487106,3.0491164768153234,2631300
face_1,0.4093387782322021,0.04718946054962931,0.024907226180703602,3.0122017546895385,0
face_2,0.458398089857412,0.03864708518434194,0.018175345170745434,3.080790347775183,8152300
face_3,0.47656757667677785,0.03597419814048668,0.01606291725514764,3.1041886426860787,2998000
face_4,0.42163978748327585,0.04470193421957584,0.02421608802807651,3.03733732765243,4047200
face_5,0.3933152604278172,0.050000413898718975,0.025188866328752328,3.0074909518328745,2998700
lotus_1,0.34761896500876077,0.058885944785730136,0.03474446486613951,3.004326788351426,2835200
lotus_2,0.38589778346676923,0.05204975210423152,0.024707699320383966,2.9791868686655154,3574800
lotus_3,0.9328332806962136,0.010033435213485228,0.0013700425793117935,3.582645080975713,0
lotus_4,0.3337150898312052,0.06511810385576337,0.031744094532868875,2.914863937176479,5377000
lotus_5,0.4295484267028469,0.04337880010761367,0.01815394860930265,3.032315681391882,4001100
pickles_1,0.7438323442211108,0.026564814525543125,0.011795372895708435,4.055389460518508,176482200
pickles_2,0.6903877529810853,0.028617177966101703,0.012653244471006728,4.176026418289248,224672700
pickles_3,0.7532777432071645,0.023972902151358073,0.009562566279305464,3.8451200734916138,157391400
pickles_4,0.7350460692676689,0.02388524171595831,0.009177970598345943,3.803410686674892,178563800
pickles_5,0.8130402086827762,0.023793452515204688,0.010332064062883794,3.940135302694013,105215300
