airplane_cropped_query (14635800),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.8134289464169708,0.03300912973581947,0.008323753700106743,2.379384594277618,999200
airplane_cropped_2,0.8816125482928544,0.026517041889801966,0.005104724672315794,2.425054697939487,2568300
airplane_cropped_3,0.7871963240876756,0.029883378070956618,0.004029545297513823,2.3154538357617436,0
airplane_cropped_4,0.8563715479384402,0.0266737095671168,0.004955198925848326,2.3926259745954006,0
airplane_cropped_5,0.7299384999732217,0.0406896569697025,0.008421321044195828,2.2975617660450305,6157400
ball_cropped_1,0.848601563217687,0.040832351436120004,0.013320449819465868,2.511083843717779,1076600
ball_cropped_2,0.8716002099561226,0.06219781440097345,0.029512247775521555,2.8389391278057072,3004400
ball_cropped_3,0.8559296716005307,0.04103574945608074,0.01206071883280928,2.53117334646626,4004900
ball_cropped_4,0.6958560203553229,0.05569381598622275,0.01539645683800071,2.425881427291472,988400
ball_cropped_5,0.8343117639745647,0.05156828051809514,0.017550285544718682,2.626069425395899,3000200
car_cropped_1,0.7652018616137267,0.03961389119576873,0.00778184997339692,2.373233584558717,1529400
car_cropped_2,0.8673447149385543,0.023530031665729985,0.0033296827141271143,2.3952211717660448,0
car_cropped_3,0.7896954713886998,0.039609059670238936,0.010261458069068584,2.431404400593685,0
car_cropped_4,0.8160081457600452,0.028953822214748424,0.00711265826854065,2.3585803980154365,0
car_cropped_5,0.6895554795879432,0.04864434573776033,0.015633912965223592,2.2916987889555704,0
cat_cropped_1,0.8056874508844113,0.034881673363062866,0.00861197647895054,2.3986979124067873,0
cat_cropped_2,0.7317818393598448,0.04537571137547732,0.012754452709121044,2.359543011199021,9336100
cat_cropped_3,0.7748637153697027,0.04118917244954405,0.01186165883236667,2.4083140368614377,1999100
cat_cropped_4,0.7204158374638707,0.047614680905233166,0.017591327244935003,2.3480216225505175,2682600
cat_cropped_5,0.7941038217031005,0.03909946477090349,0.010586198439065594,2.429300645778459,3273000
dolphin_cropped_1,0.8315320388546898,0.03445089882661071,0.009068871139141945,2.4295683969049344,1004200
dolphin_cropped_2,0.7926274554004532,0.03932266217697939,0.010673687093083428,2.4323757081041415,995400
dolphin_cropped_3,0.8876222604746498,0.04770750686282228,0.019060297522758226,2.6404690300309572,1662900
dolphin_cropped_4,0.6793688393142016,0.057588633371099616,0.01628670286281478,2.408109682877951,0
dolphin_cropped_5,0.8676807197687666,0.03218699316456735,0.009519019091356258,2.4501908905778196,0
face_cropped_1,0.9001712770991338,0.03588945963601474,0.01076210552388537,2.537067217425316,6892900
face_cropped_2,0.8803426616647111,0.039770212900653135,0.012603945231014253,2.5467756823391343,3005900
face_cropped_3,0.8658745511272549,0.042545263989538125,0.015243849081869681,2.5597805175269626,1742400
face_cropped_4,0.8700699353868486,0.038596147370413114,0.011474439907129475,2.5268979834626992,2434200
face_cropped_5,0.839314576477662,0.04084784121913754,0.012010716889363959,2.5128040196835464,0
lotus_cropped_1,0.7687115012807729,0.04412799419869457,0.012232335014925641,2.4317155245248316,6969800
lotus_cropped_2,0.8584017792366814,0.03255112178105827,0.009062973287809849,2.463755085498633,0
lotus_cropped_3,0.9448404839055498,0.050014720790869084,0.019310448177241753,2.7363270202284564,0
lotus_cropped_4,0.808275390294559,0.0411562310631226,0.009864459828509453,2.49050862870061,0
lotus_cropped_5,0.8870522815233132,0.03785996350806346,0.01379303484704453,2.5330213386897427,7191300
pickles_cropped_1,0.9065147407267714,0.06013462571974912,0.02722815054242119,2.8102213228488515,130084500
pickles_cropped_2,0.9079993509973983,0.04810242726900589,0.019515895358783928,2.6533047483757772,71554300
pickles_cropped_3,0.9277237667686233,0.04967765754397731,0.02051028117698259,2.6905286606958914,129560600
pickles_cropped_4,0.9313415505352558,0.047520928516422103,0.019266398000220578,2.6664294841943414,98820600
pickles_cropped_5,0.9438933469355727,0.05215545176036531,0.021516768452899408,2.7382438681321246,112405400
