face_query (20719500),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.9566588649070011,0.02563405018406286,0.004037546114604327,2.618689954500932,2082300
airplane_2,0.9222351567345533,0.02314347861956344,0.00377998044902662,2.5518012270197223,3715100
airplane_3,0.9019161283326992,0.03164379707556741,0.008983106963033996,2.600849409434014,296900
airplane_4,0.8945990591457169,0.03398486993765414,0.009653457807956114,2.62125893294845,0
airplane_5,0.9197476249618073,0.03141117749634957,0.010763116894996462,2.619474896196557,6750100
ball_1,0.8751066223457417,0.021511463253160674,0.004421992333916017,2.4745381976729877,3129700
ball_2,0.9469899206418342,0.06232464089143057,0.02908851091589706,3.1079603759449923,2000500
ball_3,0.9544646218483664,0.02434201836681238,0.004589716084692785,2.5940039971414515,1979300
ball_4,0.830316973395992,0.026164174871185945,0.01045420498552245,2.447625275263026,0
ball_5,0.938607889977665,0.04152987282355634,0.015256195331519614,2.7557205712415507,6949100
car_1,0.8436303439040351,0.028129405013477916,0.007537301759887399,2.4863542419079954,0
car_2,0.8499811043240426,0.02421191030421742,0.0045894109555289775,2.4645615434906336,0
car_3,0.8799431750193528,0.023422699577381426,0.004100957192843,2.5016787392534283,7926100
car_4,0.7621263211618647,0.031165746610330503,0.01043430044402849,2.3734152743760384,0
car_5,0.765802077395428,0.03266838960828134,0.009186112638510094,2.4014724201335986,5747100
cat_1,0.9615562830639378,0.024480737341222546,0.007947183811417588,2.5978506718793866,3123500
cat_2,0.7621248708358804,0.03069550754270073,0.011992038117516271,2.3651291275291255,3808700
cat_3,0.8074190717985361,0.028108484436897715,0.011328382299681248,2.4291887399107717,329900
cat_4,0.7248855496225679,0.03897246175834303,0.0175110636343794,2.381687104798727,0
cat_5,0.82866053741628,0.025706148819063947,0.0047225548475231215,2.449011375677377,7822600
dolphin_1,0.7081000370160766,0.047102433528869864,0.016780308117287854,2.4664171487790245,3003200
dolphin_2,0.732790013292916,0.0416299609830514,0.013412609763871819,2.443708161648054,2005300
dolphin_3,0.9711238636890575,0.0438407060558297,0.018013945193345218,2.8159786111550926,1887600
dolphin_4,0.7837585928328155,0.04044670088998248,0.010248025767781232,2.551272478276674,3004300
dolphin_5,0.9404665292737054,0.02171999268066924,0.0067193272572972145,2.551157296863868,2631300
face_1,0.9421301018621194,0.016519813027701127,0.0023690339563347757,2.5135436538933837,0
face_2,0.9635414337097916,0.022052994553401827,0.006154835375673212,2.5788071886370587,8152300
face_3,0.9419343404758614,0.02796569429242088,0.008907871144081697,2.6079742153545338,2998000
face_4,0.9540210062792049,0.017807822299760218,0.00242748327936742,2.538575183254772,4047200
face_5,0.936825328740829,0.016201813766389413,0.0025697225960857944,2.5054046968084656,2998700
lotus_1,0.7990055439907573,0.03526974714538162,0.011594597866860769,2.5001132710724585,2835200
lotus_2,0.9150134831797987,0.016577102830397504,0.002247296498193256,2.482370406673182,3574800
lotus_3,0.9928337173587112,0.06028138790010425,0.02462099224511253,3.0862838022107706,0
lotus_4,0.7830113031381567,0.03143068816728422,0.008916196190584702,2.4208397599865785,5377000
lotus_5,0.9442129070783659,0.020107814343449548,0.006218132266447119,2.53986018615111,4001100
pickles_1,0.8904049310385169,0.07618300172540056,0.03532760818491582,3.575084079232394,176482200
pickles_2,0.8562251339684815,0.07831805171642627,0.0362284596006805,3.705047485650943,224672700
pickles_3,0.9618078035688733,0.07005353258037406,0.03284471154297136,3.350835423463977,157391400
pickles_4,0.9514096133904792,0.06901936821554493,0.03239471886446377,3.308635735707586,178563800
pickles_5,0.9711535763036341,0.07261843546330275,0.03383977371385465,3.4486360128569507,105215300
