ball_cropped_query (14642100),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.9013274154257591,0.02152406641973055,0.004583063322552317,2.355338933276396,1994700
airplane_cropped_2,0.9101215299740943,0.030895693567076256,0.009653023792452002,2.4399775389948166,1619800
airplane_cropped_3,0.8621427557111835,0.03207679729642367,0.010886901831910703,2.383109944152879,0
airplane_cropped_4,0.8839310456267484,0.03396473389440863,0.011707606202451846,2.4316927296757957,0
airplane_cropped_5,0.8703669363253828,0.026926316881205118,0.007318496158359841,2.3537280385046118,0
ball_cropped_1,0.9262859127043971,0.04517794572458679,0.0260896726541933,2.5857407543628437,0
ball_cropped_2,0.9829133463550963,0.06406190937226378,0.04119658230522546,2.8531922534055854,6931100
ball_cropped_3,0.9762753637331241,0.027895995455309,0.013876353312946035,2.475533379087026,3140900
ball_cropped_4,0.8750847884067047,0.02297389571194791,0.008847183684907755,2.332974721555777,1019000
ball_cropped_5,0.9275596757797044,0.04691804524730489,0.02701798910730252,2.596326720411435,2927300
car_cropped_1,0.8083949415279529,0.04548572279708466,0.016734474714046717,2.44330689462629,833300
car_cropped_2,0.8387632026683287,0.04628749068888551,0.016130654879814285,2.512372577329445,0
car_cropped_3,0.8095369663798471,0.05271884543484699,0.02117904662377619,2.543488720851935,0
car_cropped_4,0.7757365219921151,0.04781906294009134,0.018081652885670593,2.428273558712758,0
car_cropped_5,0.6848296995526751,0.06493805621354476,0.026029168546938694,2.462150361076875,0
cat_cropped_1,0.9392361118125194,0.019929679552102522,0.0073947383907932325,2.3839460460475967,0
cat_cropped_2,0.9347636947802664,0.015154888587874088,0.003571979461706716,2.34191822762623,6216800
cat_cropped_3,0.9030740131618491,0.03093140968997104,0.01129864159303957,2.4239225381368557,0
cat_cropped_4,0.8826408100854111,0.020941320370257588,0.006031665706234924,2.3191747128686426,0
cat_cropped_5,0.8888533408376215,0.045834259250023275,0.02478794368159023,2.5445858523108535,7987400
dolphin_cropped_1,0.8699502129933332,0.0349932095774983,0.009784336508018718,2.4314231502086896,1001200
dolphin_cropped_2,0.9008287230570513,0.03644886149530934,0.01594755479791876,2.474305508573297,1994600
dolphin_cropped_3,0.9066117443939179,0.04796652417520088,0.02623290577160023,2.587896155003752,1012900
dolphin_cropped_4,0.8257678851419891,0.028270767017901065,0.011372543766577013,2.2949818267656723,998600
dolphin_cropped_5,0.912978155245486,0.03321661185511686,0.01634767615182881,2.4488303493304096,1043100
face_cropped_1,0.9750040073630101,0.02598789049607531,0.011609349631870854,2.4574487711935977,0
face_cropped_2,0.9650082707723628,0.030581744084262494,0.015036481137870454,2.483041953978155,6602900
face_cropped_3,0.9567314627409219,0.035031895512114455,0.019073103316489835,2.5091792797536105,2111400
face_cropped_4,0.9780410506277493,0.02247358428929166,0.008680191675299941,2.4360055007181862,1980400
face_cropped_5,0.9622213256166599,0.029881410757766583,0.01566254123984934,2.4733983627832097,3132800
lotus_cropped_1,0.9374379899555175,0.01828256859616796,0.002973312997744047,2.3770556798330214,0
lotus_cropped_2,0.9586852641095185,0.018470098418686333,0.005423468494531898,2.3966908704697474,0
lotus_cropped_3,0.9900959752736803,0.053251582389797755,0.030055425559842502,2.713930308457178,0
lotus_cropped_4,0.9499615618182559,0.024865785751878998,0.009678437248988309,2.438175774476596,6668900
lotus_cropped_5,0.950963197066496,0.03738615164951857,0.020748768675215887,2.5197415718676037,267500
pickles_cropped_1,0.9428638797277867,0.06574274418238668,0.04061699777951288,2.855769172609981,110826000
pickles_cropped_2,0.9377386481140694,0.05907249761071406,0.03619033266374327,2.741523858687469,64768600
pickles_cropped_3,0.9423340174037796,0.06330892942265234,0.03929649441435978,2.8085243878922057,125877700
pickles_cropped_4,0.9677124079684378,0.05509872417685378,0.034850240859141436,2.717842920184761,101031100
pickles_cropped_5,0.9143334659995648,0.06682280389407771,0.040253326180151185,2.837570036864654,113788500
