strawberry_query (27740600),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.8234599441169561,0.026057817691292798,0.007253016510409439,2.6923095621138113,6955600
airplane_2,0.8285798100061097,0.02389704061022198,0.006574386565430055,2.673262785751218,2211200
airplane_3,0.8650003284802811,0.02759526904433704,0.007029407213505628,2.7785893281899683,3020100
airplane_4,0.844117442546544,0.03027426635818675,0.007710696672730485,2.7946827873465305,2317200
airplane_5,0.871437557413549,0.02856583434639011,0.008218442673102096,2.798644549320221,0
ball_1,0.7559556830092532,0.028461500615006154,0.010605619069445222,2.594188098592703,5984600
ball_2,0.9752867112916204,0.05203351100177668,0.029914170946947562,3.314308294643835,1449400
ball_3,0.8745872119009822,0.018599176060253755,0.005252141722170033,2.6718269232940313,4037200
ball_4,0.7417584917277986,0.028927319939866074,0.014936510139065044,2.5622953371703865,3261100
ball_5,0.8548712503591684,0.03809878687022164,0.015527131355997375,2.9152171499473813,1998700
car_1,0.8018916415488776,0.028728529417273864,0.007824903571014126,2.7047989132799475,3726100
car_2,0.7677919336527852,0.02945461129738201,0.006953187730210574,2.6447827739848386,0
car_3,0.7600300894690056,0.0307214615293361,0.008270260748868863,2.6438590858686726,0
car_4,0.6677612587081833,0.039627874451333346,0.014856900991151537,2.5466602625766965,7800800
car_5,0.6939027224917919,0.0380065059533844,0.011093485093702907,2.6079098230876117,3085700
cat_1,0.9295714013478162,0.01942655256339797,0.005117611219787801,2.7497041874366803,2787200
cat_2,0.7150802171079899,0.031050654993241947,0.015226115735349736,2.5223064444818295,456500
cat_3,0.7461821416674627,0.029083142182773178,0.012207239543087526,2.573395106394635,6503800
cat_4,0.6424514401394016,0.042701261567589494,0.02350255870041227,2.5002317177413254,0
cat_5,0.8593917250879138,0.02604138308049747,0.008724326122234982,2.7398977472183734,0
dolphin_1,0.6404352495301602,0.046611556618359494,0.01750221060368054,2.610249378894705,7826600
dolphin_2,0.7103064593191654,0.03540459717097171,0.010309351145202691,2.5985792156000853,2005200
dolphin_3,0.8759974192692861,0.035249949514420516,0.01468969684762312,2.8977355900398565,3006500
dolphin_4,0.6473853777779995,0.04317231836111464,0.022538923466467162,2.5314464132732093,1214400
dolphin_5,0.8603928418466342,0.02141161068263043,0.005047420436638942,2.697846328719245,0
face_1,0.7957255268173434,0.024513810864556444,0.00929174564633469,2.615719842745808,8854000
face_2,0.8679058586394248,0.020655081371729146,0.00475140874574877,2.6924897102569494,3000200
face_3,0.9174614378390928,0.018680290206078358,0.004706502605893089,2.7267825562889456,2505200
face_4,0.7600834245219975,0.02837417990633492,0.012761736710128029,2.5942618732424543,0
face_5,0.7940210575699888,0.02435478420718273,0.009165217108301007,2.609537044316937,6382700
lotus_1,0.7049387365549186,0.03544809509230463,0.017310442518454112,2.571766533636006,0
lotus_2,0.8367023100481966,0.020686484926073754,0.005454363763883414,2.6404483531499436,7050400
lotus_3,0.9896475144268126,0.04808914564555481,0.025047747790041725,3.227778207862574,0
lotus_4,0.721706389235361,0.02944321116517939,0.01611958887239233,2.516005962476471,6784300
lotus_5,0.9092459978581613,0.019252328237568093,0.004802771237032968,2.7236601126827256,4136200
pickles_1,0.9043761852296053,0.06681799108327709,0.03866366466383632,4.1092132042858625,150650300
pickles_2,0.8978133451668355,0.06784526014760148,0.03906927394603975,4.239881462854013,200414800
pickles_3,0.9362541108268727,0.06299869292907383,0.03664375687916865,3.786048466734901,137679600
pickles_4,0.9298108829377797,0.06271569731884251,0.03685239580527675,3.7585071425376793,173680300
pickles_5,0.9713546200016754,0.06389868140857896,0.03722774194201032,3.860094813008127,111994200
