car_cropped_query (14642100),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.657563173844383,0.044807711481672306,0.02225907067387116,2.516616711037266,1994700
airplane_cropped_2,0.7618165372689691,0.03180820796772518,0.01361445839467708,2.584231289163142,1619800
airplane_cropped_3,0.7330731118554767,0.0322150201977022,0.012162321166279924,2.5304923767344807,0
airplane_cropped_4,0.7640556375019019,0.030568014222433076,0.010984253989845233,2.5747946459848348,0
airplane_cropped_5,0.67632295228348,0.04093295469522561,0.01619687794792867,2.512295724291165,0
ball_cropped_1,0.7965378214253653,0.037858828849096804,0.010844436204950668,2.783962405693351,0
ball_cropped_2,0.8391165158391831,0.05076614987166893,0.02303999551459767,3.0552217745528516,6931100
ball_cropped_3,0.7453316721455963,0.038629055381624124,0.011916695099145166,2.6774645700238575,3140900
ball_cropped_4,0.5569082015470724,0.06363159792968287,0.030474961211399428,2.5382089771786918,1019000
ball_cropped_5,0.7862581519078212,0.04042304339689391,0.011026488725708578,2.804714241685094,2927300
car_cropped_1,0.7667029296126457,0.029060771677695496,0.006745289799673528,2.5832539846613587,833300
car_cropped_2,0.8297961825499981,0.024049763140891387,0.008039322419298422,2.6202203854109305,0
car_cropped_3,0.8232595376231652,0.027051346773356542,0.007286361601265596,2.651251129444971,0
car_cropped_4,0.7364751270442316,0.03144526075089636,0.011911341955632438,2.5195474828313675,0
car_cropped_5,0.7510701297183281,0.029191658081419544,0.01070435271147489,2.5348267694948987,0
cat_cropped_1,0.6741912174923598,0.043868604329853886,0.015922391757276985,2.5653804892485756,0
cat_cropped_2,0.6300136465237876,0.05012890291359896,0.019980885345853742,2.5352289227452607,6216800
cat_cropped_3,0.7021499328941421,0.041113942773169924,0.013900095006477615,2.6012301680183496,0
cat_cropped_4,0.6175589065326202,0.051222309198913955,0.026730906958094026,2.496554665731615,0
cat_cropped_5,0.7887770492812508,0.035827740410357495,0.010958498560401908,2.719064673537015,7987400
dolphin_cropped_1,0.7767350779481701,0.02743271675287104,0.013848521277720354,2.5507242228198983,1001200
dolphin_cropped_2,0.7875445580824645,0.030431811339133967,0.009810972492453376,2.629676544730918,1994600
dolphin_cropped_3,0.8428673660195086,0.03230219218386749,0.009899849862336574,2.7541441748776996,1012900
dolphin_cropped_4,0.5492339906605134,0.0644767442993094,0.0326002447722442,2.4898834741062164,998600
dolphin_cropped_5,0.7807060421015766,0.030581515689306667,0.008541947629942839,2.6213774563411016,1043100
face_cropped_1,0.7564278936419963,0.03584597785959888,0.012226212137126952,2.642175491176761,0
face_cropped_2,0.7899048895607945,0.03262681276994388,0.010617246485406845,2.667137611544633,6602900
face_cropped_3,0.8285066650227385,0.029295483905116187,0.00964706564158916,2.696697891236859,2111400
face_cropped_4,0.7232292369758366,0.0395080238123525,0.015039227164632189,2.624624372448468,1980400
face_cropped_5,0.7837740816082326,0.03284483360648308,0.01046205773979364,2.6587665515955017,3132800
lotus_cropped_1,0.6464038755746264,0.048196111874752964,0.020516500200924343,2.569988312423698,0
lotus_cropped_2,0.6694744224460512,0.045465427925194986,0.017698509868167612,2.58981210064744,0
lotus_cropped_3,0.8846880841290684,0.039411903491099465,0.013719589012676418,2.9163152577785523,0
lotus_cropped_4,0.7039592365614648,0.04163630286015556,0.013940799705807277,2.6256020638815754,6668900
lotus_cropped_5,0.8401971729618872,0.028833282195143344,0.00937983587875593,2.7071969429595684,267500
pickles_cropped_1,0.8177279415837524,0.05144439667451375,0.022263624379166003,3.036696207982571,110826000
pickles_cropped_2,0.8557578632226915,0.04287793869812826,0.01743669851735379,2.9087856361129507,64768600
pickles_cropped_3,0.8691527615217138,0.045546833072436996,0.020476149674979665,2.9734855520885715,125877700
pickles_cropped_4,0.8576465675369703,0.04174591437617204,0.01668782921048404,2.8941786657134245,101031100
pickles_cropped_5,0.8708241514906584,0.046549547866843566,0.021006016160535056,2.9927307610204608,113788500
