airplane_query (27740600),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.8240195459575068,0.017408582782971666,0.009956352610687003,2.7311430895790294,6955600
airplane_2,0.8199930580288598,0.016565989377928542,0.00871720992561242,2.714866585494819,2211200
airplane_3,0.9622148161819172,0.007373178172355141,0.0013549130506713414,2.807518491730384,3020100
airplane_4,0.956103480829036,0.008339131314058827,0.0013709716838725438,2.811572821471915,2317200
airplane_5,0.9559770380752919,0.010259344937293653,0.0027917119140854207,2.8300174942773477,0
ball_1,0.7119301572667203,0.02726602433980425,0.014178851895227676,2.6483271852764405,5984600
ball_2,0.9723986171844466,0.04357993856280159,0.025701654984563414,3.384569176031935,1449400
ball_3,0.7635595128210432,0.02566088145595481,0.010183916413200676,2.7471284699069036,4037200
ball_4,0.6542887157100467,0.03570186503511832,0.019574997804639425,2.6289209857718565,3261100
ball_5,0.8856561384052458,0.026644174575225065,0.010902249422693027,2.96115093352297,1998700
car_1,0.8487005335362106,0.01355053335266438,0.002716568718479339,2.733083951722693,3726100
car_2,0.7821428291747433,0.018639053451949352,0.008493198036908865,2.6749140023030376,0
car_3,0.7828236805181557,0.018589985674414906,0.010273718240318525,2.6735703273514844,0
car_4,0.6549356647963873,0.0334814741928307,0.017363131373598028,2.5765894201174877,7800800
car_5,0.712863638850187,0.02617600340412242,0.012394168673810798,2.626023614851702,3085700
cat_1,0.9094226105122601,0.013290662131163398,0.003925162966087234,2.8143306222357203,2787200
cat_2,0.6144618367616252,0.041328173179746255,0.020030734860302397,2.597629721983427,456500
cat_3,0.6560360479213639,0.035985974824640235,0.016956934936526242,2.6448511996510176,6503800
cat_4,0.5988373758708104,0.042898850358956894,0.02776323322296047,2.555680387443456,0
cat_5,0.812273171009456,0.02340952181274679,0.006002673311711162,2.811266840365069,0
dolphin_1,0.6744465434791158,0.03205163552808765,0.01954056595805244,2.6172639780956204,7826600
dolphin_2,0.6672887705347348,0.03418435150241588,0.014445500349154622,2.6534978202688553,2005200
dolphin_3,0.9039640206648584,0.02399463357370451,0.009940067732837182,2.940000626939206,3006500
dolphin_4,0.561326626793309,0.05104903296057606,0.027291467575664828,2.611547402089609,1214400
dolphin_5,0.8540896356072405,0.01371396850487034,0.0037784565523407087,2.7389196378219784,0
face_1,0.732992691999367,0.025876400114132243,0.013203674247777587,2.674624679431947,8854000
face_2,0.8398122301869656,0.01595458943410455,0.006637313502352754,2.7384819577060817,3000200
face_3,0.8752366390919294,0.015435818930425158,0.004439163035177621,2.7956583910321213,2505200
face_4,0.7018305613970537,0.02942682803457349,0.017041354289471664,2.652640873405256,0
face_5,0.7242454096450247,0.02693436325137158,0.013406051064165276,2.6721941316488436,6382700
lotus_1,0.6341712718966079,0.03927129406186198,0.02183815917386493,2.638302846032518,0
lotus_2,0.7498967426487058,0.025174810210558188,0.009878878720770432,2.7062944937853803,7050400
lotus_3,0.9856957455487846,0.03970590744175213,0.020894269275329863,3.290417818568611,0
lotus_4,0.6103437835898627,0.04191733623017152,0.020962686317091667,2.595484720594178,6784300
lotus_5,0.8607727820895116,0.016851053141043702,0.0044658187262231735,2.7946256093270487,4136200
pickles_1,0.9636593068323555,0.057584049159574706,0.03434109792870034,4.119097622849321,150650300
pickles_2,0.972130776552361,0.05862136441089859,0.0347865523982916,4.269569259650953,200414800
pickles_3,0.9794305280176102,0.05360218327135063,0.0322135919896718,3.7862780296785905,137679600
pickles_4,0.9683843257475778,0.053370750703629184,0.032457233287790044,3.7759360829150133,173680300
pickles_5,0.9986280868046895,0.0548971781695338,0.032866239172158376,3.8756073289449233,111994200
