face_cropped_query (14642100),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.708191633530064,0.03442273516021617,0.017935992917828776,2.502219257863177,1994700
airplane_cropped_2,0.7738763819565072,0.029170751801765628,0.010605550295904462,2.586748491957249,1619800
airplane_cropped_3,0.7524664781429025,0.028002250395361437,0.010032582169066075,2.5279434551139195,0
airplane_cropped_4,0.7849013103214204,0.02640816543644492,0.007846480808775917,2.576725276346161,0
airplane_cropped_5,0.7215179058765002,0.03152578278308826,0.012570679075376874,2.500304712102183,0
ball_cropped_1,0.8741359855155449,0.02746388054079003,0.01053730985351536,2.72557619930691,0
ball_cropped_2,0.974164480226141,0.04042190421689834,0.025068281799357644,2.9931274601504256,6931100
ball_cropped_3,0.9019255499381064,0.014689151483256675,0.0032572009620625295,2.6178940468857013,3140900
ball_cropped_4,0.6640143989645604,0.04134991650799627,0.02478033912674062,2.4818978495279005,1019000
ball_cropped_5,0.8532707789173715,0.03165636522943879,0.011465749307995345,2.7530444759243418,2927300
car_cropped_1,0.7735604904099888,0.027234249860551053,0.008279802660632524,2.5823383871848606,833300
car_cropped_2,0.7763480923550565,0.031685927298499755,0.010424841419200883,2.658654230935747,0
car_cropped_3,0.7868514520621612,0.03182428154324803,0.013465914327538152,2.68860907705062,0
car_cropped_4,0.7016560081474588,0.03723540471017659,0.01614806979940903,2.5676527607298083,0
car_cropped_5,0.6646709694967503,0.04435789643675934,0.018995550565648264,2.6013820974303634,0
cat_cropped_1,0.7975775901274708,0.021083449341007154,0.00924237183709741,2.5225554449183933,0
cat_cropped_2,0.751442805005812,0.02613722449380445,0.013635071423305792,2.4834186341944147,6216800
cat_cropped_3,0.8220083089076546,0.02030362299326497,0.006070777599036472,2.558251418055902,0
cat_cropped_4,0.683742904244004,0.03712101739143196,0.02162398500679973,2.466651906572498,0
cat_cropped_5,0.8886479308470208,0.02159366467245564,0.008696958771051352,2.6692934059846167,7987400
dolphin_cropped_1,0.7234088255230124,0.035981755471564104,0.011804415112141014,2.57999003910599,1001200
dolphin_cropped_2,0.8502425178169375,0.02004370711173393,0.0034538982196656576,2.6136144174163554,1994600
dolphin_cropped_3,0.8506715848979131,0.030685386181847546,0.011128026965150256,2.735617762017032,1012900
dolphin_cropped_4,0.6143905424302685,0.04973708974125502,0.027373245524883252,2.453623512561569,998600
dolphin_cropped_5,0.8802195282494951,0.01414682567710823,0.003662571399707372,2.5916040411804486,1043100
face_cropped_1,0.883110731590627,0.015796879653292885,0.005221205635218671,2.6037858766741637,0
face_cropped_2,0.9382202482403903,0.010240543198912799,0.0019707086798108563,2.6214172449647415,6602900
face_cropped_3,0.9511478567630468,0.011542379780348458,0.0030828994710228215,2.647581574748554,2111400
face_cropped_4,0.8603126698277695,0.016991264797604586,0.007938993631663716,2.580107654627314,1980400
face_cropped_5,0.939633741820884,0.008978580494239838,0.0014459455422185141,2.6115715478189903,3132800
lotus_cropped_1,0.7304509244850483,0.032092402011359884,0.014786985278104818,2.527144287512488,0
lotus_cropped_2,0.781436094642379,0.02522627620409368,0.01134634389978084,2.5454630659379895,0
lotus_cropped_3,0.9715053726822266,0.030709126872689643,0.014013598550051642,2.8664228879812836,0
lotus_cropped_4,0.8123067476288408,0.023202111335126355,0.007264758691180779,2.5854533420933623,6668900
lotus_cropped_5,0.9525131631823535,0.012906673006950389,0.004666482770222353,2.656513689940347,267500
pickles_cropped_1,0.8847802175524541,0.04580401875809776,0.024626467548240834,3.0017825622532968,110826000
pickles_cropped_2,0.896335319183014,0.03855738237306813,0.020305926290671527,2.8851046816331345,64768600
pickles_cropped_3,0.8944190552897744,0.04288009885754253,0.02334144761379109,2.9513412599547815,125877700
pickles_cropped_4,0.9045777384925314,0.036723280839589714,0.018949982489153226,2.8630341173468867,101031100
pickles_cropped_5,0.8638243154337648,0.04644704044898289,0.024321757741653665,2.9844448155955434,113788500
