airplane_query (16972500),intersection,norms1,norms2,bhattacharyya,MDPA,cosineSimilarity,hammingDistance,Time
airplane_1,0.9074429863434066,0.18511402731318677,0.05051391567552091,0.007321407318206338,3.7716454362650444,0.08302909443285879,10,14552900
airplane_2,0.8918691641125471,0.21626167177490596,0.04935046210400424,0.00935329266747547,7.296117527569405,0.06816409981466369,15,14110600
airplane_3,0.9098495553384187,0.18030088932316252,0.06908883008803492,0.005771644918079988,6.39349700750238,0.09203955503555597,13,13887600
airplane_4,0.9285349455986982,0.1429301088026037,0.03653916855762365,0.005366378752001843,1.2678982739219797,0.08204966819548717,9,13769800
airplane_5,0.8255147139173755,0.34897057216524874,0.15658447982035215,0.019129371667134073,19.332744528245176,0.11106017148628532,10,13761700
ball_1,0.8036919486773848,0.3926161026452304,0.1282897924842818,0.036341415508794946,23.987638782310903,0.048451229644030626,1,14959800
ball_2,0.602482671469823,0.7950346570603539,0.3634596364156999,0.11582633777959195,33.86615381028168,0.1576600038755627,9,15960900
ball_3,0.7663792919104179,0.46724141617916426,0.09895300643216189,0.03933157189356865,13.260223728234719,0.05847191004708509,2,18542000
ball_4,0.7828313729974937,0.4343372540050128,0.11252500025653589,0.034389616204521425,13.651040657193773,0.05120132319757217,1,14875200
ball_5,0.7110181581509867,0.5779636836980268,0.2140637310230339,0.05617500542992856,22.486413431347323,0.12030038077309815,1,14360800
car_1,0.8934813900185894,0.21303721996282113,0.07278613320458188,0.008357121013146545,10.318667935375661,0.06237391508957276,15,12272700
car_2,0.8467874450926346,0.30642510981473103,0.12664660922790705,0.018690320888186583,15.0561156388629,0.04785995457396781,13,12337700
car_3,0.7983064171684104,0.4033871656631791,0.14610696304289514,0.02892924499263299,9.06971018518478,0.04336088564266574,14,11625900
car_4,0.7892840937242444,0.4214318125515114,0.14038645450601764,0.031567197305521905,22.99503272854141,0.04358730685337481,10,11791400
car_5,0.7870506535912143,0.42589869281757164,0.14669413858959288,0.032738750537475145,20.270227313989803,0.04320673817703846,11,12093200
cat_1,0.7689333902704453,0.4621332194591097,0.1619653111105276,0.04293823264956965,12.875518282835102,0.04132655015241019,16,14518500
cat_2,0.7124237535345064,0.5751524929309875,0.17095810790004237,0.0619378402437129,23.12663102455921,0.03656128870925972,6,15257300
cat_3,0.7664041904499921,0.46719161910001605,0.14564158806960156,0.04073211070674064,14.74233831009155,0.04267734970582556,14,14247100
cat_4,0.7705472945796693,0.45890541084066166,0.12464629374951107,0.04050359282603866,19.38171968205884,0.04872824430474656,0,12460800
cat_5,0.7387878256505067,0.5224243486989864,0.16455065921335463,0.05501754495845536,15.541470247432441,0.04042558337277724,15,13912200
dolphin_1,0.7758260823593094,0.4483478352813812,0.13653589120911408,0.036354377700807405,16.762546458702378,0.04798143888010684,5,11718400
dolphin_2,0.805719431697973,0.38856113660405406,0.10893422784213616,0.02590339254891862,10.207889162878462,0.0550069381903346,14,10896700
dolphin_3,0.7757049373027933,0.4485901253944134,0.15355329185567143,0.03523676321037019,20.8807255371938,0.1059240099547056,6,15350900
dolphin_4,0.7668324541841782,0.46633509163164366,0.08641537007959729,0.05531153510074329,6.007753985870518,0.06974106732371585,3,19352600
dolphin_5,0.8671059436851267,0.2657881126297465,0.061447513670622,0.016569400972245678,3.9732868785263085,0.08039788685170303,9,16081200
face_1,0.735223077315527,0.529553845368946,0.15004413291494564,0.051485517473756987,17.759408169231,0.041533403030831265,7,17528300
face_2,0.7628109220579791,0.4743781558840419,0.143847453764564,0.04113546119234579,12.33314498720942,0.04334930311806395,5,14527600
face_3,0.7210657541362493,0.5578684917275012,0.1305352825568847,0.054760794498114725,14.434204319224303,0.049925150904965826,7,15086700
face_4,0.761686670521181,0.47662665895763817,0.1375595198383981,0.040059603197256474,12.516021188629479,0.04421239116084167,3,16572100
face_5,0.7100173038881332,0.5799653922237334,0.1617452148078116,0.06049700397032289,15.331551994240913,0.039217413515380745,5,16742800
lotus_1,0.7164441661163987,0.5671116677672028,0.15074485405494042,0.06413328918681402,15.026014515090576,0.043303281561736615,0,13302400
lotus_2,0.8136582130064479,0.3726835739871041,0.06692310061857111,0.027879533784809934,7.562995461157273,0.06760988562163009,4,12582800
lotus_3,0.6059618217498431,0.7880763565003138,0.39011619599787284,0.10138172437789161,56.80911944476866,0.16178331787430653,17,14659600
lotus_4,0.7081718880261325,0.5836562239477349,0.14987845634492578,0.06175675969661538,20.437964415318117,0.042201660806811356,1,17226200
lotus_5,0.7728919256755509,0.45421614864889837,0.10186203996791118,0.035073858849180524,11.260301197930081,0.056334194054440824,15,16911000
pickles_1,0.38895623369667126,1.2220875326066576,0.6163564690068062,0.30826113764388147,86.48986307417498,0.21620540735731875,23,1839474100
pickles_2,0.37157783008119627,1.2568443398376077,0.6311159511083386,0.3375305124227505,88.13990837509645,0.21944728832399388,22,2557611100
pickles_3,0.45735666305999645,1.0852866738800069,0.549460856157082,0.24213369567709006,77.24780396304904,0.20258315080200212,20,1643213700
pickles_4,0.44029410729233937,1.1194117854153212,0.5628709485512559,0.2556984234445927,79.36099020868093,0.2049007463734951,21,1913041500
pickles_5,0.4330441424755314,1.1339117150489373,0.5740782061719842,0.26014169625870925,80.70328625355266,0.20738382485332488,21,1103183700
