airplane_cropped_query (7224500),intersection,norms1,norms2,bhattacharyya,MDPA,cosineSimilarity,hammingDistance,Time
airplane_cropped_1,0.8818159448054483,0.2363681103891031,0.04500511974021037,0.012443203059582186,4.763106177979738,0.03247926810886199,10,6179800
airplane_cropped_2,0.8861428320851139,0.2277143358297722,0.04918355523698791,0.011263555888268469,5.327999290985169,0.032981788176668095,11,7173500
airplane_cropped_3,0.919010590868095,0.16197881826380983,0.03148924030652451,0.00574100230655449,1.3426229611182015,0.03610502455649879,12,6661600
airplane_cropped_4,0.91855944616264,0.16288110767472008,0.0269864718545357,0.006964724027014631,1.1784478952955468,0.03440525498524226,12,5658200
airplane_cropped_5,0.8937698495329963,0.21246030093400725,0.041298921643759395,0.01114204609007541,1.88305791586663,0.034727802371568826,9,6032200
ball_cropped_1,0.7494046631702891,0.5011906736594216,0.0851843991470714,0.05116740360691059,20.26475683665439,0.03673396893543045,2,4499100
ball_cropped_2,0.6530622149248715,0.6938755701502574,0.2557051305495873,0.09800067454077524,21.79424424934898,0.05811429292107242,3,8795100
ball_cropped_3,0.7046541296077489,0.5906917407845022,0.12195765537084861,0.06767287413374103,20.421364786538014,0.0353308126046977,5,13891400
ball_cropped_4,0.7003720925095687,0.5992558149808628,0.11800072702113677,0.08050485121483221,8.911296805489409,0.030216640924582917,1,5018100
ball_cropped_5,0.6418390347599605,0.7163219304800791,0.24034873274466537,0.09591908554184712,30.90484576742964,0.05206502162928369,0,12044300
car_cropped_1,0.875442063563102,0.24911587287379613,0.04843599465846094,0.014914857027061886,3.8099931749819187,0.03405387640079857,22,2507300
car_cropped_2,0.8606689902258233,0.2786620195483533,0.04840270546950793,0.01628997962868412,8.959080281847994,0.03573847004715579,20,1999900
car_cropped_3,0.8952417060442694,0.20951658791146127,0.03705777641049845,0.01155867757144009,6.089396605292761,0.03467088073862985,17,1577800
car_cropped_4,0.8699883057402291,0.260023388519542,0.052081649147127936,0.01716570503664262,6.260453654938019,0.033172391853044644,17,3005600
car_cropped_5,0.8628420315534191,0.27431593689316175,0.048431536436641505,0.01827024980318152,7.14531167393059,0.03483897868592056,21,2568200
cat_cropped_1,0.7845748919255914,0.4308502161488174,0.07577931046934627,0.0351230496798633,10.893658416283953,0.02738252619330425,18,8591400
cat_cropped_2,0.7470962854707301,0.5058074290585395,0.08557316185338687,0.04470321429115392,10.759684021208837,0.02630512951465853,1,14703400
cat_cropped_3,0.7796841736778788,0.44063165264424226,0.0766914816641196,0.037009358735477615,12.612261590533276,0.027481137407387862,13,9166800
cat_cropped_4,0.7885219328468063,0.42295613430638745,0.08359955911640544,0.03729031825075883,8.669508474539953,0.031141301918856768,0,10012600
cat_cropped_5,0.7474876089395114,0.505024782120977,0.09302550293174701,0.052817814244844954,16.42640945656944,0.027297112335142672,11,11518100
dolphin_cropped_1,0.8731152871190129,0.25376942576197425,0.04375540282770893,0.014102541195549495,11.181064805271527,0.033846228424813996,6,5997900
dolphin_cropped_2,0.8165025927154597,0.36699481456908056,0.07053869919467969,0.02616943027632062,17.35334171469795,0.03848637243910566,16,3998800
dolphin_cropped_3,0.7644156298474027,0.4711687403051947,0.15069923504382923,0.04044434654449391,30.664054172925656,0.04460930716176684,15,6103900
dolphin_cropped_4,0.7686236403289408,0.46275271934211826,0.08142578073677403,0.046319675627822986,5.564638433822254,0.029709705613165636,7,4064100
dolphin_cropped_5,0.7916624881637349,0.4166750236725303,0.12298362208017909,0.03063778896139444,22.301654043436855,0.04083127951833683,9,12072700
face_cropped_1,0.7513897846684223,0.4972204306631554,0.08757327808647289,0.04600796159536068,12.553540131880004,0.026493023126741594,2,11616000
face_cropped_2,0.7494938577138377,0.5010122845723245,0.0883155404044959,0.04812535392137267,14.994189526848075,0.02642620135839581,5,9604100
face_cropped_3,0.728408667436909,0.5431826651261821,0.09525704906933033,0.057040480855624465,17.20577623934748,0.026178453527140856,9,9128800
face_cropped_4,0.7573644176547101,0.48527116469057974,0.0866526054335069,0.047552032989292545,14.077670022438245,0.0276699608122189,4,13193900
face_cropped_5,0.7391915399511559,0.5216169200976881,0.09397051117833848,0.05132518430088523,16.56395381552092,0.02538448286215854,8,11057500
lotus_cropped_1,0.7233983358978602,0.5532033282042794,0.10748474640716495,0.06453766685631629,11.146778719253922,0.031034242302153195,3,5921900
lotus_cropped_2,0.7607980364029949,0.47840392719400965,0.08609566861531334,0.047195179177535476,13.23333511441517,0.027931271796788153,5,4662500
lotus_cropped_3,0.6711177582547656,0.6577644834904688,0.2283808062342853,0.07440540789861345,46.191650240060376,0.05093824746294895,14,7741800
lotus_cropped_4,0.7004712144382305,0.5990575711235391,0.10359954475453544,0.07365744890303469,14.80705862197978,0.02678149366427931,5,3183000
lotus_cropped_5,0.736661960187353,0.5266760796252941,0.09261827949000483,0.0526561137669728,26.11979819089941,0.03251260577109553,8,16704800
pickles_cropped_1,0.5197724695587171,0.9604550608825655,0.43637590406512566,0.16762157393474192,67.73030950607068,0.07312621836981922,2,862983600
pickles_cropped_2,0.5760806571447419,0.8478386857105165,0.3686792938677984,0.13004845048432678,59.58660063120334,0.06575101354746353,2,401760500
pickles_cropped_3,0.5765907923481235,0.8468184153037528,0.3759016958587947,0.13054675032757482,59.29331431234031,0.06725738389007173,1,821348100
pickles_cropped_4,0.598884943366533,0.8022301132669338,0.347705762175556,0.11644026902254426,56.30151972216647,0.06482867095518206,1,670169800
pickles_cropped_5,0.555807626415022,0.8883847471699555,0.3864624074038955,0.1432869763433973,60.38167268508464,0.06789649878897415,2,672391100
