cat_query (13946600),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.7788554667802119,0.4422890664395765,0.134332344763563,0.03597815292233705,0
airplane_2,0.7828876815652888,0.4342246368694223,0.08569960088579281,0.03382084726649465,7349800
airplane_3,0.7391932682488704,0.5216134635022591,0.13270698997482713,0.0479248942176708,2009300
airplane_4,0.7579401919457,0.48411961610860016,0.12438295380026465,0.041497473827476886,1152800
airplane_5,0.7040351058248837,0.5919297883502327,0.2040896281135576,0.06388928732637884,3208600
ball_1,0.807209177318912,0.3855816453621763,0.06347473222383368,0.03232988869935311,0
ball_2,0.4173095378564405,1.1653809242871191,0.44714002819019694,0.23899508344699352,0
ball_3,0.8274820180223866,0.34503596395522695,0.04840805186807652,0.02549439843008869,6862500
ball_4,0.8932886922320551,0.21342261553588987,0.03163472341970259,0.009896934522797043,0
ball_5,0.6267631441957314,0.7464737116085373,0.23460085407483192,0.09307611119466276,0
car_1,0.7733517511941661,0.4532964976116677,0.07166362561917332,0.0441874382772064,6966300
car_2,0.7978648009223903,0.4042703981552191,0.06098536874337002,0.0315738064145764,0
car_3,0.8169138852702036,0.36617222945959305,0.0663211370798119,0.026997824854028976,0
car_4,0.8396962550349641,0.320607489930072,0.04213349407762853,0.019609626642040506,6551000
car_5,0.8055852537322373,0.38882949253552546,0.056391573562963516,0.028349183990085607,1222900
cat_1,0.7946288206866253,0.4107423586267495,0.07372432109670603,0.03796337832181397,2997700
cat_2,0.9038830938681204,0.1922338122637594,0.025120997820877875,0.007932605268106767,2716300
cat_3,0.9107532753992931,0.1784934492014138,0.02156169104893179,0.006085866841451482,238900
cat_4,0.8913706775394215,0.2172586449211571,0.02552166052948468,0.009484373767532925,0
cat_5,0.7803727958046542,0.4392544083906916,0.0722111168955279,0.0341721766806343,0
dolphin_1,0.7629324665051664,0.4741350669896673,0.053238815679455494,0.04693642051827103,7938400
dolphin_2,0.8141344026548673,0.3717311946902655,0.0592445033790391,0.03269982721453263,2004000
dolphin_3,0.7056510955546751,0.58869780889065,0.19961339375976703,0.060556357127140706,1009700
dolphin_4,0.7412428796663615,0.517514240667277,0.12641090264687657,0.05083583666945017,2854300
dolphin_5,0.8032497752794763,0.39350044944104723,0.1198386385353224,0.028141465217773075,2099300
face_1,0.8781214957400452,0.2437570085199096,0.03712456876296172,0.012450078910128838,3012400
face_2,0.838525261734466,0.32294947653106815,0.058548803552597554,0.02189243067880431,1661600
face_3,0.8114248126176368,0.37715037476472635,0.058874167788361784,0.030100622653611818,0
face_4,0.8782562201332217,0.24348755973355676,0.031177566431865162,0.011398332051955269,0
face_5,0.833361048980518,0.33327790203896396,0.052197648056822414,0.021985442407664035,9306800
lotus_1,0.866637103734333,0.2667257925313341,0.03469488915332853,0.016788254465192512,1985000
lotus_2,0.8536569140930709,0.29268617181385825,0.041333492146971615,0.016548644615511775,2639200
lotus_3,0.5235723439237874,0.9528553121524251,0.4609056527034666,0.16799003341941782,325800
lotus_4,0.8863313706824619,0.2273372586350762,0.025942341860431824,0.01173385808811947,0
lotus_5,0.8126620913852267,0.3746758172295467,0.056710836793050626,0.025399367041335573,7017600
pickles_1,0.3072823456783322,1.3854353086433355,0.6222563109704872,0.4393505082861832,133519700
pickles_2,0.2901970324483775,1.4196059351032448,0.6280592312165124,0.4777848670430202,173910700
pickles_3,0.3379261704576531,1.3241476590846937,0.5796393210212297,0.36494137459016623,129657400
pickles_4,0.3435628844767714,1.312874231046457,0.5824964057670071,0.3668733668992953,153146900
pickles_5,0.33753557941060375,1.3249288411787923,0.5711660749392362,0.37717725399994684,80301400
