dolphin_cropped_query (5948900),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.8703117753220864,0.2593764493558276,0.03777305657451111,0.015540395567729721,1999300
airplane_cropped_2,0.843349784770389,0.3133004304592216,0.0441256127690723,0.02196011180108068,1001000
airplane_cropped_3,0.8059154353217274,0.38816912935654524,0.05279338016118131,0.030336075617031555,1999200
airplane_cropped_4,0.8284368230793036,0.3431263538413931,0.04871588071286172,0.025141124821487244,1071000
airplane_cropped_5,0.8206109314333423,0.35877813713331547,0.044942959816596996,0.024631397809837793,0
ball_cropped_1,0.6700901735264372,0.6598196529471256,0.1437678519897259,0.098914328529298,0
ball_cropped_2,0.5653991260515823,0.8692017478968356,0.22895003493705943,0.13561021331818626,0
ball_cropped_3,0.779837691547977,0.44032461690404595,0.0651510684518958,0.04491356446301595,0
ball_cropped_4,0.7899114144980899,0.4201771710038201,0.05994151281124499,0.037206444486429326,6702100
ball_cropped_5,0.6885619727911922,0.6228760544176155,0.1612516842363586,0.07490402966041385,2030100
car_cropped_1,0.8489738038742703,0.3020523922514597,0.04403588662419885,0.019867329405731462,1040700
car_cropped_2,0.811161742967697,0.3776765140646059,0.046562572643521954,0.03464141054615473,0
car_cropped_3,0.7996351982697405,0.4007296034605191,0.05958445057280744,0.03263667423724705,1011100
car_cropped_4,0.8433443141529673,0.3133113716940653,0.040240891245202984,0.022000073945810935,978200
car_cropped_5,0.8090707792131344,0.3818584415737312,0.05369577212168295,0.03234764301999563,0
cat_cropped_1,0.870237139956539,0.2595257200869222,0.03291621352282445,0.014334027960752184,1892700
cat_cropped_2,0.8404141663554219,0.319171667289156,0.04449899201357973,0.023163118491450634,3030300
cat_cropped_3,0.8636540258547472,0.2726919482905056,0.03354905379381765,0.016724358233167706,2000300
cat_cropped_4,0.8517892624498576,0.29642147510028494,0.0502735985034697,0.019191653103497394,1711600
cat_cropped_5,0.805587730283632,0.38882453943273604,0.05723525666656677,0.033635134822960495,2260700
dolphin_cropped_1,0.8268224973825087,0.34635500523498264,0.044521822665213456,0.028243720804086662,0
dolphin_cropped_2,0.7846833048348285,0.43063339033034365,0.06327244709073217,0.03967530752653577,0
dolphin_cropped_3,0.8044025102305765,0.3911949795388471,0.07162221042889523,0.027992270483277234,4946500
dolphin_cropped_4,0.7451168499920293,0.5097663000159414,0.07045645672611481,0.059890264772569146,1046000
dolphin_cropped_5,0.8451053531390842,0.30978929372183167,0.07274658673883379,0.017787190411116472,1067000
face_cropped_1,0.8464322044874859,0.30713559102502785,0.046334820860259515,0.021916237175850537,2955400
face_cropped_2,0.8406137474020697,0.3187725051958605,0.049175626308735704,0.02333120955881747,1860500
face_cropped_3,0.8295288227829306,0.3409423544341387,0.051677864563724155,0.026082923540901873,2117100
face_cropped_4,0.8414480183985502,0.31710396320289935,0.044592112545509544,0.022600491059025857,1999200
face_cropped_5,0.8207248911064293,0.35855021778714113,0.056037525497683975,0.029583431410975324,1999200
lotus_cropped_1,0.8780958669792449,0.24380826604151015,0.03526921355950074,0.01308980311587724,757000
lotus_cropped_2,0.8644802988659035,0.2710394022681929,0.03816764485101827,0.014444669524581896,0
lotus_cropped_3,0.7610176821205645,0.4779646357588711,0.1577458110596219,0.044382597784793434,0
lotus_cropped_4,0.8374473837105896,0.3251052325788207,0.04331504209488239,0.022689624743458706,0
lotus_cropped_5,0.8473528506006986,0.3052942987986029,0.04172690191729906,0.02142283840508715,7000000
pickles_cropped_1,0.5878042955217821,0.8243914089564357,0.33909723122412616,0.12406278700722223,84459800
pickles_cropped_2,0.6517645874558943,0.6964708250882117,0.2799781655988285,0.08852945598986452,47785400
pickles_cropped_3,0.6468279917102605,0.706344016579479,0.2776955239019957,0.08981973779926605,97879300
pickles_cropped_4,0.6655495858038483,0.6689008283923037,0.26581586720523237,0.08039032985927606,82139400
pickles_cropped_5,0.6424180472090222,0.7151639055819555,0.2714679385715067,0.09383873905242734,76840700
