car_cropped_query (5948900),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.8449033419584107,0.3101933160831787,0.04357508433273974,0.020470459619813367,1999300
airplane_cropped_2,0.8633735847628277,0.2732528304743442,0.038079573624631574,0.017143624004126633,1001000
airplane_cropped_3,0.8118646113783754,0.3762707772432494,0.05358069513834178,0.030687916574140283,1999200
airplane_cropped_4,0.8340788658322977,0.33184226833540464,0.0469500418248663,0.024132559356316405,1071000
airplane_cropped_5,0.8321091044019224,0.33578179119615503,0.04548994002812412,0.024375950413526446,0
ball_cropped_1,0.6420747904546942,0.7158504190906115,0.14487974389590363,0.10835247011245869,0
ball_cropped_2,0.5445076092885076,0.9109847814229848,0.23429798126653664,0.16084734644324702,0
ball_cropped_3,0.6714023933456646,0.6571952133086705,0.08941167564170294,0.09748868042811605,0
ball_cropped_4,0.689481513806975,0.6210369723860498,0.08240998229830201,0.07877541713662678,6702100
ball_cropped_5,0.6194413020622525,0.7611173958754951,0.17255622874673113,0.11552895954754985,2030100
car_cropped_1,0.8420755203090065,0.3158489593819873,0.04103107937687344,0.020887156487568767,1040700
car_cropped_2,0.8942433820688401,0.21151323586231974,0.02444047572098582,0.011717734609448341,0
car_cropped_3,0.8580528962017341,0.28389420759653194,0.04273940639074175,0.017749200808147864,1011100
car_cropped_4,0.8760210619145126,0.24795787617097476,0.029286084835950042,0.01646200216876938,978200
car_cropped_5,0.8722444652205189,0.2555110695589622,0.033694050641507,0.017292421147080426,0
cat_cropped_1,0.769812585582773,0.4603748288344542,0.061206248687115286,0.05033212077690555,1892700
cat_cropped_2,0.7195096135346057,0.5609807729307886,0.07176122071497815,0.06526360898372914,3030300
cat_cropped_3,0.7537604744910854,0.49247905101782896,0.06169591285077053,0.053674526929055846,2000300
cat_cropped_4,0.762828320897165,0.4743433582056701,0.06819630181576536,0.04262400984860103,1711600
cat_cropped_5,0.707940362483149,0.5841192750337021,0.07922610949025047,0.07846725018671095,2260700
dolphin_cropped_1,0.8618983957219251,0.2762032085561497,0.037061931455477704,0.018020726515519295,0
dolphin_cropped_2,0.7622608472172994,0.4754783055654015,0.0679537400497535,0.05016713151223429,0
dolphin_cropped_3,0.7541645526737658,0.4916708946524684,0.08395091774241481,0.05162406924469749,4946500
dolphin_cropped_4,0.698862491842241,0.6022750163155177,0.08192598002835115,0.07824553122630731,1046000
dolphin_cropped_5,0.7529327648066941,0.4941344703866115,0.08888318344898041,0.04909199519047437,1067000
face_cropped_1,0.7237442241240759,0.5525115517518482,0.07305248884154542,0.06711166298022309,2955400
face_cropped_2,0.7150746482591801,0.5698507034816398,0.07740200618245867,0.07306072271179719,1860500
face_cropped_3,0.7063663324903113,0.5872673350193773,0.08010354433565753,0.0797173527983535,2117100
face_cropped_4,0.7161193954944113,0.5677612090111774,0.0740275390999879,0.0715207753754889,1999200
face_cropped_5,0.7005121743562159,0.5989756512875679,0.0819568380371596,0.08148125622249514,1999200
lotus_cropped_1,0.7517794399286835,0.496441120142633,0.06629143405023226,0.05378505702275547,757000
lotus_cropped_2,0.7407933187848766,0.5184133624302467,0.06696817203782457,0.05523627368461414,0
lotus_cropped_3,0.6687207468925098,0.6625585062149801,0.17011357961602785,0.09069428383088897,0
lotus_cropped_4,0.7120697337658681,0.5758605324682637,0.07304887172114782,0.07093296945651552,0
lotus_cropped_5,0.7295744206773618,0.5408511586452762,0.07078869344897906,0.06840933098145967,7000000
pickles_cropped_1,0.5532760962122101,0.89344780757558,0.3447735296788752,0.15326881071185713,84459800
pickles_cropped_2,0.591790927555805,0.81641814488839,0.286676186166264,0.12367575084915743,47785400
pickles_cropped_3,0.6104731672567917,0.7790536654864166,0.2829597701591841,0.11372954764100864,97879300
pickles_cropped_4,0.6144744469041215,0.7710511061917572,0.27183830039440426,0.10975651654466863,82139400
pickles_cropped_5,0.5987541184626533,0.8024917630746937,0.2768268734192354,0.11923822077453379,76840700
