strawberry_query (13946600),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.7817323939374022,0.4365352121251956,0.11127326886288572,0.038688577209646656,0
airplane_2,0.7119143287232642,0.5761713425534716,0.16860228578932038,0.06462004616659123,7349800
airplane_3,0.7215022879725564,0.5569954240548871,0.13310486381670075,0.0660329235782853,2009300
airplane_4,0.7181519644245076,0.5636960711509851,0.13696648891660823,0.06676542712509875,1152800
airplane_5,0.7797583545806304,0.44048329083873927,0.06836671204390411,0.05142065366614493,3208600
ball_1,0.668983299166325,0.66203340166735,0.2647897607882743,0.1037763149987038,0
ball_2,0.603690036900369,0.7926199261992619,0.22635078330717692,0.13195482971492936,0
ball_3,0.7275437244098469,0.5449125511803063,0.22860772598457482,0.06450530176522504,6862500
ball_4,0.7188917862511958,0.5622164274976084,0.25010278695784066,0.06974094336993951,0
ball_5,0.7683901309601331,0.4632197380797338,0.06798797118634615,0.06135383411639567,0
car_1,0.622497486903803,0.7550050261923938,0.24356000726820648,0.11755259604148308,6966300
car_2,0.6310806625832756,0.7378386748334489,0.2644271968141921,0.11592432329126312,0
car_3,0.6306847484718502,0.7386305030562996,0.275331448177039,0.12099155942864602,0
car_4,0.6600914704578519,0.6798170590842963,0.25814286767157696,0.09528365260195705,6551000
car_5,0.6186343117238279,0.7627313765523441,0.26633905418968173,0.11650667915542649,1222900
cat_1,0.6374262908586533,0.7251474182826936,0.26442547289347074,0.11428790895414531,2997700
cat_2,0.720362456096044,0.5592750878079122,0.24789790330311703,0.06257991993488839,2716300
cat_3,0.7187103708874927,0.5625792582250148,0.24213940812272428,0.06296949937423772,238900
cat_4,0.7435547999459051,0.5128904001081895,0.22435670389917634,0.051249151017239085,0
cat_5,0.5939106737734043,0.8121786524531913,0.28241983143292815,0.1307433658528188,0
dolphin_1,0.6117463426030909,0.7765073147938184,0.2349495568477629,0.11283697465502894,7938400
dolphin_2,0.6469288130381303,0.7061423739237392,0.23514524486282332,0.09914078899531656,2004000
dolphin_3,0.81011339367125,0.3797732126574998,0.060110946649319076,0.03281464149104799,1009700
dolphin_4,0.7897603596725622,0.42047928065487555,0.12215041908142549,0.03373246522790165,2854300
dolphin_5,0.7871324348436617,0.4257351303126765,0.12363456461895683,0.034177855002798414,2099300
face_1,0.7166862654265795,0.5666274691468408,0.26000118166341757,0.06884201350187401,3012400
face_2,0.6672789615165678,0.6654420769668642,0.27301833724500907,0.09490513132625342,1661600
face_3,0.6803946134883742,0.6392107730232515,0.2581863120386112,0.08434393167824134,0
face_4,0.7149638756532092,0.5700722486935821,0.25388628462057955,0.06664737359560129,0
face_5,0.6972006632154233,0.6055986735691533,0.26989246230179365,0.08035214234388596,9306800
lotus_1,0.7331415266117728,0.5337169467764548,0.2461175685066169,0.06427959645788664,1985000
lotus_2,0.7338571554082887,0.5322856891834225,0.21294819244562058,0.05491585019516925,2639200
lotus_3,0.687040862621741,0.6259182747565181,0.23027959170613607,0.06756349195170845,325800
lotus_4,0.7504250158039429,0.4991499683921142,0.24299506819236608,0.05130046220644614,0
lotus_5,0.6509766883383119,0.6980466233233762,0.26317305286694076,0.09921883838696803,7017600
pickles_1,0.49644099216064086,1.0071180156787185,0.3921337850137506,0.24024582365475952,133519700
pickles_2,0.4834042487699877,1.0331915024600247,0.3981337360907637,0.26284015023653534,173910700
pickles_3,0.5332295367963547,0.9335409264072907,0.3515464142000276,0.19867416301736926,129657400
pickles_4,0.5321934592363421,0.9356130815273158,0.35331730468841016,0.19412459917874497,153146900
pickles_5,0.5240710824429553,0.9518578351140894,0.3430652574126189,0.20747008649598178,80301400
