pickles_querry (13946600),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.43676025034698135,1.1264794993060376,0.5127338897354665,0.2847012381224093,0
airplane_2,0.3934845197545071,1.2130309604909857,0.5687304856780425,0.3386082245196442,7349800
airplane_3,0.46155942152575313,1.0768811569484935,0.5223541869134513,0.2644455925041302,2009300
airplane_4,0.44615846647290003,1.1076830670542002,0.529540187221915,0.2831618415826133,1152800
airplane_5,0.5370974713313897,0.9258050573372206,0.44336724694473223,0.20283941560332328,3208600
ball_1,0.2985076574074074,1.4029846851851853,0.6653733446720461,0.49232300130606926,0
ball_2,0.6912915925925924,0.6174168148148149,0.22504552949939918,0.12156965489874068,0
ball_3,0.3240330319634704,1.3519339360730593,0.6328447923242331,0.40404314215972914,6862500
ball_4,0.29681724074074073,1.4063655185185184,0.6563803185882171,0.4572371983979353,0
ball_5,0.5454166813725491,0.9091666372549019,0.41817492210043605,0.1827421442188466,0
car_1,0.3373976442470389,1.3252047115059222,0.6378792308704224,0.41158894482458697,6966300
car_2,0.29635737986463623,1.4072852402707277,0.6644849063240055,0.4766605113291859,0
car_3,0.2862546049069374,1.4274907901861251,0.6747473494639918,0.5007032360843622,0
car_4,0.28423473054145526,1.4315305389170896,0.6626018988699512,0.49571055301455613,6551000
car_5,0.27531943654822333,1.4493611269035533,0.6684412642906052,0.5140966323640053,1222900
cat_1,0.33832659219858163,1.3233468156028367,0.6600839619586995,0.4214705582304729,2997700
cat_2,0.27780527059569077,1.4443894588086184,0.6566472205353822,0.48410346013731637,2716300
cat_3,0.2870014249249249,1.4259971501501503,0.6499658797222758,0.4599164949978378,238900
cat_4,0.2995603883071553,1.4008792233856893,0.6332838690717957,0.45418658282110863,0
cat_5,0.2804913148148148,1.4390173703703704,0.6831643163963719,0.48940537884669477,0
dolphin_1,0.297686652234637,1.4046266955307263,0.6367627513785754,0.4833361513819689,7938400
dolphin_2,0.31447358333333336,1.3710528333333334,0.6353210954889049,0.4217912633286278,2004000
dolphin_3,0.47646132172470973,1.0470773565505804,0.4489547353933157,0.2320613697945113,1009700
dolphin_4,0.3720897011494253,1.2558205977011494,0.5285793618724766,0.35190137928958504,2854300
dolphin_5,0.4147639788984263,1.1704720422031474,0.5269487048423335,0.28939025918375877,2099300
face_1,0.2770035681677747,1.4459928636644508,0.6679408313270709,0.5004532783474221,3012400
face_2,0.27834112045528503,1.44331775908943,0.6774507555410503,0.5043703724016513,1661600
face_3,0.2972467363761733,1.4055065272476535,0.6619778874707372,0.46742812546121815,0
face_4,0.2831622884009635,1.433675423198073,0.6616686227047366,0.4825279193444489,0
face_5,0.26747433424908423,1.4650513315018316,0.6770714647041852,0.5243560948159709,9306800
lotus_1,0.2951711935953421,1.409657612809316,0.6534215397052228,0.4776854262519118,1985000
lotus_2,0.34074622108843533,1.3185075578231293,0.6184081878730928,0.37602521228141256,2639200
lotus_3,0.7583004808743168,0.48339903825136615,0.18527756326037156,0.07273255330832522,325800
lotus_4,0.27340452124833997,1.45319095750332,0.6530803917310145,0.492508428400469,0
lotus_5,0.3077303480725624,1.3845393038548752,0.6648448266090682,0.43719331719507537,7017600
pickles_1,0.976918126445894,0.046163747108212194,0.02211103373208592,0.0007051368787791218,133519700
pickles_2,0.9746221666666667,0.05075566666666669,0.018964487721206142,0.0009447178919867291,173910700
pickles_3,0.9111044904561575,0.17779101908768513,0.07195915759889233,0.009735213943182972,129657400
pickles_4,0.9312367511520372,0.13752649769592593,0.06351929677776895,0.005920423451731316,153146900
pickles_5,0.9121898383196025,0.17562032336079497,0.07778153351584183,0.007561986392650366,80301400
