face_query (14446800),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.9085720381845843,0.03286088561292077,0.005200774318035546,2.1049815063737762,0
airplane_2,0.8616929357582758,0.03410666590637631,0.005836284925948051,2.0492718357463926,8069900
airplane_3,0.8172525770995706,0.054395381889840284,0.01421694688294622,2.1185829653084864,2001400
airplane_4,0.7554643467314741,0.06304698484602739,0.01825887420341098,2.07972749331916,2008600
airplane_5,0.898186186718133,0.0469800769303744,0.014159715450364803,2.1757886424361543,3017500
ball_1,0.7894181742290614,0.04346424852993118,0.01383600278150488,1.9942586692410418,3006700
ball_2,0.7306818376613766,0.10137371749475071,0.039735036220649084,2.541558958641823,1995200
ball_3,0.9487655282746738,0.03268097001820401,0.005765317239791063,2.1470677906944204,514000
ball_4,0.8591346796025667,0.030324884409017254,0.008794174291863873,2.019984541036662,0
ball_5,0.9200226799496127,0.06608461682783366,0.022950252046799503,2.3504704219930264,7302400
car_1,0.698775593724894,0.06916470982891648,0.0240399853871857,2.0050915901253004,0
car_2,0.7715852905383267,0.04741655089436384,0.011120713551946236,1.9887158115970986,0
car_3,0.8512696948915895,0.03543975757510888,0.007431526197864186,2.042146383403782,7120400
car_4,0.7479500166744912,0.048442635280067606,0.01269173394970896,1.9416723098385422,0
car_5,0.7748788939069382,0.04595717118091479,0.010678755410625594,1.9834433018878408,6718700
cat_1,0.909288010334839,0.041322217339332834,0.013067951984328452,2.1512269270396955,0
cat_2,0.8139544161814207,0.03561723980283603,0.008976833057611634,1.97905043984724,0
cat_3,0.8583922747227036,0.03411405870815465,0.006620927448237483,2.043800361621589,8990800
cat_4,0.7790465064643738,0.044468765908846276,0.017353574483645284,1.9756543337075614,1995700
cat_5,0.8546095075282458,0.049171580858665735,0.01614583659887925,2.140767563997322,3154600
dolphin_1,0.7174409549653531,0.06415181848256124,0.013639216412568952,2.0068476813460943,0
dolphin_2,0.8568085008197117,0.040268770666602775,0.007264680318043795,2.08551001359536,0
dolphin_3,0.9576289746196109,0.06282305346798381,0.022779636548148945,2.3558030663192273,7548000
dolphin_4,0.7635406833381235,0.06675327567203124,0.018771758135071575,2.143556678297494,2995900
dolphin_5,0.9159451697023374,0.033187179817843554,0.00940831747551833,2.110553902925368,3126600
face_1,0.9346254021069518,0.024177763739689717,0.004280003113026276,2.084369682744158,4121900
face_2,0.9658773604350712,0.026977275657901395,0.006398009879153016,2.130341972304875,3131100
face_3,0.9547048343063511,0.04235997079007259,0.012237006346506906,2.206275630857122,0
face_4,0.917723567232119,0.029839622490418646,0.007483409107135514,2.0970846551773668,6445200
face_5,0.942996745159409,0.0280369896606059,0.006765630609627361,2.117020442690624,4121300
lotus_1,0.8348385338660141,0.047420175284949115,0.011862673800065972,2.0986557005026736,2974200
lotus_2,0.9429680298303359,0.02974849215096975,0.006754963307005363,2.1265461128844145,2103100
lotus_3,0.9932724705733474,0.09146258204119193,0.03384259239558792,2.6622700711464304,2010700
lotus_4,0.8219237197732008,0.039842894838116906,0.011738473868895916,2.0239594731845867,2529000
lotus_5,0.9407818861216578,0.03688580587104573,0.01263326240589378,2.161933189515479,0
pickles_1,0.9707819431107225,0.12010107490348308,0.047791813069618494,3.4968511505381654,152844500
pickles_2,0.9683334895451264,0.12171895831136881,0.04825582823595592,3.61926165634638,194620000
pickles_3,0.9846484910139477,0.11267421977077982,0.04551562704762651,3.1615573086865383,131697300
pickles_4,0.9805713912731605,0.11349489400136539,0.045772448642634474,3.1875387043099486,166944600
pickles_5,0.9998208580897502,0.11698385662092696,0.046291492793410494,3.299617155601329,91398800
