airplane_query (14446800),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.8449308702117689,0.039971635039822706,0.011761281347837714,2.142326366137708,0
airplane_2,0.8211317183230437,0.036832890152078565,0.010462015014858456,2.0805412906256784,8069900
airplane_3,0.922295376431698,0.02125987420239539,0.0032277799747846762,2.130067840377166,2001400
airplane_4,0.8586083301100297,0.02789960750787229,0.005510594625026203,2.0850460018906913,2008600
airplane_5,0.940375135557164,0.03011937123862569,0.006959194644875256,2.2002516228476123,3017500
ball_1,0.7433185440393689,0.04922847839691479,0.015516965578056475,2.0278928654757977,3006700
ball_2,0.8757258414995455,0.07522139183526952,0.027539214998662295,2.541921458962202,1995200
ball_3,0.8008613212096393,0.05676476537810953,0.015561270432051256,2.2170618167730627,514000
ball_4,0.687755530010737,0.06992429056554626,0.02298487257341811,2.0927497790388476,0
ball_5,0.8771622771866359,0.0645775134023647,0.017297219537358598,2.4029913910263017,7302400
car_1,0.7570509048945364,0.04323327338095564,0.01348603038710028,2.0101659214449064,0
car_2,0.7684163034496223,0.040335617212703526,0.01039027679462235,2.01124669613801,0
car_3,0.8220605381921504,0.035270303080965903,0.01133250417906605,2.070464798401317,7120400
car_4,0.7153470726054709,0.05114238232549918,0.018228272291725012,1.9698229498419157,0
car_5,0.7567119370147648,0.043476301830833286,0.01424826953889318,2.0058419409531387,6718700
cat_1,0.8905690822051818,0.037339148705015264,0.008185345854150596,2.194185912352549,0
cat_2,0.6521173146410253,0.07631054127802181,0.022927932227778766,2.049063500737461,0
cat_3,0.6967411910299758,0.06939292538958033,0.02057457696784141,2.1155953424497613,8990800
cat_4,0.6506614385074304,0.07585190537326922,0.030641706233868176,2.038332071874493,1995700
cat_5,0.7922545754758403,0.05536783473584228,0.011560140760863123,2.1920474227222426,3154600
dolphin_1,0.7080598885351915,0.058953492662297,0.021139624090631418,2.0232858663535636,0
dolphin_2,0.7342834930307551,0.06309343104039798,0.01871119625989964,2.143493048292042,0
dolphin_3,0.9182634708487951,0.06056970913508621,0.01810825885163792,2.4173449442900155,7548000
dolphin_4,0.6138845248464788,0.09471882754480038,0.03237862295948693,2.2426202198701435,2995900
dolphin_5,0.8558480200089273,0.039152994592031726,0.010919559238522355,2.1598869730874104,3126600
face_1,0.762649049845368,0.058071015431311115,0.018015266094941817,2.1513752078576855,4121900
face_2,0.8581387978518545,0.042794954580718,0.011763403857172311,2.185173543063604,3131100
face_3,0.8821433984488849,0.048326032526051,0.014427538557640326,2.276737643785806,0
face_4,0.7475357171409971,0.06266928346873268,0.021463867827184336,2.1692938972036093,6445200
face_5,0.7663098485918645,0.06072552020317695,0.019888508207582357,2.193056899532134,4121300
lotus_1,0.6757729217159896,0.07868391493199586,0.025825806728563723,2.172573491786759,2974200
lotus_2,0.7786948280941924,0.05894280235466689,0.01709554254955581,2.2026261686144766,2103100
lotus_3,0.9900802301998218,0.08366654058849915,0.027026658145635922,2.722185424918601,2010700
lotus_4,0.6396654535473016,0.08293517185510754,0.0262280884462907,2.111785668132726,2529000
lotus_5,0.8500465847755012,0.04804182204087856,0.012339227153572791,2.223959531282795,0
pickles_1,0.8675380394098772,0.11426260657810092,0.0398437712753036,3.5467601191583653,152844500
pickles_2,0.8463812924172412,0.1158729477013466,0.040320399286654145,3.6755814764344317,194620000
pickles_3,0.9176294653840096,0.10704701705327568,0.03738360356063049,3.1947344136673093,131697300
pickles_4,0.9089178406268198,0.10793457548157973,0.03775611033341158,3.230110887733085,166944600
pickles_5,0.9575785918036873,0.11005171474989267,0.038371870107175146,3.350305560370813,91398800
