lotus_query (14446800),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.47315712536051524,0.06400893133691685,0.028437613638231114,2.5216218533687047,0
airplane_2,0.43115217029443165,0.07590129572922966,0.028096802174797368,2.4623805270246595,8069900
airplane_3,0.47164758116081196,0.06438765913776819,0.02187658379711252,2.527039693003255,2001400
airplane_4,0.4312087071702753,0.07569057088327834,0.025150204209989226,2.4816899338467686,2008600
airplane_5,0.5327188496840858,0.050780155161338145,0.0177295185528494,2.5915773501936994,3017500
ball_1,0.3818831311426221,0.09300188323917138,0.03656988581413441,2.4032177363390206,3006700
ball_2,0.6309204359388012,0.04127306967984934,0.018172998158704472,2.9133941400877874,1995200
ball_3,0.5158866018864059,0.054164654438510935,0.02667383733589154,2.5625097804297465,514000
ball_4,0.40946031138174527,0.08278719397363463,0.03740076233475863,2.4369357380530423,0
ball_5,0.6582172604872156,0.03347579483770909,0.009040948698113073,2.761024888607528,7302400
car_1,0.36844194508766137,0.09799145372680604,0.032408499247678864,2.406507383601394,0
car_2,0.3749045621908154,0.09573288594453527,0.0304925466384175,2.3931878334840158,0
car_3,0.42166403287314613,0.0787413461814219,0.030668760985184597,2.45793546799527,7120400
car_4,0.3475383705147392,0.10786882331010353,0.03898592222349869,2.3551232061745435,0
car_5,0.3715842861341966,0.09695752674295219,0.03468552511628088,2.3974646582984525,6718700
cat_1,0.5211399257533204,0.05302680610650319,0.018936585954327217,2.5543694355695905,0
cat_2,0.37860706240843167,0.09417524865201604,0.0377043657460435,2.394060187448679,0
cat_3,0.4187152827232589,0.07940158802870668,0.03374419233579773,2.4599213370791646,8990800
cat_4,0.3705455743237387,0.0973739166444819,0.046297017271610896,2.399174897022662,1995700
cat_5,0.47903507016891994,0.062404519774011305,0.016096212278132304,2.5438088666991128,3154600
dolphin_1,0.3651531910646863,0.09855701795915792,0.04016699728890359,2.4283528018477,0
dolphin_2,0.4436518458515638,0.07181320621468927,0.03133741818072487,2.5039141265860945,0
dolphin_3,0.6860949717896121,0.030229305450150377,0.009026030962036344,2.7728226967452354,7548000
dolphin_4,0.3880477507053714,0.08455513345022406,0.044728748044685115,2.5831633565558434,2995900
dolphin_5,0.48898960255079654,0.060183021750200044,0.021609249072221056,2.520333297535099,3126600
face_1,0.46345510977078763,0.06652800353654435,0.03164235985174322,2.5062280322918125,4121900
face_2,0.510658004467871,0.055255058983311844,0.024211825623486453,2.5488074422262774,3131100
face_3,0.5760027643400137,0.04293865385470884,0.019034899106927034,2.6205755966155038,0
face_4,0.461530688740198,0.06685548677911665,0.03446524211926858,2.521416778203262,6445200
face_5,0.47493891590771586,0.06339363837668925,0.03125800080572912,2.5393037412286126,4121300
lotus_1,0.4305915332104758,0.07476890434954234,0.03924806445648262,2.524408406487692,2974200
lotus_2,0.48561801467315996,0.0608762250662977,0.026954588289661737,2.5469186642075954,2103100
lotus_3,0.9755606439733724,0.020298601463369453,0.0047588112890338645,3.073287029630475,2010700
lotus_4,0.3892798695922834,0.0886821527449524,0.038792736434691374,2.447865757468876,2529000
lotus_5,0.529275924503357,0.051420077635574005,0.0181669646686174,2.5687727594313743,0
pickles_1,0.8095186985286609,0.05099617072479601,0.018240955531663834,3.8932100269516465,152844500
pickles_2,0.778189736890101,0.052596117231638415,0.01868168275903595,4.010456032633857,194620000
pickles_3,0.8714047630604252,0.04420840187683088,0.01596582849295128,3.5576063515400618,131697300
pickles_4,0.8684414647395678,0.04483172488363257,0.016266750147798943,3.5870372013765883,166944600
pickles_5,0.9151712854747793,0.04666317292270398,0.016738156225723607,3.705333521552617,91398800
