car_cropped_query (4538000),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.7075796084093224,0.0835019207314921,0.023320488924803623,1.9242667186151294,1115800
airplane_cropped_2,0.7817556734107012,0.06928098109623602,0.01594281267949324,1.9713659681053535,2005800
airplane_cropped_3,0.7178706311443436,0.07397870783509372,0.015528418587782547,1.8671751344642638,1003900
airplane_cropped_4,0.7060067211670289,0.08109292195882473,0.016411240098206534,1.8978576158271714,1012900
airplane_cropped_5,0.677284310276414,0.08689966502180366,0.020361118452598765,1.8661091315527845,1808100
ball_cropped_1,0.668548007245031,0.10239186291024643,0.02447780109332387,2.036076540359479,1109800
ball_cropped_2,0.6659297828225357,0.11826563680715521,0.03373757767125544,2.269733794590963,1008600
ball_cropped_3,0.7715559193693702,0.08971001091507858,0.018816021913320807,2.159920968682703,2995300
ball_cropped_4,0.5952085538652903,0.12354960087836933,0.03349500185453252,2.070967188825086,1533600
ball_cropped_5,0.7651089822560068,0.09842018432131074,0.019718541074613398,2.232035987539746,0
car_cropped_1,0.7545322906912092,0.0696722365146907,0.012609584664465899,1.9325214909924395,0
car_cropped_2,0.8548994351839099,0.047015680754832145,0.008553861703981492,1.9537834506375473,0
car_cropped_3,0.72291985248726,0.0773446230334469,0.022368937380337066,1.9170569201408565,0
car_cropped_4,0.7759736058403003,0.06348816491686717,0.011333117725753242,1.930925156975913,0
car_cropped_5,0.7975894656421583,0.05805302012983083,0.009895923270247207,1.9320664941914052,0
cat_cropped_1,0.72373160397974,0.0855688468709836,0.018924268880575412,1.998607787469119,7225200
cat_cropped_2,0.6645713885895127,0.10209547540107394,0.02349432400366577,2.003328245077563,3121500
cat_cropped_3,0.7276604973293529,0.0890610252838159,0.019038954431366294,2.043501465808221,2003200
cat_cropped_4,0.6733346914546764,0.09779564697597483,0.027906307675458167,1.9736981391399366,2099100
cat_cropped_5,0.7501137278230744,0.0916880877050262,0.01846192974177449,2.1290055120659006,0
dolphin_cropped_1,0.7949843984745175,0.062067151748926096,0.013486506444250968,1.9467683821974457,0
dolphin_cropped_2,0.8067891993918649,0.07454380237363156,0.015517590021057516,2.076969156467903,0
dolphin_cropped_3,0.8336475296156479,0.08422667476851844,0.017501489716084576,2.1984368442458866,6454400
dolphin_cropped_4,0.6263741967191933,0.11438489036946124,0.033871468568466845,2.039043257113155,490000
dolphin_cropped_5,0.8091248014792632,0.07046062808973158,0.013925583543919321,2.037015998106082,0
face_cropped_1,0.791781362948729,0.08078622075382562,0.017080156617791043,2.1002089726931836,0
face_cropped_2,0.814626988225182,0.0797448953105395,0.017629649537647202,2.129646983652152,6639900
face_cropped_3,0.8378610888794967,0.07699939295798178,0.017446402726144932,2.1470573128817274,0
face_cropped_4,0.7729291235127482,0.08724846030418192,0.02005184143671226,2.1256824340579357,6587200
face_cropped_5,0.8180703251948909,0.078048120912969,0.017397950347321615,2.1221194911889993,2407400
lotus_cropped_1,0.7016939665927131,0.0964844791489057,0.02391377900854024,2.0623155481863646,1004300
lotus_cropped_2,0.7174300240075538,0.09563414256246527,0.02207540117942577,2.102004438660317,1002600
lotus_cropped_3,0.8988894036695799,0.09152201574557804,0.022397164084311284,2.3563051743119283,1990400
lotus_cropped_4,0.7519036817620793,0.09304487571362638,0.01961865285192906,2.176240227989336,1014000
lotus_cropped_5,0.8212654041927595,0.0813576337141911,0.017047287638456487,2.154176712585015,0
pickles_cropped_1,0.8727240357008226,0.11090063550836729,0.02971139626631932,2.502986801412352,108810500
pickles_cropped_2,0.8883120858593683,0.09753186394813276,0.02470169640611038,2.366837454117775,62571100
pickles_cropped_3,0.8954766646742108,0.09933062001513515,0.02675731141204277,2.381533014102556,113153700
pickles_cropped_4,0.894805270039514,0.09203088614796057,0.0229273221279364,2.3170545541311762,97420700
pickles_cropped_5,0.9001117150486783,0.10346924968133997,0.02806987283966487,2.4362030448474044,97195800
