ball_cropped_query (4538000),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.7903761363070447,0.05552229910629922,0.01554751189679404,1.8910437402922213,1115800
airplane_cropped_2,0.7946608631423525,0.06468363262897764,0.015053675220110202,1.9600050393336628,2005800
airplane_cropped_3,0.7089242460818226,0.07633685467522747,0.020925604114784984,1.8655782620293089,1003900
airplane_cropped_4,0.70217487923289,0.0815757835219995,0.022766549721876323,1.8906240182933278,1012900
airplane_cropped_5,0.7119275431782546,0.07343357476577395,0.02094024415442959,1.8517790291281329,1808100
ball_cropped_1,0.6788611238298411,0.09855441179107244,0.03685570155808103,2.015361537823829,1109800
ball_cropped_2,0.6594558146018971,0.11873707155104735,0.048491327091705914,2.243758902357058,1008600
ball_cropped_3,0.9598819639281527,0.04597903735948725,0.013569388103611925,2.054369096853596,2995300
ball_cropped_4,0.8720219045863598,0.04124334321126054,0.010091022475942669,1.9332785425792296,1533600
ball_cropped_5,0.8979431090910216,0.07095929397375315,0.027233988783440296,2.1361624231604144,0
car_cropped_1,0.6838266023749219,0.09159522674148787,0.02471719530932171,1.948474209610148,0
car_cropped_2,0.6999618088227156,0.09183416888763654,0.01959006337194511,2.010911773056597,0
car_cropped_3,0.5717016908780342,0.12686988704036362,0.0380720439187949,2.0070161487545857,0
car_cropped_4,0.6902485491092116,0.09002182384072821,0.0225381661779786,1.9576192805851818,0
car_cropped_5,0.6263534318018569,0.11103760020533215,0.029678484057146803,2.0015707739166007,0
cat_cropped_1,0.849082577844986,0.047759991480703576,0.011132290038811497,1.93502464617587,7225200
cat_cropped_2,0.8950472633498859,0.03197516032548279,0.00458018742206162,1.9105978892082982,3121500
cat_cropped_3,0.8391179751861252,0.057628152953742295,0.01221895516403146,1.9782342252167862,2003200
cat_cropped_4,0.8587080342713035,0.03945452850494711,0.008048200851784655,1.896237554520013,2099100
cat_cropped_5,0.7885246674543649,0.0816631180494193,0.025368991666159028,2.070847965643721,0
dolphin_cropped_1,0.7463914812410012,0.0759834708644104,0.017112307931524528,1.957655810048522,0
dolphin_cropped_2,0.863572911688389,0.05945821411352381,0.01738349644141319,2.0293885781540046,0
dolphin_cropped_3,0.8996861946359739,0.07006861831097148,0.027209248504588418,2.143652060884607,6454400
dolphin_cropped_4,0.8391605926750814,0.050939159046458994,0.012286541891645884,1.9429883756856483,490000
dolphin_cropped_5,0.8514880882751082,0.05851657190794829,0.017301259657795436,1.995093661106711,0
face_cropped_1,0.9470087813309718,0.0422992833132435,0.012420342191878094,2.0187825529681174,0
face_cropped_2,0.9573899707091403,0.04632427855984618,0.015075299245387563,2.0533365292754997,6639900
face_cropped_3,0.9512802698642027,0.05113688792962028,0.019051192805308138,2.0693778531229445,0
face_cropped_4,0.9761231379439799,0.03853068335468656,0.009329484321840983,2.0304584527598943,6587200
face_cropped_5,0.9506623688869854,0.04656988428471345,0.01622011453929487,2.0476590480968615,2407400
lotus_cropped_1,0.9430515701526938,0.029733827911268607,0.003937498530390376,1.9617413079881263,1004300
lotus_cropped_2,0.9614543105092531,0.03202451460913228,0.0061934412772566595,1.9935808940533415,1002600
lotus_cropped_3,0.9850658185764584,0.07772030115743286,0.03051529217862938,2.2695344783641804,1990400
lotus_cropped_4,0.9515882315490791,0.04582092438343689,0.010987313916700955,2.0616139198088486,1014000
lotus_cropped_5,0.907868660260254,0.061601454621117546,0.021966674984602502,2.0846611939750717,0
pickles_cropped_1,0.9716274852666392,0.09927982375577117,0.041416353833028635,2.4569833506019667,108810500
pickles_cropped_2,0.957644048746661,0.08705475532413964,0.03693935176695702,2.3224215110581627,62571100
pickles_cropped_3,0.935047023761824,0.0932752058161602,0.03984195622568332,2.355989421180461,113153700
pickles_cropped_4,0.9315365340352995,0.08566312744704813,0.03504015547445759,2.28140990055646,97420700
pickles_cropped_5,0.9316909053622321,0.09884445038500415,0.04093303108362059,2.4101474997841232,97195800
