pickles_querry (14446800),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.07150004095441595,0.11232295207803222,0.04623589773854271,3.579903062905479,0
airplane_2,0.06528632365684577,0.12572475086306098,0.045985395152113535,3.52749313224846,8069900
airplane_3,0.07870355897571979,0.1108926443148688,0.039174558035456414,3.5549594109504197,2001400
airplane_4,0.07182118118741951,0.12277098553572402,0.04164473564559371,3.513678439980648,2008600
airplane_5,0.08413743836635966,0.09715053984450922,0.03538379405144112,3.6430935984089725,3017500
ball_1,0.06167231233310257,0.14158448148148145,0.0541951774718351,3.45175837934403,3006700
ball_2,0.14201875148350346,0.054954666666666666,0.023113378658272482,3.8898068928133434,1995200
ball_3,0.08036375197057276,0.10142870547945204,0.04435148832796436,3.5982610391031002,514000
ball_4,0.06933243632100607,0.12999996296296296,0.0550445207166831,3.483552733177441,0
ball_5,0.1295909655586018,0.06678321895424837,0.025693922607598247,3.7304763395165588,7302400
car_1,0.0669037545484618,0.14318677664974622,0.04777561055305071,3.399281924608684,0
car_2,0.06737907596623721,0.14208927918781725,0.04799062799550024,3.3935789524117275,0
car_3,0.07250688919563307,0.12555370558375636,0.04837942986066191,3.487009101564052,7120400
car_4,0.058712687371663234,0.15572107698815568,0.056694208805090254,3.390007309274847,0
car_5,0.06305935601458079,0.1441300524534687,0.05225579963838248,3.425351109730109,6718700
cat_1,0.08355439754312599,0.10066918439716312,0.03687880410911339,3.5924774083022166,0
cat_2,0.066374625452403,0.14086123384030416,0.05540916555465876,3.4365209142819415,0
cat_3,0.06878950140056023,0.12584018318318319,0.05135113568258255,3.5131102676940342,8990800
cat_4,0.056559614728946474,0.1464575968586387,0.06383734452162516,3.47406082299364,1995700
cat_5,0.08983801400959915,0.10395507407407409,0.03358861672370877,3.5275014155147297,3154600
dolphin_1,0.05186210439156035,0.1463283398510242,0.05767769530940936,3.495534215973473,0
dolphin_2,0.07602976682652554,0.11709083333333332,0.04875256549374835,3.5406646560965034,0
dolphin_3,0.10752444782510705,0.06802634245439468,0.02566555927858504,3.8124327889332785,7548000
dolphin_4,0.05365352280869357,0.11767332758620691,0.06167028477074071,3.7032954440924097,2995900
dolphin_5,0.08047786845011659,0.10808447639484978,0.03928231445934552,3.5568732919469577,3126600
face_1,0.07239941704986234,0.11454674293500855,0.04927118086382915,3.5607531515983966,4121900
face_2,0.08557440735567971,0.10206374455871635,0.04193979978594195,3.581549070000873,3131100
face_3,0.0936512293250403,0.08873946285421949,0.0364723785697466,3.6480514972733573,0
face_4,0.07444560198518824,0.1124788543635353,0.05189126497627197,3.5681206518701076,6445200
face_5,0.0811145694312043,0.10684180586080584,0.048540245523668035,3.565657785765138,4121300
lotus_1,0.06108678289551183,0.11873770305676856,0.05662093842921696,3.61355523369341,2974200
lotus_2,0.09055038259564892,0.10309050680272108,0.04423418384169155,3.5418079998122494,2103100
lotus_3,0.18881883704735378,0.034686368852459015,0.01416104487083004,4.1009436152337555,2010700
lotus_4,0.06354064748201438,0.13273165471447543,0.056080932429467635,3.5152437377065353,2529000
lotus_5,0.0970014143362263,0.09555565986394557,0.035803508152363495,3.5515781356975977,0
pickles_1,0.9258237295951802,0.001160946308028466,0.0003868810617185253,4.562243721505426,152844500
pickles_2,0.9745808894841361,0.0017045833333333331,0.0005861023149682239,4.649008666377143,194620000
pickles_3,0.5571843096307617,0.008203691783389635,0.002816586198313128,4.320961586968126,131697300
pickles_4,0.590683855483659,0.007121473147724759,0.0024353804711463576,4.332745364190636,166944600
pickles_5,0.7166479639476905,0.004552603485859372,0.0016925243616684458,4.473610303992438,91398800
