cat_query (14446800),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.8795346533178392,0.050786954869235484,0.01451983138986081,2.0759292699471072,0
airplane_2,0.8226955874909894,0.055474369549646796,0.015712615986820968,2.024884649583649,8069900
airplane_3,0.7856515761182883,0.07295342531010095,0.024545542741935867,2.093694666210979,2001400
airplane_4,0.7269414040827311,0.08155161662254205,0.027710523613949385,2.055241548923833,2008600
airplane_5,0.8607324657490262,0.06581525151147691,0.02493077152580726,2.1504274843934805,3017500
ball_1,0.7642167515795906,0.06202451655195019,0.018805212738485465,1.9735010025223978,3006700
ball_2,0.6870264604500609,0.1178334972140282,0.050574893515952575,2.5440295093821965,1995200
ball_3,0.930483307679072,0.047662848021982465,0.015102337523357254,2.11717870796229,514000
ball_4,0.898824743298698,0.030300753851196332,0.005381843422675079,1.9837114649897511,0
ball_5,0.8905360078123581,0.08159384579790618,0.033251260808025596,2.3265138831211516,7302400
car_1,0.6560035792454506,0.09330188820508213,0.032325858096229045,1.9917037104315198,0
car_2,0.7421013472871447,0.06741071829657248,0.018629497056116592,1.9630582992140242,0
car_3,0.8416430038078971,0.04904616444304688,0.0146367018798203,2.0070522838781035,7120400
car_4,0.7652891097744907,0.05373777757812617,0.01409207214795411,1.9105933067105305,0
car_5,0.7851912386154689,0.05380815476992649,0.014790025407417048,1.9470109157312667,6718700
cat_1,0.8730657494830433,0.06019556894495701,0.023741511527273378,2.121322699828227,0
cat_2,0.8510576491207424,0.035453301479412724,0.005569475013278783,1.9421446022186353,0
cat_3,0.8878560273666989,0.03722753727178506,0.007858438849424923,2.002731695084845,8990800
cat_4,0.8489827383843902,0.034000216219555505,0.007467623296104157,1.9350353511779474,1995700
cat_5,0.8190702282242227,0.06829957391019338,0.02659677129624573,2.10801560799316,3154600
dolphin_1,0.7748758109199546,0.057724164071126065,0.01166528196835134,1.9670814731543707,0
dolphin_2,0.9190954045815155,0.03558536135693215,0.00982370538183161,2.0314917635587477,0
dolphin_3,0.9464349466772776,0.0754807085516371,0.032643593006081585,2.318092067227351,7548000
dolphin_4,0.8704893570702406,0.05202827789645,0.010655768442742698,2.0860920807530885,2995900
dolphin_5,0.8789666357889616,0.05281945130211301,0.019828245700163265,2.0817436154493554,3126600
face_1,0.9304927341611521,0.03619589058079565,0.010106867374393739,2.0526204681476545,4121900
face_2,0.9326181030489133,0.04535453450341054,0.016862067242456168,2.099583541539525,3131100
face_3,0.9413420503819314,0.0559508008851526,0.022096263777333997,2.1701397055044356,0
face_4,0.9520010495309426,0.03261705536179556,0.007390879543954192,2.0561981760560504,6445200
face_5,0.9379490510698487,0.04021102791014296,0.011022505394919667,2.079428692342571,4121300
lotus_1,0.9076300720244941,0.04044131854542644,0.006788820313389147,2.0568402261728664,2974200
lotus_2,0.9124152719595827,0.04768511829510566,0.014632495437266559,2.093296161634258,2103100
lotus_3,0.9941763009342568,0.10240195367280816,0.043819387999049136,2.628084001596704,2010700
lotus_4,0.8760890216564524,0.03565525508585129,0.006804583751565713,1.9832760366936215,2529000
lotus_5,0.9107809476128573,0.054245279232637014,0.022972030789376343,2.1284160136839225,0
pickles_1,0.8496870449998268,0.13370121571625004,0.057799197205875084,3.486184202382104,152844500
pickles_2,0.8252478656721115,0.13531111430678466,0.05826284097760525,3.618953324154999,194620000
pickles_3,0.9075477731823022,0.12646778967553549,0.05556975452855668,3.143269020636436,131697300
pickles_4,0.8981430477897281,0.1273652682121262,0.05583092658316853,3.171358074401365,166944600
pickles_5,0.9476147756670329,0.12937140201689737,0.056295806159821216,3.2816704011773976,91398800
