lotus_cropped_query (10632100),intersection,norms1,norms2,bhattacharyya,MDPA,cosineSimilarity,hammingDistance,Time
airplane_cropped_1,0.7640511882891585,0.47189762342168284,0.2598455139382132,0.04071977315188403,1.154525731444255,0.14011460532941283,247,9772600
airplane_cropped_2,0.7354522932946514,0.5290954134106971,0.29000900624167963,0.05252618610196515,1.1455954429801194,0.13071848349365237,247,101731600
airplane_cropped_3,0.7594604272251148,0.4810791455497705,0.25657262095469296,0.04218033394274712,1.1547531968768159,0.14306296864972012,247,9590400
airplane_cropped_4,0.7445509641179442,0.5108980717641118,0.2757672784615793,0.04836080509446963,1.1869367394873107,0.1363282056692024,247,9306300
airplane_cropped_5,0.7504083866355394,0.4991832267289211,0.263809275288951,0.04292535421027527,1.2079804632388762,0.13972095049397618,247,10264200
ball_cropped_1,0.6763167151997272,0.6473665696005453,0.2936457587965202,0.06937748316081359,1.2678541751923427,0.14447475511636543,247,9546200
ball_cropped_2,0.8253502885227929,0.3492994229544141,0.1532816841062443,0.03603234070462349,0.29248797703895824,0.21152835745795417,247,11164900
ball_cropped_3,0.8160025244131626,0.36799495117367503,0.17413272086135095,0.018706778669398457,0.6541546143541834,0.16891151441262098,247,12521600
ball_cropped_4,0.7783744920113169,0.4432510159773664,0.22622265846231324,0.03189062965044368,1.1825311204224,0.15921117728613765,247,10547500
ball_cropped_5,0.887660507652109,0.22467898469578207,0.09613358872970755,0.015652164356807458,0.29774636058230686,0.21363253353064768,247,11745100
car_cropped_1,0.7618325939644529,0.47633481207109424,0.2465637831864772,0.03683444618948116,1.1511085790376105,0.1462643193969307,247,8245800
car_cropped_2,0.7584727689360949,0.48305446212781034,0.2611358397273249,0.03950771946183746,1.0927392862933176,0.1395362378476608,247,8473100
car_cropped_3,0.7584340528503946,0.483131894299211,0.265181936659036,0.04197670637674451,1.1383498459124979,0.139317474481377,247,124771900
