ball_query (5477900),intersection,norms1,norms2,bhattacharyya,MDPA,cosineSimilarity,hammingDistance,Time
airplane_1,0.9087396560492818,0.18252068790143633,0.09869753448910489,0.006445010963859196,0.5153182569101391,0.15497121134656044,247,5523100
airplane_2,0.9262509706512485,0.14749805869750296,0.07029575133593338,0.005305165378545843,0.2570806118343938,0.14461398051881225,247,6591000
airplane_3,0.8845633211624295,0.2308733576751409,0.12566753503291309,0.010552691228382033,0.6106239262861636,0.15863865967535323,247,5584800
airplane_4,0.9013950347718874,0.1972099304562252,0.09633199054377621,0.007232775374333239,0.47162690631094895,0.15337664742597507,247,5971600
airplane_5,0.8169590414563038,0.36608191708739246,0.20274904255663637,0.021683158838741532,0.9354388584702173,0.17021718559001497,247,4963400
ball_1,0.91520108401084,0.1695978319783198,0.07503863253855095,0.0051849823918268725,0.2002925280681379,0.13900295728481094,247,5996100
ball_2,0.6023847206091109,0.7952305587817783,0.4188420463635873,0.10772818220526849,1.7199939605110335,0.19567767144147633,247,4998500
ball_3,0.9353049178241293,0.12939016435174136,0.06882271425043616,0.004924616105062432,0.2698606271777003,0.1451332454298124,247,6999800
ball_4,0.9293485094850948,0.14130298102981032,0.05512675735400359,0.0028683269483231588,0.1479508581752484,0.14007163298490127,247,6000200
ball_5,0.7514951606658924,0.4970096786682153,0.27050077160318003,0.03883312102569973,1.1246710846940402,0.18065258393872455,247,7000300
car_1,0.899292936439154,0.20141412712169182,0.0924720550260092,0.008304522853978478,0.22894969254262432,0.14233975073253272,247,4999700
car_2,0.8691897628185854,0.2616204743628292,0.11403221751327845,0.01098131070187133,0.31486330969183507,0.133269603479211,247,6012100
car_3,0.8593267773867006,0.28134644522659874,0.13824203760634704,0.015671742979183077,0.31403626994935646,0.1315412112779576,247,5007000
car_4,0.905281133376961,0.18943773324607793,0.08834831859261308,0.005686114555089935,0.266184462642306,0.13510353364737415,247,5999100
car_5,0.8786127569760107,0.2427744860479787,0.11324035473853396,0.010092979034544897,0.27809647617868494,0.13181410982782776,247,8522600
cat_1,0.8206742283836213,0.35865154323275755,0.15601565396500186,0.021029611178817076,0.34258506931573873,0.12682599714994108,247,7513700
cat_2,0.8726188930547644,0.25476221389047127,0.11763852307835196,0.010975935292137277,0.3043464359684336,0.1303322032476164,247,6996700
cat_3,0.8572059515961955,0.285588096807609,0.12107903424641862,0.012976695402148703,0.28615704554728943,0.1311456433785702,247,5999700
cat_4,0.9432848082407526,0.11343038351849487,0.05376047864344491,0.0022913097743916698,0.12787061191479537,0.1399609129771178,247,4996100
cat_5,0.8088475932378373,0.38230481352432566,0.1616295790155049,0.024347586700084772,0.3559946831849271,0.12619615898825656,247,5002100
dolphin_1,0.8697170368351729,0.2605659263296543,0.11738092067456124,0.011830026308744771,0.30869743509885217,0.13146561877510238,247,5000000
dolphin_2,0.8492600900116144,0.30147981997677115,0.14285395818946733,0.02022436273005286,0.335592987804878,0.13441104142469995,247,4001400
dolphin_3,0.8087270962261861,0.38254580754762774,0.20878052520197296,0.024161796126042415,0.9250347565309343,0.17035370977092856,247,9524100
dolphin_4,0.8824032300052065,0.23519353998958706,0.09383631322097874,0.009076721533180735,0.3137399375225278,0.15038531979654773,247,9520200
dolphin_5,0.91418811343233,0.1716237731353402,0.09501498992000938,0.00598255748742062,0.47966034105466737,0.15510108102000703,247,5520000
face_1,0.9105121233418085,0.17897575331638277,0.08216094457050149,0.005352028263214664,0.1568468527663689,0.13694712355199243,247,12060000
face_2,0.8698809810852013,0.26023803782959726,0.10745900737959034,0.00939272484630015,0.19378017824612043,0.13568863489474386,247,7184700
face_3,0.8867883536054479,0.22642329278910409,0.09390355043535374,0.007854124833801678,0.14054687200891952,0.14118927878951054,247,7163800
face_4,0.8945976310235587,0.21080473795288257,0.08584166229286773,0.006209560646944281,0.15440850156139135,0.13665199669652006,247,8007700
face_5,0.8795452514964711,0.240909497007058,0.10364174449288283,0.008530348393154547,0.22097441853539412,0.13627127895978072,247,8517000
lotus_1,0.9094584848530956,0.18108303029380884,0.07193626400716326,0.004749455761037056,0.2002796078491041,0.1417777593502697,247,7523400
lotus_2,0.930007881201261,0.13998423759747802,0.06127726841441788,0.00329096863387382,0.30598307615730574,0.15067745739410748,247,6997000
lotus_3,0.5967756706841073,0.8064486586317854,0.4370726982170046,0.09588867798745418,1.9327294796367165,0.19962137176875278,247,8515300
lotus_4,0.9372338289119942,0.1255323421760114,0.05965290380637663,0.0028259375587473623,0.1436453489179172,0.13961391985291507,247,10115500
lotus_5,0.8899220175875229,0.22015596482495436,0.10321028081667558,0.011416686348030492,0.28415463746474207,0.14027887838062053,247,14089200
pickles_1,0.3886138988178699,1.2227722023642604,0.657997694068994,0.2708682356472976,2.788302387012265,0.2289915919628394,247,924078300
pickles_2,0.37471843844367014,1.2505631231126597,0.67253813818996,0.2895950821721866,2.8338608771777,0.23103574764324428,247,1060904300
pickles_3,0.4522079170162622,1.0955841659674754,0.5916392405422948,0.21546206477152846,2.549244346060007,0.2204519235862373,247,686826200
pickles_4,0.43876996969388143,1.1224600606122372,0.6051442918800622,0.22000226641820228,2.6027873561139128,0.22221776248316677,247,797313500
pickles_5,0.4273932232765665,1.145213553446867,0.6171848000990344,0.23110691782963755,2.639755344867279,0.2237110187818553,247,466721400
