ball_cropped_query (10632100),intersection,norms1,norms2,bhattacharyya,MDPA,cosineSimilarity,hammingDistance,Time
face_cropped_3,0.8878823541371204,0.22423529172575932,0.09203713184264065,0.0071783679029400515,0.17805496195257287,0.13457422588582982,247,10506900
face_cropped_4,0.9129634030386053,0.1740731939227893,0.07844448276160364,0.005650498709462985,0.12476376546905966,0.13522421433116377,247,12549900
face_cropped_5,0.8677296733762749,0.26454065324745035,0.11218401323713374,0.010450163779013873,0.21192043243650366,0.1315362353147873,247,13526200
lotus_cropped_1,0.9194040911539271,0.1611918176921458,0.07519784464697232,0.005074913708905513,0.14473058746648884,0.14357627967479764,247,10059500
lotus_cropped_2,0.9219090072308085,0.1561819855383832,0.06912922049030455,0.004401138655430102,0.14475592358184403,0.13715823753942016,247,9522400
lotus_cropped_3,0.8386448040752786,0.3227103918494427,0.16488826732578252,0.016984050295454363,0.8734991546948546,0.15796953497110905,247,11583000
lotus_cropped_4,0.9034018575766175,0.193196284846765,0.08088162282416954,0.006461886585877259,0.19521593265677406,0.1388490854029143,247,9586000
lotus_cropped_5,0.8973425638928352,0.2053148722143298,0.08659811149919441,0.00753255605134431,0.2353869770936799,0.13803004429764082,247,14091000
pickles_cropped_1,0.6609871127956334,0.6780257744087331,0.36499452885444233,0.06657187519270448,1.5116023728276078,0.18564965705525344,247,308355900
pickles_cropped_2,0.7237673341321329,0.5524653317357342,0.2999184056635609,0.04639970672616438,1.2860635779159661,0.17745496747294426,247,174202200
pickles_cropped_3,0.7183987773134285,0.563202445373143,0.30502471265816244,0.047869554835863845,1.2749577359156015,0.17856167272410886,247,369927000
pickles_cropped_4,0.7393434973525332,0.5213130052949333,0.2828680702075381,0.04119197705495252,1.2185116514202647,0.17561576542291743,247,267971400
pickles_cropped_5,0.7061431942759774,0.5877136114480455,0.31796008415646926,0.05245721924018979,1.3000052271221834,0.1804341811049373,247,275159500
