car_query (5477900),intersection,norms1,norms2,bhattacharyya,MDPA,cosineSimilarity,hammingDistance,Time
airplane_1,0.8402829316139658,0.31943413677206833,0.17523583876256113,0.018998379917297175,0.5973358023212714,0.13650751166487207,247,5523100
airplane_2,0.8821057276485214,0.23578854470295713,0.11099785146077311,0.009278154318072175,0.33909815724552606,0.1329439635869068,247,6591000
airplane_3,0.818332551546961,0.36333489690607773,0.19625886261899442,0.023384366528553868,0.6926414716972956,0.13929555203233357,247,5584800
airplane_4,0.8491708967851099,0.30165820642978003,0.16035270244985814,0.016287742076523618,0.5536444517220949,0.13717957729015856,247,5971600
airplane_5,0.7360008238248164,0.5279983523503673,0.28520769256620093,0.04572956529081577,1.0174564038813494,0.14211855702396986,247,4963400
ball_1,0.8820906937394247,0.2358186125211506,0.09041949536539715,0.008360396309811169,0.16320210565895843,0.129750011154979,247,5996100
ball_2,0.526611242714796,0.9467775145704079,0.5014402968017442,0.15772371273885055,1.8020115059221657,0.14969031396879112,247,4998500
ball_3,0.8600833275386505,0.27983334492269896,0.1203302681819277,0.012189035693125443,0.38553195188095407,0.13228133996245045,247,6999800
ball_4,0.9102610265087422,0.1794779469825155,0.07705488129403047,0.005053265889473468,0.2211160744500847,0.13064188356207307,247,6000200
ball_5,0.670536943034405,0.6589261139311902,0.35776616917911014,0.07480613865768333,1.2066886301051725,0.1452591000077414,247,7000300
car_1,0.9291539763113368,0.1416920473773266,0.07036382629750343,0.004243455352210373,0.20580372250424372,0.1361592554418935,247,4999700
car_2,0.9880203045685279,0.023959390862944213,0.010896548641168935,0.00012883361027194237,0.026835871404399386,0.13173140766317093,248,6012100
car_3,0.9395262267343486,0.12094754653130287,0.06570503856205648,0.0036077937241049884,0.10206429780034182,0.13095756396712105,247,5007000
car_4,0.9484433164128596,0.10311336717428089,0.04580883211480074,0.002212069976981063,0.15803722504230122,0.12997652005119087,247,5999100
car_5,0.9393739424703891,0.12125211505922168,0.05346581092683619,0.002854165132540322,0.12582064297800338,0.12881600058405696,247,8522600
cat_1,0.9203600100802822,0.15927997983943554,0.06337447889969987,0.0037472244436796186,0.11242207581812635,0.1290077752577072,247,7513700
cat_2,0.9286753778155219,0.14264924436895637,0.056689114292742926,0.0032717257840699145,0.1526058816338941,0.1276642847186033,247,6996700
cat_3,0.9536109205652353,0.09277815886952943,0.04539312355917258,0.0020863362649834105,0.07846244721879583,0.1294649400669705,247,5999700
cat_4,0.8934905785738964,0.21301884285220724,0.09006495480004137,0.007546040527854485,0.23930315996491885,0.12936965772214398,247,4996100
cat_5,0.9040649746192894,0.19187005076142133,0.07442478592265404,0.005952338314862041,0.15175393871029078,0.12850819326941157,247,5002100
dolphin_1,0.9233541294463508,0.1532917411072985,0.057751774637960517,0.0033994741829544597,0.08211581544395663,0.12870662356199605,247,5000000
dolphin_2,0.8613242385786801,0.27735152284263964,0.10520021648784994,0.011589845946984251,0.2176045896785178,0.13110062358996052,247,4001400
dolphin_3,0.7329880209780202,0.5340239580439596,0.2914719681621632,0.04942503875276287,1.0070523019420665,0.14168990776517862,247,9524100
dolphin_4,0.8132636822451719,0.37347263550965637,0.1704977995103655,0.024513520940587015,0.4795901161094579,0.1322726950716689,247,9520200
dolphin_5,0.8439570670210526,0.31208586595789495,0.17273366621345482,0.0187298035775551,0.5616778864657996,0.1367160437075929,247,5520000
face_1,0.9084126722927034,0.18317465541459327,0.07938771914496345,0.0061998043741085295,0.22617914806942602,0.1291906272374379,247,12060000
face_2,0.9193424663551136,0.16131506728977268,0.0743839027562427,0.005171678602366323,0.18917412030856773,0.13071536978822898,247,7184700
face_3,0.86660351466219,0.26679297067561986,0.10376246681391836,0.010338768323430076,0.3084432509259065,0.13223439067664508,247,7163800
face_4,0.9327128093661108,0.13457438126777832,0.062133316878355854,0.0036824766940026944,0.1938985091360212,0.1304256159105751,247,8007700
face_5,0.898639606304581,0.20272078739083815,0.08766246169729246,0.007607232086278955,0.22950874844275865,0.12981922921973685,247,8517000
lotus_1,0.8803936780972226,0.239212643805555,0.11688705316523008,0.013092984863423796,0.3312511545083088,0.129553379045705,247,7523400
lotus_2,0.8742813978383231,0.2514372043233537,0.13289683436781366,0.012175732086887991,0.41667443627198436,0.13574362316838748,247,6997000
lotus_3,0.5158174530526198,0.9683650938947601,0.5208144349188727,0.14355777340275583,2.0147470250478485,0.15153330397677364,247,8515300
lotus_4,0.8871435408956391,0.2257129182087218,0.0936478349941888,0.008384056950698906,0.2543064291059114,0.12902769407423886,247,10115500
lotus_5,0.9006796965825247,0.1986406068349506,0.08418920913519796,0.006186444772325444,0.31843146057069194,0.13408064620095078,247,14089200
pickles_1,0.3076556811863825,1.3846886376272352,0.741478442055571,0.34889350255630824,2.8703199324233974,0.16259643290092443,247,924078300
pickles_2,0.2937602208121827,1.4124795583756344,0.7563452234063752,0.3723017823535225,2.9158784225888326,0.16317997107304003,247,1060904300
pickles_3,0.3712496993847748,1.2575006012304504,0.6728967422307242,0.27747840887840397,2.63126189147114,0.16109490446321492,247,686826200
pickles_4,0.357811752062394,1.284376495875212,0.6874672756910658,0.2865961808715136,2.6848049015250446,0.16103144016223664,247,797313500
pickles_5,0.3464350056450791,1.3071299887098418,0.6997065614677063,0.29980582208817486,2.7217728902784106,0.16139441969262408,247,466721400
